Location,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
Bahrain,19.638,21.086,22.072,22.647,22.807,22.526,22.072,21.487,20.813,20.043,19.173,18.489,18.135,18.006,18.011,18.359,18.265,17.389,16.22,15.377,14.477,15.378,18.987,24.341,29.405,34.377,39.209,43.607,47.481,51.248,55.086,56.835,55.547,52.211,48.817,45.017,41.503,38.835,36.711,34.244,31.584,29.276,27.498,26.092,24.72,23.439,22.216,20.999,19.809,18.726,17.741,16.765,15.764,14.769,13.815,12.86,12.067,11.508,11.087,10.67,10.332,9.737,8.72,7.454,6.27,5.088,4.127,3.53,3.183,2.827,2.501,2.234,2.005,1.814,1.67,1.571,1.47,1.344,1.205,1.092,1.0,0.894,0.766,0.626,0.498,0.372,0.276,0.223,0.2,0.184,0.172,0.149,0.115,0.071,0.037,0.023,0.018,0.013,0.007,0.003,0.007
Bangladesh,2874.791,2873.649,2877.014,2884.394,2908.898,2916.495,2927.683,2941.976,2958.891,2976.903,2994.48,3016.359,3044.143,3074.216,3102.089,3129.533,3144.789,3141.818,3125.859,3108.826,3089.103,3065.609,3039.25,3010.485,2978.501,2943.016,2909.798,2881.501,2855.741,2827.036,2795.951,2763.491,2729.435,2693.193,2654.819,2614.807,2568.473,2513.647,2452.478,2390.767,2329.138,2261.817,2187.092,2108.583,2029.775,1947.755,1879.613,1833.506,1800.918,1765.01,1728.949,1685.825,1630.434,1565.966,1502.532,1440.169,1367.613,1280.927,1185.597,1092.308,1000.448,912.074,829.791,753.98,680.074,606.175,552.065,526.241,519.134,512.797,510.964,502.589,480.404,449.453,422.502,397.534,370.573,341.086,310.173,279.536,248.911,220.325,194.982,172.192,150.022,128.83,109.525,92.36,77.122,62.052,50.006,41.455,32.546,23.196,16.676,13.519,10.923,7.989,4.718,2.903,4.894
Barbados,3.126,3.043,2.996,2.98,2.978,3.026,3.091,3.166,3.25,3.339,3.435,3.523,3.598,3.661,3.725,3.789,3.828,3.832,3.812,3.79,3.759,3.74,3.746,3.766,3.781,3.799,3.796,3.761,3.707,3.657,3.602,3.58,3.613,3.68,3.743,3.816,3.856,3.843,3.799,3.762,3.717,3.713,3.775,3.877,3.97,4.071,4.128,4.109,4.046,3.988,3.918,3.888,3.926,4.004,4.063,4.118,4.138,4.103,4.027,3.952,3.872,3.769,3.64,3.493,3.338,3.173,3.021,2.896,2.788,2.674,2.564,2.438,2.286,2.12,1.96,1.797,1.663,1.569,1.503,1.436,1.375,1.302,1.208,1.101,1.001,0.904,0.815,0.737,0.669,0.598,0.544,0.487,0.413,0.325,0.259,0.222,0.19,0.153,0.111,0.08,0.202
Belarus,93.366,105.777,114.628,120.309,122.321,121.802,119.758,116.51,112.383,107.354,101.398,96.583,93.932,92.722,91.506,90.926,89.709,87.188,84.3,82.215,80.177,81.802,88.837,99.397,109.529,119.642,129.462,138.328,146.152,153.929,161.968,166.129,164.61,159.321,154.01,147.973,142.818,139.736,138.0,135.59,132.798,130.719,129.662,129.263,129.17,129.834,129.229,126.434,122.594,119.13,114.984,114.881,121.065,130.967,140.075,149.664,155.274,154.351,149.115,144.098,138.101,133.253,130.972,129.907,127.942,126.293,120.743,109.234,94.238,79.946,65.107,54.491,50.761,51.573,51.722,52.018,52.379,52.167,51.484,51.327,51.797,50.336,45.866,39.523,33.459,27.167,22.027,18.916,17.143,15.046,13.649,11.842,9.282,6.075,3.634,2.629,2.075,1.438,0.72,0.348,0.375
Belgium,122.223,125.295,127.873,129.989,130.568,132.193,133.398,134.205,134.641,134.834,134.911,134.379,133.056,131.278,129.575,127.856,126.723,126.533,127.07,127.589,128.038,129.45,132.201,135.761,139.297,143.063,145.867,147.059,147.193,147.456,147.585,147.882,148.61,149.559,150.321,151.055,151.414,151.212,150.679,150.218,149.734,149.583,149.975,150.749,151.476,152.176,153.12,154.381,155.819,157.139,158.296,159.443,160.595,161.597,162.345,162.938,162.56,160.819,158.085,155.213,152.146,148.644,144.713,140.508,135.988,130.934,126.833,124.348,122.721,120.861,119.384,115.774,108.79,99.815,91.216,82.224,75.539,72.648,72.151,71.184,70.348,68.628,65.24,60.746,56.604,52.648,48.224,43.194,37.826,32.026,27.169,23.564,19.237,14.186,10.675,9.167,7.569,5.479,2.897,1.553,1.773
Belize,7.891,7.879,7.857,7.829,7.867,7.79,7.722,7.665,7.62,7.582,7.54,7.544,7.614,7.724,7.827,7.932,8.004,8.017,7.989,7.959,7.919,7.859,7.776,7.672,7.556,7.428,7.285,7.125,6.953,6.773,6.585,6.399,6.223,6.052,5.88,5.713,5.534,5.334,5.126,4.924,4.716,4.554,4.46,4.409,4.355,4.308,4.233,4.106,3.945,3.792,3.636,3.493,3.372,3.264,3.151,3.039,2.911,2.756,2.585,2.419,2.254,2.099,1.964,1.842,1.721,1.603,1.491,1.386,1.288,1.195,1.107,1.025,0.944,0.869,0.798,0.73,0.672,0.626,0.588,0.553,0.522,0.488,0.446,0.399,0.356,0.315,0.278,0.246,0.22,0.194,0.177,0.154,0.12,0.074,0.041,0.028,0.022,0.016,0.01,0.006,0.012
Belt-Road Initiative (BRI),72698.341,72594.119,72280.875,71781.118,71322.96,70399.129,69389.702,68313.213,67188.173,66022.667,64824.735,63665.298,62583.884,61567.571,60561.973,59575.643,58677.174,57894.643,57206.058,56546.365,55910.578,55371.94,54954.479,54617.174,54284.751,53960.086,53616.998,53230.839,52801.146,52356.082,51894.773,51331.629,50628.267,49816.868,48981.869,48122.903,47180.808,46139.958,45033.743,43909.468,42755.632,41653.617,40648.182,39706.657,38756.287,37817.215,36871.374,35904.299,34933.414,33975.638,33009.635,32131.796,31386.021,30718.128,30033.041,29353.436,28594.102,27704.177,26722.602,25744.511,24757.183,23734.428,22674.781,21587.987,20494.718,19402.142,18292.582,17163.059,16031.238,14921.719,13834.284,12801.653,11844.173,10954.834,10088.529,9233.096,8505.815,7953.756,7516.118,7099.038,6738.081,6278.931,5640.587,4900.396,4213.812,3546.385,2964.467,2515.612,2163.463,1799.54,1502.875,1273.979,1007.474,705.172,488.95,393.956,320.127,232.95,132.417,76.529,120.122
Belt-Road Initiative: Africa,35718.832,35288.238,34779.463,34201.327,33678.04,32930.851,32156.487,31361.832,30553.779,29734.054,28904.392,28097.477,27330.531,26594.96,25863.973,25141.769,24448.733,23792.007,23165.21,22554.153,21960.86,21385.587,20826.743,20284.26,19756.376,19239.541,18745.64,18279.13,17831.633,17388.925,16952.22,16511.407,16059.479,15598.825,15143.346,14695.585,14223.264,13713.404,13182.06,12658.728,12138.038,11638.645,11173.018,10733.589,10300.007,9875.974,9469.709,9083.16,8714.51,8357.853,8011.81,7685.921,7383.5,7098.771,6822.398,6555.929,6289.75,6018.021,5744.195,5478.001,5218.029,4958.561,4697.9,4437.917,4182.753,3932.238,3685.599,3443.102,3205.476,2973.699,2748.133,2529.601,2318.775,2116.004,1920.822,1733.217,1556.568,1392.489,1239.76,1095.582,960.584,834.506,716.937,608.254,508.689,417.606,337.666,269.996,213.034,157.088,115.048,89.774,66.084,43.286,27.445,20.658,16.242,11.37,6.013,2.758,3.439
Belt-Road Initiative: Asia,29150.142,29340.157,29428.616,29427.118,29475.182,29251.322,28992.22,28707.458,28406.623,28089.917,27757.507,27466.026,27243.88,27072.438,26900.758,26734.358,26603.256,26515.81,26459.942,26407.266,26353.908,26320.345,26310.774,26309.125,26299.092,26288.708,26214.407,26044.374,25806.448,25556.013,25276.869,25002.257,24752.657,24507.286,24233.625,23948.574,23591.432,23132.063,22605.015,22074.697,21527.934,21005.014,20532.439,20092.132,19636.673,19172.096,18720.173,18285.884,17861.13,17431.506,16998.308,16553.57,16091.341,15613.394,15128.014,14634.26,14119.736,13579.312,13017.381,12450.992,11885.752,11285.655,10637.417,9962.431,9297.229,8636.719,8009.859,7435.502,6904.157,6383.94,5876.997,5417.719,5018.694,4665.668,4329.837,4014.649,3713.958,3421.041,3137.162,2872.755,2628.604,2379.543,2114.946,1845.909,1593.905,1354.378,1138.508,953.952,795.254,632.977,503.603,416.303,324.971,228.628,161.509,130.624,106.119,78.116,46.629,27.935,50.015
Belt-Road Initiative: Europe,4215.173,4334.91,4428.354,4497.369,4504.363,4546.632,4567.298,4568.261,4551.413,4522.47,4487.129,4428.289,4340.278,4236.377,4139.133,4048.321,3976.559,3933.83,3919.414,3917.283,3924.291,3990.416,4136.894,4340.744,4546.147,4750.405,4988.357,5267.241,5562.98,5853.069,6152.562,6354.438,6406.45,6358.076,6311.234,6245.751,6193.144,6179.446,6187.597,6173.098,6143.134,6114.533,6090.685,6066.944,6043.804,6031.375,5980.124,5868.736,5725.613,5589.843,5440.854,5372.915,5432.816,5571.659,5694.357,5820.681,5902.917,5907.959,5858.906,5810.311,5749.263,5676.564,5597.407,5505.546,5395.556,5275.722,5108.323,4876.371,4601.196,4328.276,4057.111,3780.231,3501.304,3229.816,2956.084,2663.452,2471.179,2431.724,2484.292,2526.978,2593.791,2557.67,2349.444,2034.152,1743.86,1449.615,1203.312,1043.264,940.38,828.425,730.099,635.49,508.675,353.148,239.449,191.694,155.525,111.421,59.384,32.559,41.302
Belt-Road Initiative: Latin America and the Caribbean,3291.681,3311.567,3328.076,3341.507,3355.478,3361.533,3366.136,3369.51,3371.848,3373.452,3374.615,3375.113,3374.973,3374.674,3374.097,3372.604,3374.608,3382.064,3392.754,3401.407,3407.774,3414.861,3423.211,3430.645,3435.076,3437.656,3429.338,3405.629,3370.551,3333.495,3293.635,3248.558,3198.329,3144.381,3088.432,3030.617,2974.001,2920.448,2869.377,2817.956,2766.328,2719.141,2678.286,2641.907,2605.494,2569.081,2534.894,2503.311,2472.865,2440.936,2407.096,2371.273,2332.851,2290.933,2247.268,2203.945,2146.136,2067.426,1975.473,1883.323,1787.085,1701.469,1634.706,1579.528,1521.511,1464.825,1400.851,1324.272,1240.403,1159.624,1079.537,1005.739,941.955,885.258,828.855,773.959,720.906,669.142,618.829,570.872,525.307,480.348,435.272,390.858,348.691,308.517,270.814,235.975,203.84,171.518,145.531,124.869,101.626,75.754,57.486,48.478,40.189,30.535,19.518,12.797,24.698
Belt-Road Initiative: Pacific,322.513,319.247,316.366,313.797,309.897,308.791,307.561,306.152,304.51,302.774,301.092,298.393,294.222,289.122,284.012,278.591,274.018,270.932,268.738,266.256,263.745,260.731,256.857,252.4,248.06,243.776,239.256,234.465,229.534,224.58,219.487,214.969,211.352,208.3,205.232,202.376,198.967,194.597,189.694,184.989,180.198,176.284,173.754,172.085,170.309,168.689,166.474,163.208,159.296,155.5,151.567,148.117,145.513,143.371,141.004,138.621,135.563,131.459,126.647,121.884,117.054,112.179,107.351,102.565,97.669,92.638,87.95,83.812,80.006,76.18,72.506,68.363,63.445,58.088,52.931,47.819,43.204,39.36,36.075,32.851,29.795,26.864,23.988,21.223,18.667,16.269,14.167,12.425,10.955,9.532,8.594,7.543,6.118,4.356,3.061,2.502,2.052,1.508,0.873,0.48,0.668
Benin,393.528,383.881,374.467,365.272,357.055,348.163,339.466,330.944,322.577,314.386,306.393,298.37,290.213,282.029,273.994,266.041,258.397,251.183,244.273,237.421,230.686,223.917,217.019,210.067,203.257,196.585,189.908,183.189,176.5,169.948,163.502,157.346,151.579,146.124,140.795,135.617,130.625,125.817,121.178,116.704,112.394,108.206,104.118,100.144,96.298,92.554,88.99,85.641,82.452,79.341,76.33,73.304,70.199,67.064,64.02,61.051,58.124,55.238,52.405,49.634,46.92,44.324,41.872,39.541,37.279,35.103,32.965,30.841,28.757,26.746,24.769,22.977,21.438,20.065,18.735,17.508,16.122,14.449,12.623,10.907,9.241,7.77,6.589,5.627,4.709,3.86,3.127,2.509,1.995,1.519,1.169,0.935,0.704,0.475,0.318,0.248,0.197,0.14,0.077,0.034,0.044
Bhutan,13.36,12.935,12.627,12.424,12.214,12.269,12.37,12.508,12.676,12.876,13.11,13.313,13.453,13.556,13.677,13.803,13.949,14.125,14.323,14.504,14.665,14.855,15.094,15.349,15.568,15.759,15.874,15.88,15.794,15.679,15.538,15.275,14.851,14.317,13.76,13.167,12.591,12.073,11.589,11.089,10.591,10.097,9.604,9.125,8.659,8.191,7.808,7.546,7.362,7.183,7.035,6.823,6.501,6.112,5.749,5.384,5.087,4.899,4.78,4.656,4.549,4.394,4.155,3.867,3.598,3.329,3.114,2.983,2.907,2.823,2.744,2.653,2.533,2.393,2.262,2.137,2.0,1.844,1.679,1.517,1.355,1.204,1.072,0.954,0.838,0.728,0.627,0.536,0.455,0.375,0.311,0.263,0.212,0.157,0.119,0.101,0.082,0.063,0.041,0.029,0.06
Black Sea Economic Cooperation (BSEC),4201.506,4339.215,4441.102,4510.395,4552.299,4560.254,4547.42,4516.727,4471.093,4413.667,4347.585,4274.682,4197.456,4119.482,4044.683,3975.7,3916.925,3872.074,3843.42,3827.188,3821.373,3854.876,3940.84,4066.666,4193.888,4314.955,4484.734,4721.742,4992.455,5253.156,5522.558,5693.28,5710.592,5624.82,5542.408,5443.711,5350.731,5285.671,5236.004,5166.216,5082.44,5003.805,4936.001,4873.899,4813.196,4762.557,4686.824,4570.588,4434.965,4306.897,4169.495,4102.397,4144.272,4253.375,4350.071,4451.258,4511.515,4500.506,4439.793,4380.312,4310.707,4230.301,4143.452,4045.621,3933.908,3816.102,3658.102,3444.965,3196.665,2952.768,2710.975,2476.938,2259.304,2060.107,1859.677,1646.302,1514.558,1504.555,1567.82,1625.785,1706.151,1698.421,1543.476,1297.391,1072.769,843.988,660.923,558.738,509.682,455.598,404.683,351.074,275.249,180.269,109.016,79.646,62.91,44.107,23.239,12.301,16.287
Bolivarian Alliance for the Americas (ALBA),901.608,948.997,986.486,1014.976,1045.916,1051.937,1053.887,1052.428,1048.195,1040.893,1030.227,1021.56,1017.418,1015.623,1012.13,1008.559,1000.701,986.32,968.022,950.537,932.755,918.415,909.807,905.176,899.655,893.206,890.041,891.44,895.146,898.317,902.34,899.445,885.72,864.925,845.202,825.541,805.996,787.619,770.553,753.061,734.487,722.249,719.544,722.845,725.491,728.893,729.03,723.259,713.446,703.754,692.883,682.259,672.857,663.383,652.568,641.834,624.435,597.253,564.003,531.051,496.585,467.39,447.314,433.035,417.632,402.781,385.984,365.392,342.646,321.066,299.793,280.395,263.922,249.402,234.931,221.021,206.58,190.924,174.689,159.229,144.308,130.157,117.034,104.82,93.093,81.914,71.65,62.419,54.104,45.927,39.417,34.048,28.045,21.411,16.74,14.339,11.983,9.196,5.973,3.936,7.536
Bolivia (Plurinational State of),237.195,237.304,237.315,237.227,238.049,237.274,236.517,235.771,235.025,234.213,233.266,232.473,231.942,231.489,230.858,230.148,228.807,226.545,223.623,220.6,217.379,214.041,210.686,207.267,203.656,199.909,196.009,191.946,187.767,183.529,179.225,174.962,170.802,166.71,162.589,158.459,154.357,150.292,146.26,142.251,138.277,134.304,130.321,126.346,122.424,118.555,114.739,110.983,107.295,103.673,100.115,96.676,93.382,90.212,87.119,84.108,81.188,78.355,75.609,72.939,70.336,67.842,65.476,63.208,60.977,58.781,56.629,54.518,52.429,50.353,48.299,46.16,43.883,41.511,39.167,36.853,34.471,31.994,29.476,27.003,24.554,22.261,20.194,18.303,16.468,14.718,13.047,11.438,9.908,8.391,7.169,6.173,5.047,3.792,2.902,2.453,2.033,1.541,0.979,0.675,1.333
Bosnia and Herzegovina,24.659,26.352,27.907,29.322,29.357,31.184,32.742,34.034,35.056,35.974,36.949,37.158,36.275,34.789,33.282,31.356,31.016,33.23,36.957,40.407,44.202,46.211,45.279,42.543,40.2,37.695,36.377,37.102,39.136,40.824,42.415,43.984,45.376,46.579,47.859,49.306,49.888,49.165,47.63,46.167,44.545,43.521,43.54,44.229,44.818,45.528,45.968,45.886,45.543,45.291,44.876,45.308,47.069,49.577,51.888,54.328,55.599,55.006,53.204,51.438,49.333,47.83,47.484,47.75,47.679,47.637,46.465,43.545,39.538,35.714,31.814,28.505,26.245,24.721,23.028,21.19,19.987,19.664,19.84,20.041,20.549,19.923,17.457,13.884,10.567,7.153,4.638,3.631,3.61,3.711,3.519,3.15,2.536,1.729,1.138,0.899,0.728,0.515,0.262,0.133,0.15
Botswana,53.845,54.348,54.6,54.622,54.686,54.18,53.551,52.82,52.008,51.112,50.134,49.195,48.359,47.581,46.787,46.028,45.174,44.167,43.094,42.065,41.013,40.265,39.982,39.994,39.988,40.042,39.93,39.51,38.901,38.321,37.685,37.203,36.988,36.904,36.723,36.514,36.019,35.095,33.868,32.632,31.353,29.979,28.518,27.002,25.469,23.932,22.427,20.98,19.605,18.272,16.965,15.887,15.128,14.6,14.101,13.646,13.281,12.999,12.769,12.571,12.417,12.14,11.658,11.039,10.445,9.857,9.238,8.589,7.929,7.263,6.578,5.983,5.528,5.164,4.802,4.47,4.09,3.616,3.094,2.61,2.142,1.749,1.467,1.266,1.075,0.904,0.754,0.612,0.481,0.364,0.283,0.228,0.169,0.107,0.062,0.042,0.033,0.022,0.01,0.004,0.002
Brazil,2912.645,2911.289,2909.842,2908.91,2929.264,2921.025,2917.2,2918.307,2924.864,2934.834,2946.178,2972.203,3018.543,3078.043,3136.622,3195.54,3251.605,3301.29,3344.786,3388.265,3433.442,3459.511,3457.671,3437.884,3418.276,3394.45,3380.617,3385.437,3402.065,3412.047,3415.537,3426.511,3448.932,3475.244,3496.591,3517.93,3510.603,3460.455,3381.348,3303.033,3221.635,3138.838,3059.15,2982.451,2902.292,2817.78,2749.317,2705.728,2678.099,2647.627,2616.799,2583.56,2544.575,2500.301,2456.124,2412.892,2355.472,2277.478,2185.839,2093.568,1997.708,1906.695,1825.931,1751.319,1673.981,1596.439,1515.703,1429.64,1340.707,1254.062,1169.353,1086.55,1006.379,929.3,854.003,779.494,714.465,662.71,619.954,578.882,541.861,500.461,450.034,394.932,343.853,294.689,251.689,217.723,190.37,162.773,141.993,122.419,98.983,71.932,52.603,43.565,35.696,26.627,16.36,10.584,18.733
Brunei Darussalam,5.737,6.243,6.609,6.849,7.212,7.105,6.964,6.802,6.633,6.446,6.23,6.121,6.182,6.352,6.507,6.669,6.807,6.89,6.935,6.999,7.083,7.116,7.07,6.981,6.897,6.794,6.784,6.922,7.152,7.358,7.565,7.719,7.782,7.781,7.783,7.779,7.74,7.657,7.543,7.415,7.269,7.129,7.011,6.905,6.782,6.649,6.507,6.353,6.189,6.02,5.848,5.655,5.431,5.188,4.942,4.687,4.452,4.253,4.074,3.89,3.707,3.505,3.272,3.019,2.774,2.535,2.3,2.069,1.848,1.634,1.426,1.244,1.097,0.979,0.867,0.764,0.682,0.622,0.579,0.545,0.52,0.487,0.434,0.369,0.313,0.26,0.214,0.176,0.146,0.114,0.089,0.072,0.055,0.038,0.027,0.022,0.018,0.012,0.007,0.003,0.005
Bulgaria,63.132,62.706,62.897,63.59,62.218,65.029,67.649,69.992,71.971,73.792,75.661,76.03,74.228,71.045,68.047,65.051,62.461,60.68,59.619,58.611,57.586,58.14,60.935,65.244,69.527,73.91,78.395,82.768,86.922,91.213,95.872,98.723,98.816,97.201,95.68,93.648,93.227,95.575,99.582,103.011,106.349,108.656,109.253,108.65,108.178,107.735,106.603,104.609,102.1,99.535,96.752,94.758,94.074,94.261,94.318,94.411,94.547,94.621,94.654,94.76,94.905,94.939,94.798,94.505,94.004,93.127,92.527,92.465,92.521,92.263,92.081,89.961,84.953,78.112,71.37,64.26,58.234,54.18,51.393,48.276,45.148,41.92,38.388,34.69,31.235,28.026,24.654,20.982,17.216,13.182,9.793,7.884,6.023,4.154,2.805,2.148,1.699,1.162,0.536,0.232,0.158
Burkina Faso,716.583,698.32,680.924,664.283,648.151,633.41,618.89,604.49,590.107,575.872,561.914,546.967,530.465,513.002,495.774,478.582,461.816,445.799,430.371,415.052,399.956,385.303,371.166,357.517,344.259,331.397,319.087,307.393,296.254,285.457,274.935,265.105,256.115,247.715,239.532,231.675,223.538,214.796,205.711,196.948,188.457,179.943,171.353,162.837,154.522,146.293,138.904,132.718,127.366,122.138,117.198,112.136,106.686,101.056,95.708,90.531,85.627,81.087,76.823,72.667,68.67,64.697,60.668,56.66,52.812,49.078,45.585,42.405,39.464,36.616,33.885,31.231,28.616,26.057,23.63,21.348,19.071,16.751,14.454,12.296,10.245,8.431,6.925,5.669,4.516,3.477,2.62,1.964,1.47,1.043,0.759,0.568,0.397,0.242,0.135,0.096,0.073,0.049,0.022,0.006,0.001
Burundi,416.768,411.728,405.082,397.005,388.114,377.375,365.883,353.79,341.248,328.415,315.451,302.478,289.636,277.096,264.888,253.003,242.391,233.527,226.094,219.015,212.17,207.112,204.395,203.184,202.017,201.101,199.389,196.184,191.833,187.532,183.217,177.524,169.947,161.068,152.102,142.957,133.664,124.413,115.288,106.242,97.352,89.128,81.844,75.408,69.306,63.468,59.022,56.423,55.126,54.097,53.512,52.826,51.653,50.206,49.035,47.973,46.975,46.054,45.122,44.121,43.113,41.624,39.428,36.744,34.096,31.468,28.655,25.637,22.551,19.503,16.41,13.937,12.406,11.518,10.646,9.912,9.157,8.237,7.243,6.404,5.678,4.987,4.314,3.673,3.087,2.552,2.078,1.673,1.329,0.989,0.728,0.568,0.419,0.277,0.178,0.135,0.105,0.073,0.036,0.016,0.016
Cabo Verde,10.245,10.409,10.529,10.609,10.787,10.729,10.659,10.58,10.493,10.397,10.291,10.2,10.139,10.095,10.056,10.041,9.973,9.817,9.618,9.437,9.239,9.192,9.379,9.714,10.016,10.322,10.553,10.655,10.66,10.663,10.652,10.563,10.374,10.109,9.824,9.518,9.17,8.772,8.347,7.916,7.472,7.078,6.765,6.513,6.262,6.019,5.805,5.619,5.458,5.305,5.15,5.029,4.956,4.904,4.85,4.814,4.685,4.412,4.049,3.696,3.324,3.02,2.837,2.726,2.605,2.504,2.335,2.049,1.702,1.383,1.062,0.843,0.783,0.827,0.862,0.909,0.946,0.947,0.927,0.921,0.924,0.902,0.841,0.755,0.671,0.584,0.5,0.421,0.348,0.264,0.192,0.151,0.11,0.069,0.037,0.024,0.019,0.013,0.007,0.004,0.005
Cambodia,353.263,356.439,358.12,358.435,354.189,353.762,352.085,349.276,345.458,341.133,336.804,330.683,322.127,312.404,303.007,293.144,287.508,288.43,293.671,298.014,301.73,306.474,312.289,318.077,324.555,333.822,332.914,316.169,290.476,264.883,233.377,222.17,243.868,284.23,320.616,362.61,373.504,334.369,264.845,201.194,133.385,90.549,89.951,116.223,137.115,159.533,174.222,173.481,163.077,156.293,150.25,145.456,143.417,142.82,141.225,139.571,135.432,127.497,117.27,107.29,96.731,88.628,84.645,83.23,81.331,79.763,76.719,71.061,63.83,57.161,50.568,44.88,40.706,37.558,34.348,31.305,28.308,25.191,22.079,19.249,16.629,14.284,12.271,10.529,8.938,7.522,6.227,5.017,3.913,2.837,2.015,1.554,1.131,0.73,0.466,0.359,0.281,0.193,0.095,0.042,0.037
Cameroon,842.074,826.949,811.679,796.248,781.59,765.822,749.831,733.595,717.093,700.446,683.772,666.341,647.851,628.702,609.791,591.161,572.46,553.678,535.131,516.941,498.829,482.896,470.119,459.497,448.943,438.745,428.578,418.027,407.19,396.636,386.324,375.209,362.851,349.643,336.554,323.555,310.149,296.242,282.125,268.162,254.249,241.252,229.632,219.041,208.646,198.584,188.995,179.853,171.132,162.818,154.895,147.284,139.935,132.856,126.109,119.682,113.469,107.427,101.588,95.987,90.562,85.537,81.008,76.833,72.797,68.961,65.017,60.793,56.432,52.254,48.201,44.283,40.536,36.947,33.47,30.119,26.92,23.88,21.003,18.29,15.745,13.379,11.199,9.207,7.383,5.709,4.314,3.248,2.446,1.681,1.146,0.836,0.573,0.345,0.178,0.114,0.086,0.057,0.025,0.006,0.004
