499995.0,499995.0,499995.0,499995.0,499995.0,499995.0,499995.0,499993.0,499992.0,499992.0,499991.0,499990.0,499988.0,499986.0,499986.0,499985.0,499982.0,499981.0,499980.0,499979.0,499979.0,499977.0,499975.0,499972.0,499970.0,499966.0,499958.0,499953.0,499943.0,499936.0,499921.0,499907.0,499900.0,499888.0,499877.0,499858.0,499844.0,499826.0,499801.0,499772.0,499738.0,499692.0,499650.0,499596.0,499531.0,499468.0,499435.0,499400.0,499376.0,499349.0,499330.0,499313.0,499288.0,499272.0,499258.0,499249.0,499238.0,499237.0,499231.0,499227.0,499220.0,499215.0,499210.0,499205.0,499201.0,499199.0,499196.0,499192.0,499190.0,499187.0,499184.0,499184.0,499183.0,499182.0,499181.0,499178.0,499177.0,499177.0,499176.0,499175.0
499995.0,499995.0,499994.0,499992.0,499991.0,499991.0,499988.0,499987.0,499987.0,499985.0,499984.0,499982.0,499978.0,499977.0,499977.0,499976.0,499974.0,499970.0,499966.0,499962.0,499954.0,499947.0,499940.0,499930.0,499918.0,499904.0,499891.0,499877.0,499864.0,499853.0,499839.0,499818.0,499802.0,499776.0,499753.0,499724.0,499691.0,499660.0,499622.0,499570.0,499528.0,499479.0,499415.0,499349.0,499289.0,499198.0,499164.0,499131.0,499097.0,499067.0,499036.0,499007.0,498982.0,498966.0,498955.0,498946.0,498928.0,498919.0,498902.0,498895.0,498889.0,498879.0,498871.0,498865.0,498861.0,498858.0,498854.0,498852.0,498851.0,498848.0,498848.0,498845.0,498844.0,498844.0,498843.0,498843.0,498842.0,498842.0,498840.0,498838.0
499995.0,499994.0,499994.0,499993.0,499991.0,499991.0,499989.0,499988.0,499986.0,499981.0,499981.0,499979.0,499975.0,499973.0,499972.0,499966.0,499962.0,499958.0,499951.0,499943.0,499936.0,499930.0,499921.0,499909.0,499896.0,499880.0,499863.0,499840.0,499823.0,499802.0,499768.0,499734.0,499709.0,499680.0,499639.0,499602.0,499571.0,499524.0,499458.0,499394.0,499327.0,499257.0,499165.0,499064.0,498949.0,498827.0,498778.0,498729.0,498671.0,498633.0,498605.0,498557.0,498530.0,498498.0,498469.0,498446.0,498432.0,498417.0,498403.0,498384.0,498368.0,498361.0,498351.0,498349.0,498342.0,498337.0,498328.0,498323.0,498320.0,498319.0,498317.0,498315.0,498312.0,498311.0,498310.0,498305.0,498305.0,498305.0,498305.0,498305.0
499995.0,499995.0,499994.0,499992.0,499989.0,499988.0,499984.0,499981.0,499976.0,499971.0,499969.0,499962.0,499957.0,499949.0,499938.0,499924.0,499913.0,499902.0,499886.0,499874.0,499848.0,499823.0,499797.0,499773.0,499741.0,499696.0,499648.0,499599.0,499537.0,499474.0,499390.0,499313.0,499231.0,499135.0,499025.0,498917.0,498772.0,498597.0,498415.0,498202.0,497965.0,497707.0,497399.0,497063.0,496702.0,496260.0,496108.0,495945.0,495808.0,495679.0,495572.0,495437.0,495315.0,495204.0,495121.0,495046.0,494968.0,494906.0,494850.0,494800.0,494750.0,494715.0,494682.0,494642.0,494613.0,494587.0,494562.0,494531.0,494520.0,494506.0,494489.0,494479.0,494460.0,494451.0,494441.0,494433.0,494427.0,494424.0,494418.0,494413.0
499995.0,499995.0,499993.0,499992.0,499991.0,499990.0,499988.0,499987.0,499986.0,499984.0,499984.0,499983.0,499980.0,499980.0,499978.0,499977.0,499976.0,499975.0,499973.0,499970.0,499968.0,499966.0,499960.0,499955.0,499951.0,499948.0,499946.0,499939.0,499937.0,499932.0,499923.0,499916.0,499901.0,499885.0,499869.0,499858.0,499835.0,499812.0,499797.0,499784.0,499757.0,499728.0,499681.0,499635.0,499585.0,499527.0,499508.0,499492.0,499477.0,499463.0,499452.0,499443.0,499434.0,499424.0,499412.0,499406.0,499403.0,499399.0,499398.0,499394.0,499392.0,499385.0,499381.0,499380.0,499380.0,499380.0,499378.0,499376.0,499375.0,499375.0,499372.0,499371.0,499370.0,499368.0,499367.0,499367.0,499367.0,499365.0,499364.0,499363.0
499995.0,499995.0,499994.0,499993.0,499990.0,499986.0,499983.0,499983.0,499982.0,499981.0,499976.0,499973.0,499972.0,499970.0,499965.0,499963.0,499958.0,499955.0,499952.0,499949.0,499946.0,499944.0,499939.0,499935.0,499930.0,499923.0,499916.0,499910.0,499905.0,499894.0,499884.0,499869.0,499858.0,499848.0,499840.0,499818.0,499791.0,499770.0,499745.0,499718.0,499688.0,499657.0,499619.0,499577.0,499532.0,499486.0,499467.0,499448.0,499430.0,499422.0,499409.0,499396.0,499379.0,499365.0,499352.0,499341.0,499329.0,499324.0,499319.0,499314.0,499311.0,499308.0,499300.0,499296.0,499295.0,499293.0,499291.0,499291.0,499288.0,499287.0,499284.0,499284.0,499283.0,499282.0,499281.0,499281.0,499281.0,499281.0,499281.0,499281.0
499995.0,499995.0,499995.0,499995.0,499995.0,499995.0,499994.0,499994.0,499994.0,499994.0,499993.0,499993.0,499993.0,499993.0,499992.0,499991.0,499991.0,499990.0,499989.0,499987.0,499985.0,499985.0,499983.0,499983.0,499981.0,499979.0,499975.0,499974.0,499970.0,499969.0,499968.0,499968.0,499963.0,499961.0,499958.0,499954.0,499952.0,499948.0,499941.0,499932.0,499924.0,499914.0,499907.0,499897.0,499884.0,499864.0,499854.0,499848.0,499837.0,499835.0,499829.0,499824.0,499823.0,499821.0,499816.0,499811.0,499808.0,499807.0,499804.0,499802.0,499802.0,499801.0,499801.0,499801.0,499800.0,499800.0,499800.0,499798.0,499798.0,499798.0,499798.0,499798.0,499798.0,499798.0,499798.0,499798.0,499798.0,499798.0,499798.0,499798.0
499995.0,499994.0,499994.0,499994.0,499993.0,499991.0,499991.0,499987.0,499986.0,499986.0,499983.0,499981.0,499978.0,499968.0,499961.0,499959.0,499953.0,499944.0,499938.0,499930.0,499920.0,499909.0,499894.0,499878.0,499859.0,499841.0,499816.0,499788.0,499753.0,499722.0,499674.0,499629.0,499577.0,499525.0,499454.0,499368.0,499293.0,499190.0,499069.0,498941.0,498793.0,498602.0,498408.0,498207.0,497966.0,497720.0,497617.0,497522.0,497431.0,497347.0,497262.0,497173.0,497106.0,497046.0,497005.0,496969.0,496924.0,496887.0,496852.0,496829.0,496803.0,496774.0,496753.0,496734.0,496724.0,496708.0,496692.0,496679.0,496673.0,496668.0,496662.0,496656.0,496648.0,496644.0,496640.0,496635.0,496632.0,496630.0,496628.0,496626.0
499995.0,499995.0,499994.0,499993.0,499993.0,499991.0,499990.0,499986.0,499985.0,499984.0,499983.0,499982.0,499981.0,499980.0,499977.0,499977.0,499976.0,499975.0,499972.0,499968.0,499966.0,499961.0,499958.0,499953.0,499946.0,499936.0,499928.0,499915.0,499895.0,499879.0,499858.0,499834.0,499809.0,499791.0,499771.0,499751.0,499716.0,499687.0,499648.0,499590.0,499543.0,499476.0,499399.0,499321.0,499245.0,499157.0,499117.0,499084.0,499056.0,499031.0,499003.0,498979.0,498965.0,498941.0,498922.0,498896.0,498877.0,498868.0,498861.0,498856.0,498845.0,498832.0,498823.0,498816.0,498808.0,498800.0,498795.0,498791.0,498787.0,498785.0,498783.0,498781.0,498778.0,498776.0,498773.0,498772.0,498771.0,498769.0,498766.0,498766.0
499995.0,499994.0,499994.0,499993.0,499991.0,499991.0,499990.0,499990.0,499988.0,499988.0,499988.0,499986.0,499986.0,499985.0,499982.0,499981.0,499979.0,499977.0,499974.0,499970.0,499966.0,499960.0,499953.0,499942.0,499932.0,499922.0,499912.0,499900.0,499885.0,499866.0,499850.0,499836.0,499808.0,499782.0,499749.0,499713.0,499673.0,499624.0,499580.0,499528.0,499473.0,499408.0,499335.0,499253.0,499154.0,499063.0,499022.0,498979.0,498927.0,498894.0,498869.0,498842.0,498817.0,498796.0,498780.0,498764.0,498744.0,498729.0,498712.0,498700.0,498690.0,498681.0,498672.0,498663.0,498654.0,498648.0,498645.0,498639.0,498636.0,498635.0,498633.0,498630.0,498625.0,498620.0,498617.0,498617.0,498614.0,498611.0,498611.0,498610.0
