5.0,5.0,5.0,4.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,3.0,5.0,4.0,4.0,5.0,5.0,4.0,6.0,8.0,7.0,5.0,5.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,5.0,6.0,7.0,8.0,7.0,7.0,7.0,8.0,7.0,11.0,13.0,12.0,14.0,15.0,14.0,15.0,17.0,15.0,17.0,20.0,23.0,22.0,24.0,32.0,36.0,41.0,37.0,43.0,45.0,42.0,42.0,49.0,61.0,73.0,85.0,100.0,128.0,133.0,141.0,146.0,172.0,189.0,216.0,256.0,279.0,294.0,316.0,358.0,403.0,430.0,458.0,471.0,494.0,563.0,614.0,687.0,730.0,807.0,767.0,706.0,610.0,538.0,464.0,393.0,364.0,320.0,285.0,261.0,229.0,204.0,173.0,147.0,126.0,112.0,93.0,84.0,78.0,71.0,69.0,59.0,51.0,35.0,35.0,34.0,30.0,29.0,22.0,22.0,22.0,19.0,22.0,21.0
5.0,6.0,6.0,5.0,4.0,2.0,3.0,3.0,1.0,1.0,0.0,1.0,2.0,3.0,4.0,4.0,2.0,1.0,1.0,3.0,3.0,4.0,4.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,3.0,3.0,2.0,2.0,1.0,2.0,1.0,3.0,6.0,6.0,8.0,6.0,9.0,8.0,9.0,9.0,9.0,8.0,9.0,7.0,8.0,6.0,6.0,8.0,8.0,8.0,6.0,6.0,6.0,1.0,1.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,5.0,5.0,7.0,9.0,9.0,11.0,14.0,15.0,14.0,14.0,11.0,12.0,15.0,16.0,20.0,21.0,27.0,30.0,30.0,34.0,37.0,41.0,37.0,44.0,57.0,67.0,70.0,71.0,86.0,88.0,107.0,124.0,126.0,142.0,159.0,189.0,212.0,238.0,259.0,280.0,306.0,310.0,324.0,341.0,369.0,405.0,457.0,510.0,554.0,572.0,615.0,657.0,714.0,767.0,824.0,921.0,1043.0,1142.0,1079.0,1018.0,886.0,777.0,700.0,615.0,559.0,503.0,457.0,407.0,362.0,311.0,264.0,242.0,212.0,184.0,153.0,136.0,114.0,107.0,93.0,86.0,74.0,64.0,53.0,44.0,37.0,34.0,27.0,21.0,20.0,20.0,17.0,15.0
5.0,5.0,7.0,5.0,6.0,5.0,6.0,6.0,8.0,10.0,8.0,6.0,6.0,8.0,8.0,7.0,6.0,5.0,5.0,6.0,4.0,5.0,7.0,5.0,7.0,8.0,10.0,12.0,12.0,12.0,13.0,12.0,17.0,17.0,18.0,17.0,24.0,29.0,34.0,37.0,37.0,37.0,38.0,41.0,44.0,45.0,58.0,55.0,60.0,66.0,71.0,75.0,90.0,101.0,119.0,144.0,167.0,172.0,193.0,183.0,170.0,148.0,135.0,113.0,95.0,90.0,71.0,61.0,49.0,45.0,45.0,45.0,42.0,36.0,33.0,33.0,30.0,31.0,27.0,26.0,25.0,22.0,22.0,21.0,20.0,14.0,13.0,12.0,8.0,4.0,3.0,5.0,6.0
5.0,5.0,5.0,6.0,8.0,12.0,15.0,17.0,20.0,19.0,19.0,20.0,20.0,19.0,22.0,24.0,19.0,21.0,23.0,25.0,28.0,29.0,34.0,40.0,52.0,57.0,60.0,61.0,62.0,65.0,65.0,68.0,69.0,74.0,74.0,81.0,83.0,95.0,104.0,106.0,123.0,132.0,140.0,140.0,147.0,149.0,171.0,193.0,209.0,239.0,262.0,261.0,268.0,293.0,321.0,355.0,383.0,423.0,461.0,436.0,391.0,349.0,309.0,276.0,241.0,211.0,199.0,187.0,163.0,151.0,131.0,102.0,91.0,81.0,73.0,65.0,59.0,45.0,36.0,33.0,27.0,21.0,18.0,14.0,16.0,13.0,12.0,10.0,9.0,5.0,6.0,5.0,2.0
5.0,5.0,5.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,5.0,6.0,5.0,7.0,9.0,8.0,8.0,10.0,11.0,11.0,14.0,16.0,18.0,17.0,19.0,19.0,22.0,24.0,28.0,35.0,48.0,59.0,61.0,60.0,64.0,71.0,74.0,78.0,83.0,90.0,107.0,106.0,109.0,123.0,143.0,163.0,176.0,192.0,207.0,232.0,217.0,200.0,188.0,164.0,145.0,121.0,109.0,92.0,82.0,77.0,66.0,61.0,57.0,53.0,46.0,35.0,37.0,26.0,24.0,21.0,20.0,20.0,13.0,9.0,7.0,5.0,5.0,6.0,5.0,4.0,4.0,2.0,4.0,5.0
5.0,5.0,6.0,6.0,4.0,5.0,4.0,3.0,4.0,3.0,2.0,1.0,1.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,6.0,7.0,6.0,8.0,8.0,8.0,10.0,12.0,14.0,18.0,17.0,16.0,20.0,24.0,24.0,20.0,21.0,26.0,20.0,18.0,15.0,15.0,12.0,11.0,10.0,6.0,7.0,4.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
5.0,5.0,5.0,4.0,3.0,1.0,1.0,2.0,3.0,2.0,3.0,4.0,5.0,3.0,5.0,5.0,5.0,5.0,6.0,7.0,3.0,4.0,7.0,8.0,9.0,8.0,8.0,8.0,7.0,4.0,6.0,8.0,7.0,8.0,7.0,7.0,5.0,7.0,6.0,7.0,7.0,7.0,8.0,5.0,5.0,4.0,3.0,4.0,4.0,5.0,2.0,3.0,5.0,9.0,9.0,8.0,12.0,13.0,10.0,8.0,7.0,4.0,5.0,4.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
5.0,6.0,6.0,7.0,8.0,6.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,5.0,4.0,4.0,3.0,4.0,7.0,9.0,11.0,13.0,17.0,16.0,16.0,14.0,17.0,24.0,30.0,33.0,34.0,31.0,35.0,34.0,40.0,35.0,39.0,44.0,49.0,56.0,61.0,61.0,57.0,59.0,64.0,69.0,75.0,89.0,101.0,121.0,138.0,157.0,163.0,183.0,196.0,228.0,237.0,263.0,313.0,284.0,274.0,235.0,210.0,200.0,173.0,161.0,144.0,115.0,105.0,95.0,85.0,68.0,66.0,60.0,52.0,49.0,46.0,39.0,34.0,35.0,28.0,27.0,17.0,16.0,16.0,13.0,9.0,7.0,6.0,8.0,7.0,8.0,9.0
