0.0,0.0,0.0,1.0,3.0,3.0,4.0,4.0,5.0,5.0,6.0,6.0,6.0,6.0,5.0,4.0,4.0,5.0,6.0,8.0,8.0,8.0,9.0,9.0,13.0,16.0,15.0,14.0,14.0,14.0,16.0,15.0,16.0,19.0,21.0,22.0,22.0,23.0,30.0,39.0,40.0,42.0,50.0,59.0,63.0,77.0,79.0,85.0,99.0,109.0,119.0,133.0,152.0,167.0,176.0,180.0,184.0,173.0,180.0,185.0,181.0,180.0,175.0,166.0,161.0,159.0,159.0,157.0,153.0,142.0,132.0,127.0,121.0,116.0,115.0,105.0,101.0,92.0,89.0,79.0,75.0,72.0,71.0,70.0
0.0,0.0,0.0,1.0,1.0,2.0,5.0,5.0,5.0,6.0,6.0,7.0,11.0,11.0,12.0,13.0,13.0,13.0,14.0,17.0,19.0,20.0,21.0,26.0,29.0,29.0,34.0,34.0,36.0,42.0,53.0,61.0,73.0,76.0,89.0,102.0,116.0,128.0,141.0,157.0,178.0,196.0,207.0,234.0,261.0,278.0,313.0,367.0,413.0,452.0,505.0,544.0,611.0,659.0,690.0,709.0,731.0,740.0,740.0,723.0,724.0,711.0,681.0,672.0,651.0,617.0,597.0,574.0,565.0,545.0,526.0,488.0,468.0,440.0,422.0,400.0,390.0,367.0,345.0,338.0,322.0,298.0,277.0,262.0
0.0,0.0,0.0,1.0,3.0,4.0,4.0,3.0,4.0,6.0,5.0,6.0,7.0,9.0,8.0,11.0,13.0,12.0,16.0,16.0,20.0,24.0,25.0,26.0,33.0,39.0,49.0,57.0,67.0,68.0,82.0,105.0,116.0,126.0,131.0,152.0,175.0,193.0,211.0,237.0,280.0,319.0,339.0,382.0,421.0,453.0,518.0,577.0,640.0,727.0,803.0,899.0,993.0,1068.0,1131.0,1134.0,1176.0,1186.0,1168.0,1161.0,1138.0,1136.0,1120.0,1095.0,1071.0,1055.0,1028.0,994.0,959.0,918.0,885.0,836.0,793.0,750.0,721.0,688.0,657.0,638.0,611.0,589.0,565.0,537.0,510.0,497.0
0.0,0.0,1.0,1.0,2.0,3.0,5.0,4.0,7.0,9.0,12.0,14.0,13.0,14.0,18.0,22.0,26.0,30.0,34.0,40.0,49.0,57.0,65.0,75.0,92.0,103.0,115.0,126.0,145.0,154.0,175.0,211.0,244.0,276.0,306.0,344.0,406.0,438.0,498.0,548.0,613.0,691.0,773.0,889.0,994.0,1119.0,1246.0,1396.0,1557.0,1756.0,1946.0,2149.0,2399.0,2626.0,2830.0,2918.0,2999.0,3045.0,3024.0,2986.0,2960.0,2913.0,2837.0,2767.0,2657.0,2589.0,2523.0,2416.0,2328.0,2244.0,2158.0,2047.0,1961.0,1881.0,1770.0,1721.0,1639.0,1549.0,1483.0,1408.0,1346.0,1272.0,1207.0,1151.0
0.0,0.0,0.0,3.0,3.0,5.0,5.0,6.0,6.0,6.0,8.0,9.0,9.0,9.0,9.0,9.0,11.0,11.0,12.0,16.0,18.0,18.0,18.0,16.0,19.0,20.0,21.0,23.0,24.0,26.0,29.0,32.0,37.0,43.0,52.0,58.0,68.0,71.0,78.0,93.0,103.0,124.0,146.0,164.0,186.0,209.0,240.0,264.0,302.0,322.0,354.0,394.0,414.0,463.0,482.0,503.0,528.0,537.0,521.0,521.0,515.0,494.0,479.0,480.0,462.0,438.0,426.0,401.0,382.0,356.0,334.0,326.0,312.0,299.0,286.0,270.0,247.0,236.0,216.0,208.0,193.0,186.0,181.0,178.0
0.0,0.0,1.0,1.0,2.0,3.0,6.0,6.0,7.0,10.0,9.0,11.0,14.0,15.0,15.0,18.0,20.0,22.0,24.0,23.0,24.0,32.0,39.0,43.0,47.0,48.0,56.0,64.0,66.0,74.0,84.0,96.0,106.0,126.0,144.0,171.0,176.0,206.0,227.0,250.0,276.0,315.0,347.0,404.0,451.0,513.0,547.0,623.0,691.0,781.0,862.0,938.0,1035.0,1114.0,1173.0,1219.0,1253.0,1267.0,1256.0,1229.0,1211.0,1199.0,1165.0,1142.0,1111.0,1093.0,1047.0,1017.0,996.0,949.0,906.0,860.0,826.0,789.0,745.0,697.0,656.0,615.0,578.0,557.0,529.0,505.0,492.0,474.0
0.0,0.0,0.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,6.0,7.0,6.0,5.0,7.0,7.0,9.0,12.0,12.0,13.0,12.0,14.0,15.0,16.0,12.0,14.0,18.0,18.0,20.0,27.0,29.0,35.0,40.0,43.0,49.0,60.0,63.0,69.0,75.0,85.0,102.0,108.0,109.0,127.0,130.0,138.0,148.0,144.0,148.0,150.0,143.0,147.0,143.0,139.0,137.0,137.0,132.0,126.0,124.0,118.0,105.0,100.0,100.0,92.0,91.0,84.0,81.0,78.0,71.0,70.0,65.0,64.0,59.0,56.0
0.0,0.0,0.0,0.0,2.0,1.0,4.0,4.0,3.0,4.0,5.0,6.0,8.0,9.0,12.0,15.0,18.0,20.0,22.0,24.0,23.0,25.0,29.0,34.0,38.0,42.0,45.0,57.0,56.0,62.0,66.0,78.0,84.0,86.0,99.0,107.0,112.0,123.0,135.0,161.0,177.0,202.0,213.0,238.0,251.0,284.0,314.0,351.0,385.0,441.0,502.0,568.0,647.0,720.0,772.0,783.0,800.0,795.0,805.0,801.0,783.0,779.0,756.0,736.0,714.0,702.0,692.0,667.0,635.0,614.0,588.0,567.0,546.0,517.0,490.0,470.0,444.0,421.0,404.0,378.0,360.0,335.0,320.0,306.0
0.0,0.0,0.0,1.0,2.0,4.0,4.0,3.0,2.0,4.0,3.0,3.0,4.0,8.0,8.0,11.0,11.0,12.0,13.0,14.0,14.0,17.0,19.0,17.0,17.0,16.0,19.0,24.0,28.0,30.0,29.0,29.0,38.0,40.0,48.0,55.0,57.0,66.0,70.0,82.0,90.0,97.0,105.0,115.0,127.0,132.0,148.0,165.0,195.0,220.0,246.0,289.0,323.0,352.0,364.0,377.0,389.0,393.0,396.0,394.0,379.0,369.0,362.0,362.0,357.0,345.0,348.0,340.0,325.0,302.0,283.0,268.0,253.0,244.0,235.0,232.0,224.0,209.0,198.0,183.0,178.0,164.0,156.0,151.0
0.0,0.0,0.0,0.0,1.0,3.0,4.0,3.0,3.0,3.0,4.0,5.0,5.0,4.0,5.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
0.0,0.0,0.0,2.0,2.0,4.0,8.0,8.0,8.0,10.0,9.0,12.0,11.0,12.0,16.0,19.0,22.0,23.0,27.0,30.0,33.0,38.0,39.0,45.0,53.0,58.0,64.0,67.0,71.0,77.0,83.0,82.0,90.0,103.0,115.0,126.0,140.0,142.0,155.0,178.0,195.0,210.0,243.0,278.0,308.0,325.0,347.0,397.0,442.0,495.0,555.0,622.0,697.0,757.0,817.0,855.0,856.0,861.0,849.0,848.0,836.0,829.0,802.0,787.0,775.0,738.0,706.0,683.0,648.0,624.0,600.0,559.0,539.0,512.0,505.0,476.0,452.0,433.0,420.0,404.0,374.0,356.0,340.0,330.0
0.0,0.0,0.0,0.0,2.0,3.0,5.0,7.0,7.0,6.0,7.0,9.0,8.0,11.0,12.0,13.0,12.0,15.0,13.0,13.0,15.0,14.0,14.0,17.0,21.0,25.0,30.0,29.0,32.0,37.0,37.0,46.0,54.0,58.0,64.0,69.0,80.0,89.0,111.0,120.0,126.0,151.0,180.0,205.0,231.0,261.0,288.0,322.0,378.0,414.0,466.0,513.0,588.0,667.0,697.0,728.0,759.0,767.0,768.0,754.0,754.0,726.0,722.0,708.0,694.0,679.0,646.0,606.0,586.0,550.0,535.0,519.0,485.0,470.0,453.0,433.0,408.0,392.0,365.0,342.0,327.0,322.0,310.0,300.0
0.0,0.0,0.0,3.0,3.0,3.0,5.0,5.0,6.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,8.0,9.0,9.0,8.0,11.0,10.0,10.0,14.0,16.0,17.0,18.0,17.0,16.0,18.0,18.0,20.0,22.0,28.0,35.0,38.0,38.0,44.0,46.0,45.0,44.0,43.0,42.0,40.0,43.0,39.0,39.0,37.0,38.0,35.0,35.0,32.0,31.0,31.0,30.0,27.0,27.0,25.0,25.0,24.0,23.0,20.0,20.0,20.0,19.0,17.0
0.0,0.0,0.0,2.0,2.0,3.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0,3.0,3.0,5.0,6.0,10.0,11.0,11.0,10.0,13.0,16.0,21.0,20.0,28.0,29.0,33.0,36.0,43.0,51.0,57.0,71.0,79.0,81.0,95.0,100.0,106.0,127.0,135.0,147.0,171.0,189.0,219.0,230.0,247.0,277.0,305.0,345.0,392.0,436.0,496.0,559.0,595.0,666.0,747.0,860.0,954.0,1081.0,1213.0,1351.0,1457.0,1503.0,1580.0,1612.0,1611.0,1597.0,1586.0,1570.0,1520.0,1488.0,1448.0,1419.0,1369.0,1297.0,1252.0,1182.0,1121.0,1076.0,1023.0,972.0,933.0,884.0,834.0,792.0,750.0,713.0,665.0,621.0,586.0,567.0,543.0
0.0,0.0,0.0,1.0,1.0,3.0,3.0,6.0,7.0,9.0,9.0,12.0,13.0,18.0,21.0,22.0,26.0,25.0,34.0,37.0,40.0,43.0,46.0,52.0,53.0,57.0,63.0,68.0,77.0,83.0,97.0,108.0,116.0,127.0,151.0,148.0,168.0,191.0,218.0,241.0,263.0,296.0,323.0,367.0,404.0,439.0,484.0,535.0,584.0,669.0,742.0,846.0,948.0,1029.0,1073.0,1120.0,1144.0,1136.0,1121.0,1121.0,1119.0,1111.0,1095.0,1060.0,1048.0,1018.0,988.0,961.0,931.0,913.0,870.0,834.0,802.0,771.0,736.0,709.0,675.0,638.0,604.0,586.0,564.0,530.0,498.0,474.0
0.0,0.0,0.0,0.0,1.0,2.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,10.0,12.0,17.0,21.0,26.0,29.0,29.0,26.0,31.0,33.0,35.0,40.0,51.0,57.0,65.0,78.0,100.0,113.0,139.0,152.0,176.0,182.0,198.0,224.0,249.0,283.0,313.0,352.0,388.0,428.0,483.0,542.0,607.0,677.0,771.0,852.0,978.0,1085.0,1208.0,1344.0,1436.0,1520.0,1591.0,1623.0,1652.0,1641.0,1608.0,1613.0,1559.0,1499.0,1467.0,1417.0,1375.0,1334.0,1298.0,1245.0,1195.0,1171.0,1120.0,1085.0,1030.0,973.0,922.0,891.0,832.0,804.0,762.0,720.0,674.0,651.0,620.0
