0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,17.0,20.0,23.0,24.0,32.0,39.0,46.0,50.0,53.0,58.0,65.0,76.0,86.0,97.0,108.0,123.0,133.0,152.0,172.0,186.0,212.0,243.0,271.0,303.0,352.0,393.0,442.0,494.0,570.0,646.0,735.0,850.0,965.0,1072.0,1201.0,1358.0,1521.0,1718.0,1918.0,2141.0,2321.0,2522.0,2708.0,2894.0,3092.0,3281.0,3472.0,3640.0,3824.0,3989.0,4151.0,4318.0,4457.0,4621.0,4764.0,4887.0,5013.0,5120.0,5228.0,5330.0,5432.0,5522.0,5627.0,5721.0,5800.0,5885.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,4.0,4.0,4.0,5.0,6.0,8.0,9.0,10.0,10.0,12.0,15.0,18.0,20.0,21.0,23.0,27.0,29.0,38.0,40.0,43.0,47.0,57.0,65.0,73.0,86.0,99.0,109.0,121.0,133.0,145.0,167.0,187.0,213.0,239.0,276.0,307.0,355.0,399.0,450.0,504.0,577.0,666.0,746.0,850.0,955.0,1102.0,1269.0,1434.0,1641.0,1889.0,2127.0,2421.0,2763.0,3147.0,3536.0,3970.0,4482.0,5038.0,5674.0,6469.0,7213.0,7989.0,8758.0,9542.0,10375.0,11208.0,12007.0,12797.0,13581.0,14263.0,14954.0,15645.0,16291.0,16960.0,17612.0,18221.0,18789.0,19362.0,19854.0,20321.0,20802.0,21252.0,21704.0,22094.0,22484.0,22809.0,23132.0,23424.0,23741.0
0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,4.0,5.0,6.0,7.0,9.0,9.0,10.0,11.0,15.0,16.0,18.0,22.0,25.0,30.0,34.0,40.0,43.0,46.0,56.0,62.0,72.0,83.0,98.0,109.0,126.0,151.0,165.0,189.0,215.0,247.0,278.0,326.0,366.0,421.0,480.0,552.0,628.0,715.0,810.0,920.0,1032.0,1179.0,1344.0,1538.0,1760.0,2000.0,2306.0,2641.0,3003.0,3402.0,3918.0,4459.0,5005.0,5638.0,6355.0,7174.0,8097.0,9087.0,10128.0,11236.0,12332.0,13378.0,14527.0,15663.0,16780.0,17848.0,18894.0,19937.0,20913.0,21915.0,22768.0,23635.0,24511.0,25269.0,26030.0,26764.0,27448.0,28084.0,28733.0,29353.0,29919.0,30427.0,30951.0,31427.0,31889.0,32329.0,32745.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,5.0,6.0,7.0,8.0,8.0,11.0,12.0,12.0,14.0,17.0,21.0,25.0,27.0,31.0,34.0,38.0,42.0,48.0,56.0,65.0,73.0,85.0,96.0,114.0,131.0,147.0,167.0,197.0,235.0,273.0,315.0,364.0,423.0,476.0,531.0,616.0,705.0,793.0,904.0,1013.0,1141.0,1295.0,1457.0,1651.0,1842.0,2093.0,2378.0,2681.0,3060.0,3456.0,3892.0,4373.0,4949.0,5585.0,6340.0,7103.0,8049.0,9032.0,10218.0,11525.0,12797.0,14121.0,15470.0,16836.0,18200.0,19560.0,20897.0,22172.0,23470.0,24729.0,25861.0,27059.0,28144.0,29145.0,30203.0,31123.0,32020.0,32852.0,33695.0,34433.0,35143.0,35889.0,36518.0,37115.0,37722.0,38285.0,38826.0,39331.0,39781.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,4.0,4.0,5.0,6.0,6.0,6.0,7.0,10.0,11.0,11.0,11.0,11.0,11.0,11.0,12.0,14.0,17.0,17.0,18.0,22.0,24.0,25.0,28.0,32.0,36.0,41.0,45.0,54.0,61.0,68.0,74.0,81.0,96.0,106.0,114.0,131.0,145.0,158.0,179.0,199.0,219.0,251.0,287.0,330.0,374.0,431.0,492.0,555.0,636.0,747.0,851.0,957.0,1099.0,1239.0,1398.0,1576.0,1807.0,2068.0,2339.0,2601.0,2883.0,3210.0,3527.0,3887.0,4215.0,4534.0,4849.0,5214.0,5532.0,5858.0,6170.0,6479.0,6795.0,7066.0,7332.0,7619.0,7869.0,8101.0,8307.0,8531.0,8719.0,8897.0,9070.0,9218.0,9352.0,9487.0,9634.0,9764.0,9897.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,4.0,6.0,6.0,6.0,9.0,11.0,11.0,13.0,14.0,15.0,17.0,18.0,26.0,28.0,32.0,37.0,47.0,57.0,62.0,77.0,98.0,122.0,139.0,159.0,181.0,212.0,248.0,285.0,330.0,374.0,425.0,487.0,548.0,645.0,761.0,865.0,988.0,1127.0,1284.0,1465.0,1674.0,1922.0,2191.0,2482.0,2810.0,3193.0,3604.0,4125.0,4677.0,5314.0,6008.0,6764.0,7620.0,8583.0,9726.0,10970.0,12339.0,13933.0,15509.0,17211.0,18922.0,20678.0,22460.0,24304.0,26104.0,27808.0,29476.0,31158.0,32660.0,34201.0,35659.0,37084.0,38474.0,39733.0,40960.0,42122.0,43209.0,44307.0,45293.0,46241.0,47140.0,48015.0,48855.0,49676.0,50348.0,51041.0,51681.0,52256.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,5.0,8.0,9.0,12.0,12.0,13.0,14.0,19.0,22.0,27.0,35.0,40.0,45.0,54.0,61.0,70.0,77.0,84.0,97.0,108.0,125.0,147.0,174.0,195.0,230.0,259.0,295.0,338.0,385.0,438.0,493.0,554.0,626.0,709.0,808.0,949.0,1062.0,1208.0,1356.0,1545.0,1781.0,2042.0,2329.0,2658.0,3000.0,3396.0,3902.0,4425.0,5006.0,5688.0,6455.0,7302.0,8183.0,9251.0,10428.0,11664.0,13104.0,14579.0,16014.0,17509.0,19032.0,20650.0,22168.0,23621.0,25092.0,26605.0,27982.0,29321.0,30634.0,31911.0,33080.0,34229.0,35255.0,36250.0,37230.0,38188.0,39060.0,39933.0,40741.0,41482.0,42193.0,42897.0,43523.0,44134.0,44701.0,45238.0
0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,5.0,5.0,6.0,6.0,9.0,11.0,13.0,14.0,15.0,19.0,22.0,25.0,25.0,26.0,31.0,35.0,42.0,47.0,55.0,64.0,73.0,85.0,101.0,108.0,122.0,138.0,158.0,172.0,187.0,214.0,244.0,280.0,322.0,369.0,408.0,472.0,539.0,606.0,666.0,761.0,849.0,968.0,1084.0,1218.0,1368.0,1552.0,1742.0,1963.0,2231.0,2538.0,2876.0,3236.0,3674.0,4110.0,4718.0,5362.0,6042.0,6781.0,7554.0,8260.0,9079.0,9854.0,10596.0,11337.0,12104.0,12862.0,13549.0,14223.0,14875.0,15532.0,16195.0,16792.0,17294.0,17813.0,18352.0,18865.0,19303.0,19709.0,20156.0,20546.0,20931.0,21270.0,21612.0,21949.0,22235.0,22530.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,3.0,3.0,5.0,6.0,6.0,7.0,8.0,8.0,9.0,10.0,10.0,11.0,13.0,13.0,15.0,16.0,18.0,21.0,25.0,27.0,31.0,37.0,42.0,47.0,57.0,64.0,74.0,83.0,95.0,113.0,131.0,146.0,164.0,187.0,209.0,236.0,282.0,321.0,376.0,426.0,483.0,556.0,634.0,737.0,847.0,971.0,1091.0,1249.0,1403.0,1604.0,1820.0,2050.0,2358.0,2683.0,3027.0,3431.0,3918.0,4441.0,5070.0,5741.0,6462.0,7222.0,8057.0,8845.0,9719.0,10538.0,11391.0,12257.0,13087.0,13888.0,14624.0,15395.0,16119.0,16827.0,17480.0,18058.0,18621.0,19147.0,19756.0,20274.0,20778.0,21265.0,21738.0,22175.0,22549.0,22935.0,23297.0,23672.0,23964.0,24256.0
0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,6.0,6.0,6.0,7.0,8.0,9.0,11.0,11.0,12.0,14.0,18.0,18.0,20.0,22.0,25.0,28.0,31.0,33.0,35.0,35.0,42.0,54.0,63.0,79.0,94.0,107.0,120.0,136.0,155.0,185.0,222.0,244.0,287.0,339.0,373.0,411.0,460.0,526.0,606.0,701.0,791.0,903.0,1021.0,1163.0,1324.0,1494.0,1703.0,1957.0,2237.0,2552.0,2880.0,3284.0,3706.0,4196.0,4717.0,5291.0,5910.0,6536.0,7105.0,7718.0,8300.0,8837.0,9398.0,9975.0,10516.0,11051.0,11582.0,12104.0,12591.0,13054.0,13495.0,13905.0,14294.0,14663.0,15030.0,15375.0,15729.0,16027.0,16339.0,16609.0,16868.0,17104.0,17324.0,17567.0
