499995.0,499995.0,499995.0,499995.0,499995.0,499995.0,499995.0,499993.0,499992.0,499992.0,499991.0,499990.0,499989.0,499987.0,499986.0,499986.0,499986.0,499986.0,499984.0,499983.0,499981.0,499981.0,499981.0,499980.0,499980.0,499979.0,499977.0,499976.0,499975.0,499974.0,499972.0,499969.0,499966.0,499964.0,499962.0,499959.0,499954.0,499949.0,499946.0,499941.0,499934.0,499925.0,499920.0,499915.0,499907.0,499895.0,499884.0,499873.0,499862.0,499852.0,499835.0,499826.0,499807.0,499783.0,499763.0,499736.0,499707.0,499678.0,499630.0,499614.0,499602.0,499579.0,499566.0,499555.0,499543.0,499532.0,499528.0,499519.0,499511.0,499505.0,499498.0,499490.0,499489.0,499488.0,499483.0,499478.0,499476.0,499476.0,499472.0,499470.0,499469.0,499466.0,499465.0,499464.0,499463.0,499463.0,499463.0,499463.0,499463.0,499463.0,499463.0,499463.0,499463.0
499995.0,499995.0,499994.0,499992.0,499991.0,499991.0,499988.0,499988.0,499986.0,499985.0,499980.0,499976.0,499973.0,499971.0,499967.0,499965.0,499962.0,499962.0,499956.0,499947.0,499939.0,499931.0,499923.0,499919.0,499908.0,499901.0,499892.0,499875.0,499863.0,499843.0,499826.0,499804.0,499783.0,499748.0,499721.0,499682.0,499654.0,499610.0,499578.0,499533.0,499480.0,499434.0,499375.0,499304.0,499237.0,499139.0,499049.0,498960.0,498850.0,498732.0,498616.0,498473.0,498323.0,498151.0,497969.0,497748.0,497532.0,497284.0,497034.0,496922.0,496810.0,496710.0,496608.0,496525.0,496445.0,496385.0,496339.0,496283.0,496237.0,496189.0,496156.0,496123.0,496090.0,496057.0,496028.0,496000.0,495985.0,495968.0,495953.0,495943.0,495932.0,495921.0,495913.0,495906.0,495902.0,495896.0,495893.0,495889.0,495887.0,495884.0,495878.0,495876.0,495875.0
499995.0,499994.0,499994.0,499994.0,499993.0,499993.0,499992.0,499992.0,499992.0,499992.0,499992.0,499991.0,499990.0,499989.0,499988.0,499988.0,499988.0,499987.0,499986.0,499986.0,499986.0,499986.0,499986.0,499984.0,499984.0,499983.0,499981.0,499979.0,499978.0,499977.0,499976.0,499973.0,499969.0,499967.0,499967.0,499967.0,499963.0,499961.0,499958.0,499956.0,499955.0,499954.0,499953.0,499947.0,499944.0,499942.0,499937.0,499931.0,499929.0,499924.0,499918.0,499912.0,499907.0,499898.0,499893.0,499890.0,499873.0,499859.0,499846.0,499842.0,499836.0,499832.0,499830.0,499822.0,499820.0,499817.0,499815.0,499811.0,499806.0,499803.0,499801.0,499801.0,499798.0,499798.0,499798.0,499798.0,499796.0,499794.0,499793.0,499791.0,499791.0,499791.0,499791.0,499791.0,499791.0,499791.0,499790.0,499790.0,499790.0,499790.0,499790.0,499790.0,499790.0
499995.0,499995.0,499994.0,499992.0,499989.0,499988.0,499984.0,499981.0,499977.0,499974.0,499972.0,499969.0,499964.0,499960.0,499955.0,499951.0,499946.0,499945.0,499940.0,499933.0,499926.0,499918.0,499907.0,499898.0,499886.0,499874.0,499858.0,499837.0,499820.0,499811.0,499789.0,499773.0,499747.0,499722.0,499690.0,499661.0,499618.0,499571.0,499529.0,499473.0,499422.0,499350.0,499288.0,499223.0,499138.0,499046.0,498947.0,498850.0,498743.0,498608.0,498452.0,498268.0,498097.0,497908.0,497682.0,497447.0,497177.0,496867.0,496525.0,496382.0,496258.0,496137.0,496025.0,495918.0,495815.0,495740.0,495661.0,495597.0,495531.0,495472.0,495430.0,495389.0,495341.0,495305.0,495279.0,495249.0,495236.0,495225.0,495214.0,495202.0,495185.0,495177.0,495165.0,495151.0,495146.0,495137.0,495131.0,495130.0,495123.0,495120.0,495118.0,495116.0,495113.0
499995.0,499995.0,499993.0,499992.0,499991.0,499990.0,499989.0,499987.0,499984.0,499982.0,499982.0,499982.0,499982.0,499979.0,499978.0,499977.0,499976.0,499973.0,499970.0,499967.0,499965.0,499961.0,499960.0,499958.0,499956.0,499955.0,499953.0,499951.0,499945.0,499939.0,499935.0,499929.0,499916.0,499905.0,499890.0,499882.0,499870.0,499844.0,499827.0,499807.0,499789.0,499766.0,499734.0,499707.0,499681.0,499656.0,499619.0,499571.0,499533.0,499483.0,499432.0,499375.0,499324.0,499242.0,499169.0,499079.0,498975.0,498871.0,498777.0,498735.0,498698.0,498667.0,498628.0,498588.0,498560.0,498527.0,498507.0,498477.0,498462.0,498437.0,498420.0,498404.0,498396.0,498380.0,498371.0,498366.0,498359.0,498351.0,498348.0,498345.0,498343.0,498337.0,498329.0,498325.0,498322.0,498318.0,498316.0,498314.0,498313.0,498313.0,498311.0,498308.0,498308.0
499995.0,499995.0,499994.0,499993.0,499990.0,499986.0,499983.0,499983.0,499982.0,499981.0,499975.0,499974.0,499971.0,499968.0,499964.0,499962.0,499955.0,499955.0,499952.0,499950.0,499945.0,499942.0,499936.0,499928.0,499923.0,499915.0,499908.0,499902.0,499888.0,499870.0,499854.0,499838.0,499820.0,499794.0,499768.0,499732.0,499717.0,499695.0,499672.0,499639.0,499605.0,499557.0,499514.0,499463.0,499406.0,499342.0,499276.0,499183.0,499097.0,499005.0,498898.0,498774.0,498660.0,498532.0,498400.0,498236.0,498045.0,497824.0,497609.0,497527.0,497442.0,497369.0,497288.0,497233.0,497182.0,497135.0,497091.0,497046.0,497001.0,496968.0,496935.0,496915.0,496892.0,496871.0,496847.0,496833.0,496817.0,496800.0,496793.0,496785.0,496779.0,496772.0,496761.0,496759.0,496752.0,496746.0,496744.0,496742.0,496737.0,496736.0,496732.0,496732.0,496730.0
499995.0,499995.0,499995.0,499995.0,499995.0,499995.0,499994.0,499994.0,499994.0,499994.0,499993.0,499993.0,499993.0,499993.0,499992.0,499991.0,499991.0,499990.0,499989.0,499987.0,499985.0,499985.0,499982.0,499982.0,499981.0,499980.0,499980.0,499977.0,499974.0,499972.0,499970.0,499966.0,499962.0,499954.0,499947.0,499943.0,499936.0,499924.0,499918.0,499907.0,499895.0,499881.0,499866.0,499855.0,499842.0,499824.0,499809.0,499790.0,499774.0,499759.0,499736.0,499711.0,499683.0,499648.0,499611.0,499571.0,499534.0,499486.0,499431.0,499405.0,499378.0,499352.0,499332.0,499315.0,499303.0,499293.0,499279.0,499270.0,499262.0,499255.0,499245.0,499237.0,499232.0,499224.0,499219.0,499214.0,499212.0,499211.0,499208.0,499203.0,499201.0,499200.0,499199.0,499198.0,499196.0,499193.0,499193.0,499193.0,499193.0,499191.0,499190.0,499189.0,499189.0
499995.0,499995.0,499994.0,499994.0,499994.0,499993.0,499992.0,499992.0,499991.0,499991.0,499990.0,499990.0,499990.0,499988.0,499987.0,499987.0,499987.0,499987.0,499985.0,499984.0,499984.0,499984.0,499984.0,499984.0,499984.0,499982.0,499981.0,499980.0,499977.0,499977.0,499974.0,499971.0,499969.0,499966.0,499963.0,499961.0,499954.0,499946.0,499941.0,499935.0,499927.0,499922.0,499912.0,499905.0,499896.0,499884.0,499873.0,499861.0,499853.0,499840.0,499816.0,499799.0,499763.0,499738.0,499710.0,499677.0,499635.0,499599.0,499563.0,499549.0,499543.0,499529.0,499515.0,499497.0,499481.0,499475.0,499467.0,499457.0,499448.0,499441.0,499432.0,499427.0,499423.0,499422.0,499418.0,499413.0,499406.0,499405.0,499404.0,499402.0,499401.0,499400.0,499400.0,499398.0,499396.0,499396.0,499395.0,499393.0,499391.0,499390.0,499389.0,499388.0,499387.0
499995.0,499995.0,499995.0,499995.0,499995.0,499995.0,499995.0,499994.0,499993.0,499993.0,499992.0,499991.0,499990.0,499989.0,499987.0,499987.0,499987.0,499986.0,499985.0,499984.0,499984.0,499982.0,499979.0,499977.0,499975.0,499975.0,499974.0,499973.0,499972.0,499970.0,499969.0,499967.0,499966.0,499964.0,499962.0,499958.0,499952.0,499951.0,499945.0,499943.0,499940.0,499933.0,499926.0,499922.0,499913.0,499898.0,499885.0,499871.0,499859.0,499842.0,499826.0,499807.0,499780.0,499764.0,499739.0,499716.0,499685.0,499659.0,499625.0,499616.0,499600.0,499585.0,499575.0,499566.0,499554.0,499549.0,499539.0,499536.0,499529.0,499520.0,499513.0,499511.0,499507.0,499504.0,499501.0,499497.0,499496.0,499491.0,499488.0,499487.0,499487.0,499486.0,499484.0,499484.0,499484.0,499483.0,499482.0,499482.0,499481.0,499480.0,499480.0,499480.0,499480.0
499995.0,499994.0,499994.0,499993.0,499991.0,499991.0,499990.0,499990.0,499988.0,499988.0,499988.0,499986.0,499986.0,499986.0,499986.0,499986.0,499986.0,499986.0,499986.0,499986.0,499986.0,499986.0,499986.0,499986.0,499986.0,499986.0,499986.0,499986.0,499986.0,499986.0,499986.0,499986.0,499986.0,499986.0,499986.0,499986.0,499986.0,499986.0,499986.0,499986.0,499986.0,499986.0,499986.0,499986.0,499986.0,499986.0,499986.0,499986.0,499986.0,499986.0,499986.0,499986.0,499986.0,499986.0,499986.0,499986.0,499986.0,499986.0,499986.0,499986.0,499986.0,499986.0,499986.0,499986.0,499986.0,499986.0,499986.0,499986.0,499986.0,499986.0,499986.0,499986.0,499986.0,499986.0,499986.0,499986.0,499986.0,499986.0,499986.0,499986.0,499986.0,499986.0,499986.0,499986.0,499986.0,499986.0,499986.0,499986.0,499986.0,499986.0,499986.0,499986.0,499986.0
