5.0,6.0,7.0,6.0,7.0,7.0,9.0,10.0,13.0,11.0,10.0,10.0,9.0,9.0,8.0,13.0,15.0,16.0,17.0,22.0,21.0,26.0,31.0,30.0,33.0,37.0,35.0,35.0,41.0,53.0,61.0,63.0,68.0,74.0,93.0,103.0,109.0,131.0,152.0,175.0,201.0,227.0,242.0,279.0,318.0,383.0,409.0,439.0,475.0,549.0,601.0,670.0,625.0,562.0,502.0,453.0,403.0,361.0,318.0,285.0,256.0,227.0,193.0,173.0,160.0,141.0,127.0,102.0,99.0,95.0,88.0,71.0,57.0,55.0,50.0,44.0,40.0,35.0,33.0,31.0,29.0,29.0,31.0
5.0,8.0,9.0,8.0,11.0,10.0,19.0,22.0,24.0,27.0,31.0,34.0,40.0,45.0,44.0,43.0,48.0,56.0,62.0,68.0,73.0,78.0,90.0,98.0,115.0,121.0,135.0,143.0,165.0,166.0,176.0,178.0,208.0,237.0,263.0,296.0,319.0,359.0,386.0,436.0,464.0,510.0,573.0,641.0,707.0,767.0,832.0,928.0,1023.0,1124.0,1214.0,1354.0,1283.0,1205.0,1090.0,953.0,849.0,748.0,682.0,619.0,559.0,474.0,444.0,383.0,340.0,292.0,239.0,219.0,186.0,166.0,150.0,128.0,110.0,102.0,95.0,90.0,82.0,83.0,72.0,54.0,40.0,36.0,29.0
5.0,5.0,5.0,4.0,4.0,4.0,3.0,3.0,3.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,3.0,2.0,3.0,4.0,4.0,5.0,5.0,2.0,2.0,2.0,3.0,4.0,4.0,3.0,3.0,4.0,7.0,10.0,10.0,10.0,10.0,11.0,11.0,12.0,15.0,15.0,16.0,19.0,16.0,17.0,16.0,17.0,17.0,19.0,17.0,18.0,18.0,16.0,14.0,11.0,7.0,6.0,4.0,6.0,6.0,6.0,6.0,5.0,4.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,6.0,6.0,6.0,3.0,3.0,3.0,8.0,8.0,9.0,9.0,8.0,8.0,12.0,16.0,16.0,19.0,18.0,20.0,21.0,28.0,35.0,36.0,31.0,40.0,41.0,48.0,51.0,61.0,58.0,62.0,59.0,66.0,71.0,84.0,92.0,105.0,124.0,133.0,142.0,155.0,183.0,196.0,224.0,254.0,276.0,329.0,359.0,397.0,435.0,466.0,515.0,487.0,464.0,412.0,373.0,329.0,295.0,273.0,254.0,215.0,190.0,175.0,163.0,150.0,131.0,121.0,107.0,98.0,92.0,76.0,66.0,65.0,62.0,60.0,50.0,41.0,42.0,36.0,33.0,25.0,21.0,17.0
5.0,6.0,9.0,10.0,9.0,7.0,7.0,7.0,8.0,6.0,6.0,6.0,10.0,12.0,10.0,11.0,13.0,15.0,17.0,21.0,27.0,30.0,34.0,39.0,40.0,38.0,42.0,51.0,57.0,66.0,71.0,69.0,71.0,69.0,77.0,86.0,98.0,111.0,123.0,137.0,140.0,134.0,154.0,180.0,194.0,221.0,235.0,259.0,283.0,318.0,329.0,353.0,340.0,312.0,273.0,246.0,233.0,199.0,179.0,169.0,141.0,115.0,98.0,92.0,85.0,88.0,77.0,64.0,53.0,46.0,40.0,37.0,31.0,30.0,28.0,24.0,20.0,20.0,18.0,16.0,12.0,7.0,6.0
5.0,5.0,6.0,6.0,4.0,6.0,10.0,13.0,14.0,15.0,13.0,15.0,21.0,22.0,23.0,27.0,28.0,29.0,31.0,30.0,32.0,26.0,27.0,28.0,32.0,34.0,41.0,50.0,62.0,68.0,79.0,83.0,92.0,97.0,114.0,134.0,153.0,167.0,178.0,186.0,180.0,202.0,227.0,265.0,294.0,322.0,352.0,408.0,443.0,498.0,554.0,587.0,545.0,503.0,455.0,400.0,354.0,322.0,290.0,256.0,234.0,204.0,191.0,168.0,152.0,144.0,136.0,126.0,103.0,82.0,70.0,67.0,55.0,52.0,42.0,43.0,35.0,25.0,21.0,20.0,20.0,21.0,20.0
5.0,6.0,5.0,4.0,4.0,4.0,5.0,6.0,7.0,7.0,5.0,4.0,8.0,13.0,15.0,18.0,21.0,25.0,31.0,32.0,38.0,38.0,38.0,49.0,53.0,65.0,70.0,75.0,78.0,94.0,106.0,115.0,124.0,139.0,147.0,153.0,155.0,171.0,185.0,202.0,230.0,257.0,283.0,295.0,327.0,370.0,420.0,473.0,522.0,592.0,656.0,729.0,666.0,610.0,540.0,463.0,427.0,394.0,340.0,319.0,301.0,266.0,262.0,241.0,217.0,193.0,181.0,165.0,144.0,133.0,112.0,101.0,88.0,82.0,73.0,66.0,54.0,49.0,46.0,37.0,35.0,29.0,25.0
5.0,6.0,5.0,7.0,8.0,7.0,10.0,8.0,11.0,12.0,12.0,9.0,12.0,12.0,14.0,11.0,14.0,17.0,18.0,19.0,20.0,18.0,18.0,18.0,15.0,19.0,20.0,27.0,29.0,27.0,34.0,38.0,41.0,54.0,56.0,59.0,52.0,68.0,67.0,76.0,95.0,107.0,116.0,125.0,143.0,148.0,171.0,179.0,189.0,203.0,217.0,216.0,205.0,197.0,184.0,159.0,147.0,141.0,127.0,113.0,97.0,78.0,70.0,66.0,66.0,50.0,49.0,50.0,41.0,34.0,30.0,26.0,25.0,26.0,27.0,24.0,17.0,17.0,14.0,15.0,17.0,14.0,7.0
5.0,6.0,7.0,7.0,9.0,9.0,9.0,15.0,19.0,19.0,19.0,19.0,22.0,27.0,27.0,27.0,35.0,43.0,49.0,58.0,62.0,68.0,73.0,77.0,85.0,92.0,96.0,111.0,122.0,144.0,163.0,178.0,210.0,217.0,246.0,272.0,299.0,336.0,400.0,417.0,461.0,501.0,554.0,623.0,683.0,752.0,812.0,909.0,1004.0,1088.0,1169.0,1292.0,1217.0,1090.0,987.0,874.0,769.0,711.0,638.0,559.0,506.0,439.0,382.0,350.0,301.0,293.0,268.0,233.0,198.0,187.0,162.0,134.0,108.0,102.0,89.0,77.0,64.0,61.0,55.0,45.0,39.0,34.0,30.0
5.0,7.0,8.0,12.0,9.0,10.0,14.0,13.0,15.0,23.0,27.0,26.0,27.0,32.0,38.0,36.0,40.0,41.0,41.0,46.0,44.0,49.0,54.0,58.0,61.0,66.0,75.0,88.0,97.0,110.0,109.0,128.0,141.0,165.0,197.0,225.0,248.0,291.0,302.0,316.0,354.0,402.0,452.0,501.0,541.0,596.0,677.0,722.0,806.0,900.0,980.0,1097.0,1044.0,969.0,854.0,787.0,706.0,647.0,585.0,519.0,448.0,421.0,363.0,330.0,297.0,269.0,241.0,217.0,176.0,145.0,136.0,119.0,107.0,103.0,85.0,75.0,69.0,69.0,64.0,49.0,50.0,46.0,39.0
