5.0,6.0,7.0,7.0,8.0,6.0,7.0,7.0,8.0,12.0,12.0,13.0,13.0,17.0,22.0,33.0,40.0,44.0,52.0,53.0,62.0,72.0,77.0,73.0,78.0,100.0,127.0,147.0,171.0,192.0,230.0,275.0,314.0,375.0,392.0,445.0,515.0,581.0,659.0,754.0,862.0,1014.0,1198.0,1407.0,1597.0,1849.0,2136.0,2439.0,2795.0,3287.0,3765.0,4335.0,4956.0,5657.0,5331.0,4974.0,4521.0,3950.0,3522.0,3140.0,2837.0,2604.0,2360.0,2142.0,1917.0,1753.0,1566.0,1405.0,1250.0,1063.0,975.0,885.0,786.0,683.0,598.0,531.0,463.0,429.0,379.0,332.0,296.0,258.0,223.0,195.0,169.0
5.0,8.0,9.0,8.0,12.0,18.0,23.0,29.0,34.0,40.0,47.0,51.0,55.0,59.0,78.0,94.0,109.0,121.0,136.0,141.0,161.0,191.0,241.0,283.0,305.0,361.0,410.0,496.0,591.0,719.0,848.0,966.0,1131.0,1321.0,1523.0,1736.0,1961.0,2231.0,2560.0,2941.0,3362.0,3888.0,4585.0,5199.0,5965.0,6769.0,7737.0,8834.0,10066.0,11446.0,13120.0,14916.0,16955.0,19090.0,18087.0,16641.0,14837.0,12958.0,11394.0,10136.0,9079.0,8117.0,7345.0,6548.0,5776.0,5130.0,4567.0,4101.0,3650.0,3269.0,2881.0,2586.0,2334.0,2048.0,1842.0,1647.0,1449.0,1264.0,1119.0,990.0,876.0,758.0,693.0,616.0,538.0
5.0,5.0,5.0,4.0,4.0,4.0,3.0,3.0,3.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,6.0,6.0,7.0,9.0,9.0,8.0,5.0,7.0,10.0,12.0,12.0,12.0,13.0,14.0,17.0,15.0,18.0,15.0,21.0,31.0,34.0,38.0,48.0,52.0,66.0,77.0,92.0,108.0,120.0,129.0,151.0,179.0,198.0,235.0,273.0,315.0,359.0,338.0,319.0,283.0,253.0,236.0,216.0,196.0,179.0,166.0,146.0,141.0,131.0,113.0,103.0,81.0,68.0,61.0,53.0,47.0,36.0,32.0,30.0,23.0,23.0,18.0,15.0,12.0,7.0,6.0,7.0,7.0
5.0,6.0,6.0,7.0,7.0,7.0,9.0,10.0,11.0,15.0,21.0,33.0,42.0,47.0,50.0,64.0,73.0,94.0,108.0,129.0,146.0,179.0,210.0,256.0,291.0,339.0,409.0,460.0,535.0,589.0,691.0,804.0,964.0,1143.0,1326.0,1541.0,1757.0,1964.0,2237.0,2635.0,3009.0,3441.0,3894.0,4513.0,5132.0,5951.0,6898.0,7910.0,8991.0,10216.0,11587.0,13225.0,15037.0,16927.0,16089.0,14654.0,13039.0,11455.0,10205.0,9137.0,8219.0,7365.0,6723.0,6025.0,5475.0,4927.0,4376.0,3898.0,3426.0,3083.0,2713.0,2437.0,2186.0,1939.0,1740.0,1525.0,1390.0,1258.0,1123.0,1003.0,875.0,752.0,658.0,607.0,543.0
5.0,6.0,9.0,10.0,9.0,7.0,7.0,7.0,8.0,6.0,7.0,9.0,9.0,13.0,14.0,12.0,11.0,15.0,16.0,23.0,21.0,27.0,26.0,38.0,45.0,52.0,59.0,70.0,86.0,99.0,110.0,125.0,155.0,176.0,199.0,223.0,268.0,310.0,363.0,424.0,522.0,596.0,694.0,788.0,925.0,1063.0,1200.0,1394.0,1646.0,1916.0,2213.0,2552.0,2894.0,3286.0,3113.0,2905.0,2662.0,2363.0,2102.0,1933.0,1745.0,1556.0,1407.0,1298.0,1186.0,1053.0,932.0,866.0,780.0,705.0,619.0,525.0,485.0,450.0,404.0,375.0,334.0,295.0,262.0,232.0,217.0,199.0,183.0,174.0,152.0
5.0,5.0,6.0,6.0,6.0,7.0,10.0,12.0,11.0,17.0,20.0,20.0,23.0,22.0,22.0,27.0,31.0,29.0,26.0,22.0,28.0,35.0,37.0,44.0,47.0,60.0,69.0,76.0,92.0,110.0,122.0,139.0,158.0,187.0,230.0,267.0,310.0,358.0,416.0,460.0,524.0,609.0,691.0,814.0,906.0,1065.0,1255.0,1472.0,1697.0,1975.0,2282.0,2601.0,2965.0,3390.0,3228.0,2983.0,2731.0,2425.0,2156.0,1960.0,1795.0,1672.0,1503.0,1348.0,1233.0,1085.0,955.0,874.0,768.0,701.0,646.0,571.0,504.0,454.0,390.0,365.0,309.0,299.0,280.0,248.0,221.0,195.0,168.0,140.0,121.0
5.0,6.0,6.0,9.0,12.0,13.0,14.0,17.0,24.0,24.0,30.0,33.0,43.0,58.0,67.0,82.0,102.0,116.0,134.0,155.0,176.0,198.0,226.0,269.0,326.0,395.0,467.0,537.0,607.0,713.0,822.0,973.0,1126.0,1320.0,1531.0,1744.0,2000.0,2369.0,2690.0,3090.0,3534.0,4145.0,4726.0,5426.0,6193.0,7075.0,8143.0,9312.0,10681.0,12097.0,13763.0,15477.0,17527.0,19785.0,18615.0,17121.0,15382.0,13564.0,11971.0,10567.0,9514.0,8546.0,7658.0,6897.0,6176.0,5483.0,4879.0,4363.0,3920.0,3449.0,3060.0,2703.0,2413.0,2151.0,1895.0,1717.0,1564.0,1400.0,1262.0,1109.0,1011.0,908.0,817.0,742.0,665.0
5.0,6.0,5.0,7.0,8.0,7.0,10.0,8.0,11.0,12.0,12.0,13.0,17.0,21.0,27.0,31.0,38.0,42.0,53.0,56.0,62.0,71.0,79.0,97.0,121.0,130.0,151.0,162.0,198.0,246.0,284.0,313.0,366.0,413.0,476.0,551.0,648.0,790.0,913.0,1075.0,1235.0,1403.0,1609.0,1902.0,2216.0,2515.0,2889.0,3363.0,3863.0,4425.0,5123.0,5862.0,6756.0,7804.0,7463.0,6977.0,6320.0,5641.0,4982.0,4522.0,4092.0,3723.0,3418.0,3069.0,2766.0,2527.0,2209.0,1945.0,1769.0,1560.0,1405.0,1269.0,1133.0,1001.0,896.0,814.0,736.0,670.0,626.0,554.0,513.0,473.0,444.0,396.0,349.0
5.0,6.0,9.0,10.0,10.0,11.0,11.0,13.0,13.0,14.0,19.0,26.0,25.0,26.0,28.0,29.0,33.0,35.0,36.0,49.0,58.0,62.0,77.0,85.0,99.0,117.0,129.0,144.0,187.0,228.0,260.0,325.0,376.0,423.0,478.0,543.0,635.0,740.0,842.0,1026.0,1163.0,1358.0,1529.0,1763.0,1985.0,2282.0,2598.0,2973.0,3428.0,3903.0,4489.0,5174.0,5901.0,6838.0,6566.0,6094.0,5503.0,4949.0,4421.0,3889.0,3454.0,3139.0,2839.0,2589.0,2350.0,2114.0,1890.0,1678.0,1518.0,1340.0,1179.0,1065.0,954.0,844.0,740.0,664.0,584.0,532.0,469.0,429.0,389.0,346.0,313.0,270.0,239.0
5.0,8.0,9.0,10.0,9.0,11.0,17.0,18.0,23.0,31.0,29.0,28.0,29.0,34.0,40.0,47.0,55.0,61.0,74.0,84.0,99.0,120.0,137.0,142.0,161.0,195.0,223.0,250.0,300.0,359.0,413.0,491.0,546.0,599.0,727.0,845.0,998.0,1148.0,1303.0,1475.0,1670.0,1877.0,2085.0,2404.0,2776.0,3207.0,3700.0,4184.0,4775.0,5513.0,6351.0,7337.0,8321.0,9560.0,9104.0,8340.0,7469.0,6552.0,5794.0,5224.0,4699.0,4286.0,3908.0,3568.0,3205.0,2860.0,2584.0,2258.0,2042.0,1831.0,1654.0,1515.0,1344.0,1199.0,1102.0,998.0,876.0,792.0,723.0,627.0,566.0,490.0,448.0,394.0,351.0
5.0,7.0,8.0,11.0,11.0,12.0,13.0,14.0,16.0,17.0,17.0,20.0,23.0,25.0,31.0,33.0,41.0,50.0,51.0,56.0,60.0,69.0,81.0,99.0,123.0,133.0,148.0,173.0,195.0,223.0,251.0,269.0,312.0,349.0,403.0,447.0,509.0,585.0,673.0,781.0,906.0,1047.0,1170.0,1353.0,1560.0,1822.0,2125.0,2498.0,2885.0,3309.0,3801.0,4337.0,4963.0,5731.0,5523.0,5143.0,4652.0,4102.0,3680.0,3271.0,2948.0,2723.0,2439.0,2218.0,1972.0,1785.0,1587.0,1413.0,1308.0,1163.0,1055.0,941.0,851.0,765.0,693.0,634.0,573.0,525.0,470.0,435.0,388.0,340.0,305.0,270.0,230.0
5.0,7.0,7.0,9.0,6.0,6.0,12.0,13.0,15.0,18.0,23.0,21.0,26.0,24.0,25.0,29.0,36.0,45.0,50.0,65.0,83.0,101.0,115.0,128.0,159.0,171.0,203.0,244.0,286.0,330.0,388.0,427.0,479.0,551.0,640.0,770.0,898.0,1078.0,1290.0,1462.0,1719.0,1946.0,2270.0,2621.0,3007.0,3445.0,3931.0,4503.0,5201.0,6080.0,6898.0,7882.0,8925.0,10176.0,9579.0,8910.0,8041.0,7179.0,6362.0,5690.0,5084.0,4688.0,4288.0,3945.0,3573.0,3155.0,2840.0,2545.0,2326.0,2030.0,1804.0,1584.0,1425.0,1246.0,1127.0,1009.0,916.0,834.0,737.0,670.0,594.0,523.0,467.0,391.0,365.0
5.0,6.0,7.0,8.0,8.0,5.0,7.0,6.0,5.0,7.0,9.0,11.0,10.0,10.0,11.0,11.0,9.0,8.0,11.0,14.0,14.0,19.0,20.0,24.0,30.0,39.0,39.0,45.0,47.0,57.0,66.0,86.0,117.0,127.0,135.0,167.0,190.0,211.0,239.0,287.0,352.0,428.0,451.0,535.0,631.0,716.0,848.0,992.0,1119.0,1278.0,1468.0,1710.0,1923.0,2190.0,2113.0,1970.0,1800.0,1588.0,1412.0,1272.0,1163.0,1061.0,969.0,867.0,806.0,696.0,616.0,538.0,455.0,428.0,397.0,363.0,319.0,293.0,256.0,240.0,219.0,189.0,177.0,156.0,135.0,118.0,117.0,110.0,94.0
5.0,8.0,11.0,13.0,15.0,19.0,20.0,22.0,26.0,30.0,41.0,46.0,49.0,57.0,69.0,75.0,88.0,94.0,105.0,132.0,139.0,160.0,187.0,205.0,242.0,291.0,330.0,373.0,432.0,512.0,606.0,748.0,908.0,1062.0,1180.0,1326.0,1541.0,1778.0,2021.0,2315.0,2671.0,3056.0,3496.0,4077.0,4657.0,5352.0,6133.0,7014.0,8144.0,9292.0,10600.0,11909.0,13455.0,15207.0,14450.0,13180.0,11725.0,10313.0,9122.0,8098.0,7285.0,6610.0,6001.0,5316.0,4716.0,4260.0,3842.0,3444.0,3067.0,2730.0,2415.0,2143.0,1886.0,1709.0,1541.0,1377.0,1227.0,1144.0,1030.0,945.0,875.0,781.0,684.0,599.0,511.0
5.0,5.0,7.0,7.0,6.0,6.0,10.0,11.0,15.0,16.0,14.0,20.0,26.0,25.0,24.0,27.0,29.0,35.0,36.0,46.0,50.0,57.0,62.0,63.0,79.0,89.0,98.0,126.0,135.0,154.0,179.0,196.0,233.0,261.0,313.0,367.0,437.0,515.0,621.0,710.0,817.0,939.0,1096.0,1254.0,1453.0,1666.0,1893.0,2186.0,2512.0,2883.0,3302.0,3818.0,4386.0,5028.0,4745.0,4408.0,3968.0,3553.0,3137.0,2910.0,2628.0,2327.0,2103.0,1937.0,1750.0,1605.0,1436.0,1294.0,1158.0,1032.0,956.0,841.0,753.0,686.0,624.0,574.0,501.0,455.0,419.0,390.0,358.0,340.0,310.0,285.0,255.0
5.0,7.0,11.0,11.0,12.0,19.0,26.0,31.0,36.0,48.0,54.0,59.0,75.0,85.0,102.0,112.0,126.0,157.0,181.0,206.0,247.0,300.0,343.0,390.0,442.0,505.0,553.0,657.0,764.0,878.0,1024.0,1193.0,1414.0,1631.0,1815.0,2082.0,2372.0,2709.0,3159.0,3668.0,4191.0,4865.0,5577.0,6363.0,7378.0,8419.0,9630.0,11040.0,12636.0,14449.0,16309.0,18312.0,20664.0,23154.0,21707.0,19829.0,17720.0,15500.0,13611.0,12032.0,10794.0,9662.0,8653.0,7741.0,6990.0,6224.0,5482.0,4878.0,4342.0,3783.0,3367.0,3025.0,2706.0,2433.0,2162.0,1910.0,1708.0,1542.0,1337.0,1159.0,1030.0,929.0,815.0,738.0,662.0
5.0,7.0,8.0,8.0,8.0,10.0,8.0,11.0,16.0,20.0,22.0,25.0,28.0,25.0,27.0,33.0,38.0,42.0,47.0,51.0,59.0,74.0,98.0,106.0,124.0,141.0,161.0,191.0,218.0,258.0,303.0,357.0,426.0,480.0,556.0,634.0,743.0,839.0,966.0,1100.0,1254.0,1468.0,1724.0,1978.0,2336.0,2708.0,3129.0,3573.0,4103.0,4631.0,5214.0,5986.0,6892.0,7893.0,7556.0,7057.0,6372.0,5674.0,4986.0,4458.0,4063.0,3724.0,3390.0,3054.0,2725.0,2477.0,2195.0,2024.0,1817.0,1646.0,1530.0,1356.0,1219.0,1096.0,981.0,899.0,792.0,685.0,591.0,530.0,491.0,472.0,405.0,365.0,329.0
5.0,5.0,7.0,8.0,8.0,6.0,8.0,8.0,8.0,9.0,13.0,16.0,21.0,27.0,29.0,29.0,33.0,35.0,42.0,51.0,61.0,69.0,77.0,94.0,102.0,120.0,140.0,156.0,183.0,233.0,276.0,324.0,392.0,438.0,509.0,591.0,665.0,766.0,891.0,1014.0,1174.0,1365.0,1568.0,1835.0,2075.0,2389.0,2775.0,3202.0,3672.0,4262.0,4883.0,5517.0,6345.0,7290.0,6952.0,6486.0,5850.0,5210.0,4687.0,4213.0,3777.0,3443.0,3163.0,2874.0,2585.0,2312.0,2073.0,1888.0,1730.0,1537.0,1387.0,1271.0,1134.0,1016.0,923.0,842.0,719.0,654.0,580.0,515.0,457.0,421.0,380.0,323.0,271.0
5.0,8.0,9.0,10.0,16.0,18.0,20.0,19.0,16.0,16.0,17.0,18.0,25.0,28.0,33.0,41.0,51.0,60.0,72.0,77.0,83.0,89.0,106.0,131.0,154.0,176.0,197.0,228.0,255.0,294.0,333.0,387.0,448.0,506.0,577.0,660.0,758.0,895.0,991.0,1163.0,1370.0,1610.0,1855.0,2122.0,2445.0,2823.0,3212.0,3647.0,4213.0,4864.0,5511.0,6298.0,7272.0,8255.0,7888.0,7291.0,6463.0,5709.0,5047.0,4541.0,4068.0,3695.0,3349.0,3054.0,2711.0,2451.0,2274.0,2039.0,1852.0,1702.0,1522.0,1372.0,1191.0,1073.0,946.0,803.0,721.0,638.0,593.0,549.0,513.0,447.0,410.0,382.0,326.0
5.0,7.0,10.0,11.0,12.0,12.0,14.0,15.0,17.0,20.0,21.0,21.0,28.0,31.0,37.0,43.0,53.0,67.0,80.0,95.0,104.0,116.0,128.0,140.0,157.0,181.0,209.0,241.0,273.0,325.0,378.0,429.0,513.0,600.0,716.0,835.0,984.0,1145.0,1309.0,1481.0,1676.0,1923.0,2182.0,2530.0,2957.0,3387.0,3906.0,4554.0,5232.0,5924.0,6817.0,7773.0,8742.0,10029.0,9556.0,8816.0,7951.0,7064.0,6293.0,5659.0,5217.0,4690.0,4293.0,3872.0,3501.0,3166.0,2833.0,2528.0,2255.0,1993.0,1767.0,1555.0,1389.0,1217.0,1099.0,982.0,896.0,823.0,729.0,654.0,590.0,522.0,450.0,410.0,370.0
