0.0,0.0,0.0,1.0,0.0,3.0,2.0,2.0,3.0,3.0,5.0,8.0,13.0,16.0,16.0,14.0,18.0,18.0,22.0,23.0,29.0,31.0,35.0,35.0,36.0,38.0,41.0,48.0,53.0,59.0,69.0,75.0,82.0,89.0,108.0,121.0,146.0,162.0,178.0,195.0,215.0,236.0,271.0,295.0,328.0,361.0,411.0,460.0,529.0,573.0,652.0,715.0,804.0,901.0,1025.0,1142.0,1312.0,1450.0,1680.0,1802.0,1898.0,1992.0,2007.0,2017.0,2021.0,2022.0,1996.0,1986.0,1964.0,1905.0,1875.0,1830.0,1783.0,1709.0,1669.0,1612.0,1567.0,1511.0,1452.0,1363.0,1302.0,1227.0,1171.0,1124.0,1074.0,1016.0,962.0
0.0,0.0,0.0,2.0,2.0,5.0,6.0,9.0,10.0,10.0,14.0,17.0,21.0,25.0,31.0,35.0,37.0,50.0,54.0,59.0,60.0,70.0,79.0,92.0,107.0,119.0,126.0,142.0,158.0,172.0,201.0,220.0,245.0,292.0,338.0,379.0,414.0,450.0,504.0,565.0,617.0,702.0,795.0,855.0,933.0,1029.0,1155.0,1306.0,1453.0,1636.0,1818.0,2031.0,2230.0,2474.0,2747.0,3085.0,3424.0,3805.0,4259.0,4603.0,4929.0,5118.0,5213.0,5260.0,5231.0,5218.0,5150.0,5067.0,4947.0,4790.0,4646.0,4482.0,4308.0,4180.0,4046.0,3880.0,3728.0,3577.0,3428.0,3270.0,3130.0,2982.0,2863.0,2747.0,2629.0,2529.0,2417.0
0.0,0.0,0.0,2.0,2.0,3.0,5.0,5.0,5.0,5.0,6.0,7.0,6.0,6.0,8.0,7.0,8.0,10.0,10.0,11.0,13.0,14.0,16.0,17.0,16.0,17.0,23.0,27.0,31.0,35.0,40.0,43.0,45.0,60.0,69.0,74.0,79.0,88.0,105.0,106.0,122.0,131.0,151.0,157.0,178.0,193.0,219.0,239.0,267.0,287.0,323.0,354.0,393.0,421.0,477.0,536.0,594.0,647.0,702.0,772.0,824.0,840.0,874.0,888.0,892.0,889.0,874.0,886.0,864.0,854.0,830.0,819.0,808.0,779.0,749.0,725.0,698.0,682.0,649.0,620.0,598.0,575.0,531.0,504.0,482.0,455.0,433.0
0.0,0.0,0.0,0.0,3.0,5.0,6.0,5.0,6.0,6.0,9.0,11.0,14.0,14.0,15.0,16.0,15.0,18.0,20.0,28.0,27.0,30.0,31.0,28.0,36.0,38.0,39.0,43.0,41.0,46.0,55.0,60.0,66.0,67.0,72.0,74.0,79.0,93.0,102.0,116.0,127.0,140.0,144.0,162.0,195.0,218.0,250.0,278.0,300.0,345.0,393.0,431.0,491.0,537.0,609.0,706.0,804.0,898.0,1011.0,1094.0,1155.0,1173.0,1211.0,1239.0,1256.0,1220.0,1204.0,1174.0,1175.0,1160.0,1130.0,1107.0,1074.0,1049.0,1016.0,988.0,952.0,917.0,868.0,825.0,783.0,748.0,713.0,683.0,656.0,630.0,600.0
0.0,0.0,0.0,0.0,3.0,7.0,7.0,8.0,9.0,12.0,9.0,10.0,8.0,7.0,10.0,12.0,13.0,15.0,18.0,19.0,19.0,21.0,23.0,27.0,32.0,35.0,42.0,50.0,54.0,57.0,70.0,81.0,92.0,108.0,119.0,121.0,137.0,146.0,168.0,187.0,210.0,228.0,255.0,308.0,344.0,376.0,418.0,447.0,523.0,577.0,653.0,724.0,821.0,921.0,1018.0,1153.0,1280.0,1452.0,1603.0,1734.0,1842.0,1928.0,1986.0,2000.0,1981.0,1954.0,1963.0,1947.0,1904.0,1868.0,1814.0,1753.0,1707.0,1652.0,1581.0,1521.0,1469.0,1399.0,1347.0,1299.0,1241.0,1190.0,1141.0,1087.0,1031.0,976.0,929.0
0.0,0.0,0.0,1.0,3.0,3.0,4.0,4.0,5.0,7.0,8.0,11.0,13.0,17.0,18.0,20.0,21.0,25.0,27.0,30.0,34.0,41.0,44.0,43.0,42.0,45.0,48.0,53.0,54.0,63.0,73.0,70.0,79.0,88.0,92.0,106.0,117.0,133.0,146.0,149.0,167.0,183.0,197.0,218.0,237.0,265.0,302.0,336.0,365.0,419.0,461.0,521.0,574.0,650.0,725.0,853.0,965.0,1084.0,1183.0,1287.0,1386.0,1448.0,1477.0,1491.0,1519.0,1536.0,1508.0,1501.0,1484.0,1435.0,1412.0,1368.0,1321.0,1287.0,1246.0,1192.0,1127.0,1093.0,1040.0,1003.0,962.0,918.0,883.0,832.0,785.0,750.0,707.0
0.0,0.0,1.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,4.0,6.0,6.0,5.0,5.0,5.0,5.0,8.0,8.0,11.0,14.0,15.0,13.0,15.0,18.0,21.0,24.0,26.0,26.0,29.0,31.0,33.0,35.0,38.0,41.0,48.0,50.0,55.0,56.0,69.0,82.0,93.0,103.0,119.0,133.0,149.0,164.0,172.0,189.0,208.0,227.0,257.0,280.0,309.0,342.0,381.0,437.0,496.0,539.0,602.0,645.0,667.0,659.0,650.0,656.0,650.0,630.0,612.0,603.0,593.0,574.0,569.0,551.0,534.0,504.0,484.0,479.0,455.0,437.0,415.0,392.0,370.0,360.0,343.0,334.0,319.0,308.0
0.0,0.0,1.0,0.0,1.0,2.0,2.0,7.0,6.0,5.0,7.0,9.0,10.0,11.0,11.0,12.0,13.0,15.0,17.0,19.0,24.0,27.0,27.0,33.0,36.0,46.0,48.0,52.0,52.0,56.0,54.0,63.0,77.0,94.0,103.0,127.0,136.0,151.0,180.0,201.0,221.0,237.0,270.0,290.0,333.0,370.0,414.0,487.0,524.0,575.0,635.0,716.0,781.0,863.0,939.0,1047.0,1127.0,1248.0,1352.0,1447.0,1519.0,1580.0,1622.0,1625.0,1626.0,1629.0,1596.0,1605.0,1586.0,1537.0,1482.0,1444.0,1392.0,1354.0,1300.0,1261.0,1222.0,1165.0,1102.0,1060.0,1025.0,975.0,938.0,911.0,888.0,847.0,808.0
0.0,0.0,0.0,1.0,2.0,2.0,4.0,4.0,5.0,10.0,14.0,16.0,17.0,17.0,21.0,25.0,27.0,34.0,34.0,38.0,41.0,40.0,45.0,53.0,59.0,64.0,72.0,82.0,89.0,116.0,119.0,124.0,129.0,147.0,178.0,199.0,221.0,245.0,294.0,324.0,341.0,373.0,421.0,468.0,523.0,593.0,641.0,719.0,804.0,861.0,952.0,1055.0,1194.0,1301.0,1451.0,1621.0,1762.0,1967.0,2170.0,2316.0,2451.0,2525.0,2561.0,2585.0,2611.0,2605.0,2592.0,2559.0,2529.0,2487.0,2412.0,2346.0,2307.0,2233.0,2180.0,2085.0,2006.0,1933.0,1860.0,1779.0,1712.0,1636.0,1576.0,1508.0,1445.0,1383.0,1350.0
0.0,0.0,0.0,1.0,5.0,5.0,5.0,8.0,12.0,13.0,12.0,20.0,20.0,24.0,25.0,31.0,36.0,40.0,42.0,42.0,45.0,59.0,63.0,64.0,59.0,65.0,73.0,87.0,96.0,103.0,119.0,129.0,137.0,148.0,166.0,195.0,214.0,239.0,272.0,299.0,332.0,382.0,411.0,456.0,512.0,548.0,601.0,665.0,758.0,819.0,900.0,986.0,1059.0,1208.0,1358.0,1539.0,1687.0,1892.0,2098.0,2261.0,2409.0,2482.0,2530.0,2572.0,2562.0,2521.0,2502.0,2447.0,2419.0,2367.0,2322.0,2241.0,2180.0,2116.0,2022.0,1921.0,1850.0,1781.0,1698.0,1613.0,1547.0,1474.0,1418.0,1370.0,1306.0,1261.0,1199.0
