0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,4.0,5.0,6.0,6.0,8.0,10.0,10.0,10.0,11.0,14.0,16.0,17.0,19.0,21.0,25.0,26.0,28.0,32.0,37.0,42.0,46.0,51.0,57.0,63.0,68.0,72.0,78.0,89.0,100.0,111.0,118.0,131.0,139.0,154.0,166.0,184.0,203.0,221.0,247.0,259.0,297.0,314.0,338.0,367.0,396.0,437.0,486.0,519.0,559.0,609.0,662.0,715.0,780.0,855.0,915.0,977.0,1054.0,1129.0,1188.0,1264.0,1325.0,1381.0,1437.0,1481.0,1531.0,1586.0,1630.0,1694.0,1742.0,1775.0,1818.0,1853.0,1894.0,1934.0,1976.0,2007.0,2035.0,2061.0,2084.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,4.0,4.0,6.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,12.0,13.0,14.0,15.0,16.0,18.0,19.0,22.0,27.0,28.0,34.0,38.0,41.0,42.0,48.0,52.0,57.0,59.0,63.0,70.0,71.0,77.0,85.0,92.0,100.0,112.0,121.0,133.0,140.0,150.0,163.0,176.0,187.0,200.0,212.0,227.0,244.0,260.0,285.0,303.0,324.0,350.0,377.0,407.0,437.0,467.0,494.0,528.0,562.0,606.0,656.0,686.0,738.0,785.0,831.0,869.0,902.0,938.0,987.0,1028.0,1071.0,1106.0,1137.0,1174.0,1205.0,1241.0,1277.0,1306.0,1333.0,1356.0,1380.0,1397.0,1415.0,1429.0,1456.0,1470.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,3.0,6.0,8.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,11.0,12.0,13.0,15.0,18.0,19.0,19.0,20.0,21.0,21.0,23.0,26.0,29.0,29.0,31.0,35.0,42.0,49.0,58.0,66.0,67.0,75.0,88.0,95.0,98.0,108.0,118.0,125.0,130.0,139.0,150.0,164.0,175.0,186.0,196.0,221.0,238.0,256.0,270.0,292.0,312.0,343.0,376.0,393.0,417.0,435.0,453.0,473.0,499.0,515.0,537.0,557.0,573.0,588.0,601.0,615.0,633.0,650.0,657.0,676.0,695.0,706.0,717.0,730.0,740.0,750.0,761.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,4.0,7.0,7.0,10.0,12.0,12.0,14.0,17.0,18.0,20.0,23.0,26.0,30.0,31.0,34.0,37.0,41.0,42.0,52.0,56.0,58.0,63.0,70.0,75.0,77.0,85.0,87.0,96.0,107.0,120.0,128.0,140.0,151.0,165.0,179.0,189.0,206.0,221.0,241.0,252.0,277.0,311.0,342.0,367.0,399.0,436.0,472.0,517.0,578.0,626.0,694.0,744.0,801.0,852.0,914.0,967.0,1018.0,1075.0,1145.0,1195.0,1256.0,1313.0,1361.0,1401.0,1446.0,1493.0,1538.0,1572.0,1610.0,1648.0,1681.0,1710.0,1744.0,1771.0,1805.0,1832.0,1867.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,3.0,3.0,5.0,6.0,8.0,9.0,9.0,10.0,11.0,13.0,15.0,15.0,16.0,18.0,19.0,20.0,21.0,23.0,24.0,27.0,32.0,35.0,39.0,44.0,47.0,50.0,52.0,56.0,58.0,60.0,64.0,69.0,73.0,82.0,88.0,96.0,103.0,107.0,109.0,113.0,118.0,125.0,134.0,143.0,153.0,164.0,171.0,182.0,193.0,212.0,226.0,241.0,265.0,283.0,299.0,317.0,335.0,371.0,397.0,422.0,451.0,474.0,502.0,532.0,557.0,583.0,608.0,642.0,675.0,698.0,726.0,745.0,764.0,788.0,811.0,833.0,856.0,871.0,880.0,900.0,916.0,929.0,947.0,959.0,974.0,993.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,7.0,8.0,9.0,12.0,13.0,15.0,16.0,16.0,17.0,17.0,17.0,18.0,18.0,18.0,19.0,20.0,21.0,22.0,22.0,24.0,24.0,25.0,25.0,25.0,26.0,27.0,27.0,28.0,29.0,31.0,34.0,37.0,40.0,41.0,41.0,42.0,42.0,42.0,44.0,44.0,49.0,53.0,56.0,59.0,62.0,71.0,74.0,82.0,90.0,94.0,102.0,111.0,118.0,130.0,133.0,137.0,141.0,150.0,155.0,161.0,167.0,171.0,179.0,186.0,191.0,195.0,201.0,210.0,213.0,214.0,219.0,223.0,225.0,225.0,227.0,231.0,237.0
0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,5.0,6.0,7.0,7.0,7.0,7.0,7.0,8.0,9.0,9.0,10.0,12.0,12.0,12.0,12.0,14.0,15.0,15.0,16.0,16.0,17.0,18.0,18.0,19.0,21.0,21.0,23.0,23.0,25.0,26.0,26.0,29.0,31.0,31.0,33.0,36.0,39.0,40.0,43.0,46.0,49.0,52.0,55.0,59.0,65.0,68.0,75.0,86.0,90.0,102.0,111.0,115.0,122.0,132.0,145.0,157.0,169.0,188.0,204.0,215.0,229.0,244.0,259.0,274.0,286.0,302.0,316.0,332.0,340.0,354.0,367.0,376.0,388.0,397.0,410.0,416.0,420.0,427.0,436.0,442.0,447.0,452.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,7.0,7.0,7.0,9.0,10.0,11.0,15.0,16.0,19.0,20.0,22.0,24.0,29.0,31.0,34.0,39.0,43.0,48.0,55.0,60.0,64.0,70.0,82.0,91.0,97.0,99.0,112.0,121.0,133.0,147.0,164.0,188.0,194.0,202.0,230.0,250.0,263.0,286.0,310.0,334.0,355.0,381.0,406.0,443.0,488.0,528.0,575.0,627.0,681.0,740.0,803.0,847.0,903.0,957.0,1019.0,1075.0,1141.0,1193.0,1244.0,1306.0,1360.0,1419.0,1465.0,1514.0,1549.0,1594.0,1630.0,1661.0,1699.0,1733.0,1766.0,1791.0,1822.0,1851.0,1880.0,1907.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,4.0,5.0,6.0,6.0,9.0,10.0,10.0,12.0,12.0,14.0,17.0,17.0,20.0,23.0,26.0,26.0,28.0,34.0,38.0,42.0,48.0,55.0,63.0,77.0,83.0,91.0,97.0,108.0,116.0,126.0,140.0,159.0,181.0,202.0,221.0,237.0,264.0,287.0,318.0,360.0,402.0,444.0,492.0,548.0,603.0,662.0,721.0,790.0,868.0,962.0,1050.0,1145.0,1243.0,1355.0,1462.0,1570.0,1692.0,1823.0,1931.0,2051.0,2159.0,2277.0,2391.0,2488.0,2597.0,2693.0,2801.0,2898.0,2988.0,3082.0,3160.0,3255.0,3352.0,3415.0,3490.0,3562.0,3625.0,3680.0,3735.0,3777.0,3835.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,5.0,6.0,8.0,8.0,8.0,8.0,9.0,13.0,14.0,18.0,20.0,22.0,26.0,31.0,33.0,33.0,36.0,39.0,45.0,53.0,56.0,62.0,67.0,77.0,90.0,98.0,109.0,120.0,129.0,141.0,154.0,178.0,193.0,206.0,237.0,267.0,290.0,316.0,345.0,378.0,411.0,449.0,492.0,524.0,563.0,612.0,656.0,708.0,766.0,830.0,904.0,976.0,1047.0,1123.0,1195.0,1304.0,1417.0,1513.0,1631.0,1727.0,1827.0,1943.0,2056.0,2164.0,2271.0,2368.0,2469.0,2550.0,2634.0,2719.0,2815.0,2892.0,2961.0,3036.0,3097.0,3160.0,3222.0,3278.0,3338.0,3383.0,3433.0,3490.0,3532.0
