5.0,6.0,7.0,7.0,8.0,6.0,7.0,7.0,8.0,12.0,12.0,13.0,16.0,19.0,26.0,31.0,39.0,41.0,50.0,60.0,72.0,91.0,109.0,125.0,138.0,167.0,208.0,235.0,277.0,311.0,364.0,428.0,507.0,577.0,661.0,765.0,885.0,1027.0,1219.0,1430.0,1689.0,2021.0,2297.0,2686.0,3092.0,3598.0,4214.0,4841.0,5581.0,6407.0,7449.0,8685.0,9902.0,11278.0,12923.0,14801.0,16980.0,19327.0,22021.0,24862.0,27956.0,31210.0,34628.0,38052.0,41884.0,45691.0,49392.0,53023.0,56502.0,59627.0,62288.0,64720.0,58192.0,50646.0,42931.0,35634.0,29761.0,24942.0,21148.0,18161.0,15388.0,13190.0,11359.0,9685.0,8310.0,7044.0,5940.0,5085.0,4256.0,3686.0,3182.0,2713.0,2273.0,1949.0,1604.0,1314.0,1128.0,954.0,829.0,684.0,590.0,509.0,444.0
5.0,8.0,9.0,8.0,12.0,15.0,20.0,26.0,28.0,34.0,37.0,36.0,39.0,47.0,63.0,63.0,68.0,88.0,110.0,131.0,151.0,179.0,208.0,223.0,250.0,281.0,334.0,383.0,461.0,523.0,581.0,654.0,759.0,882.0,990.0,1183.0,1374.0,1614.0,1863.0,2158.0,2458.0,2836.0,3254.0,3723.0,4351.0,5050.0,5867.0,6774.0,7750.0,8932.0,10321.0,11810.0,13594.0,15627.0,17594.0,20018.0,22775.0,25759.0,28890.0,32254.0,35646.0,39661.0,43720.0,47369.0,51219.0,54898.0,58253.0,61124.0,63649.0,65617.0,66974.0,67666.0,60080.0,51970.0,43331.0,35668.0,29285.0,24190.0,20179.0,16872.0,14360.0,12187.0,10306.0,8743.0,7373.0,6259.0,5251.0,4500.0,3789.0,3192.0,2711.0,2284.0,1960.0,1609.0,1333.0,1114.0,941.0,812.0,666.0,542.0,457.0,381.0,326.0
5.0,5.0,5.0,4.0,4.0,4.0,3.0,3.0,3.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,6.0,6.0,6.0,7.0,12.0,15.0,15.0,19.0,22.0,30.0,31.0,31.0,39.0,41.0,52.0,65.0,71.0,82.0,105.0,121.0,142.0,155.0,171.0,203.0,250.0,289.0,314.0,364.0,405.0,448.0,549.0,635.0,751.0,850.0,968.0,1128.0,1325.0,1488.0,1754.0,2035.0,2348.0,2698.0,3114.0,3634.0,4180.0,4844.0,5600.0,6521.0,7516.0,8640.0,9832.0,11078.0,12657.0,14421.0,16480.0,15687.0,14550.0,13060.0,11509.0,10160.0,9085.0,8092.0,7324.0,6676.0,6061.0,5461.0,4901.0,4341.0,3916.0,3482.0,3175.0,2843.0,2584.0,2337.0,2075.0,1843.0,1628.0,1417.0,1231.0,1138.0,1041.0,920.0,845.0,756.0,678.0,620.0
5.0,6.0,6.0,7.0,7.0,7.0,9.0,10.0,11.0,15.0,21.0,33.0,42.0,46.0,51.0,59.0,66.0,76.0,94.0,110.0,118.0,128.0,140.0,162.0,187.0,222.0,261.0,310.0,349.0,388.0,425.0,496.0,559.0,641.0,754.0,875.0,1004.0,1215.0,1424.0,1681.0,1976.0,2260.0,2616.0,2994.0,3454.0,4004.0,4691.0,5445.0,6290.0,7256.0,8361.0,9625.0,11066.0,12675.0,14538.0,16740.0,19012.0,21692.0,24688.0,27869.0,31287.0,34895.0,38509.0,42279.0,45942.0,49950.0,53549.0,56936.0,59978.0,62535.0,64591.0,66160.0,59076.0,51275.0,43189.0,35849.0,29715.0,24742.0,20761.0,17581.0,14908.0,12606.0,10697.0,9121.0,7743.0,6484.0,5487.0,4657.0,3967.0,3391.0,2883.0,2415.0,2041.0,1693.0,1437.0,1214.0,1011.0,867.0,702.0,575.0,480.0,383.0,330.0
5.0,6.0,9.0,10.0,9.0,6.0,5.0,7.0,7.0,10.0,13.0,12.0,15.0,16.0,18.0,17.0,17.0,16.0,26.0,27.0,33.0,42.0,46.0,62.0,61.0,70.0,85.0,102.0,118.0,143.0,158.0,187.0,229.0,286.0,321.0,370.0,459.0,551.0,639.0,730.0,824.0,970.0,1111.0,1312.0,1529.0,1804.0,2084.0,2437.0,2823.0,3275.0,3834.0,4444.0,5160.0,5988.0,6972.0,8013.0,9262.0,10577.0,12187.0,14038.0,15979.0,18416.0,20864.0,23441.0,26364.0,29560.0,32992.0,36649.0,40341.0,44348.0,48154.0,51937.0,47863.0,42728.0,37017.0,31545.0,26819.0,23146.0,20167.0,17486.0,15321.0,13466.0,11656.0,10169.0,8811.0,7580.0,6509.0,5644.0,4879.0,4257.0,3702.0,3221.0,2783.0,2416.0,2066.0,1816.0,1535.0,1289.0,1128.0,989.0,848.0,761.0,661.0
5.0,5.0,6.0,6.0,6.0,7.0,10.0,12.0,11.0,17.0,20.0,24.0,31.0,30.0,33.0,42.0,53.0,67.0,71.0,84.0,95.0,112.0,126.0,149.0,185.0,201.0,225.0,270.0,310.0,367.0,461.0,555.0,635.0,725.0,858.0,980.0,1149.0,1341.0,1585.0,1842.0,2201.0,2556.0,2965.0,3430.0,4026.0,4709.0,5474.0,6479.0,7426.0,8517.0,9847.0,11295.0,12942.0,14753.0,16853.0,19235.0,21719.0,24506.0,27386.0,30539.0,34099.0,37633.0,41468.0,45185.0,48830.0,52396.0,55899.0,59064.0,62022.0,64282.0,65996.0,66950.0,59556.0,51440.0,43160.0,35614.0,29179.0,24138.0,20214.0,17110.0,14467.0,12182.0,10406.0,8892.0,7586.0,6418.0,5378.0,4571.0,3861.0,3276.0,2763.0,2298.0,1950.0,1681.0,1427.0,1183.0,990.0,875.0,723.0,639.0,522.0,449.0,400.0
5.0,7.0,7.0,8.0,8.0,8.0,12.0,12.0,17.0,17.0,25.0,25.0,34.0,43.0,53.0,61.0,68.0,85.0,95.0,104.0,109.0,118.0,143.0,170.0,188.0,224.0,267.0,321.0,358.0,416.0,493.0,546.0,639.0,751.0,886.0,1008.0,1199.0,1425.0,1666.0,1926.0,2208.0,2600.0,3038.0,3481.0,4024.0,4629.0,5385.0,6150.0,7086.0,8246.0,9533.0,10877.0,12393.0,14068.0,15995.0,18294.0,20585.0,23320.0,26401.0,29438.0,32718.0,36365.0,39924.0,43736.0,47519.0,51226.0,54603.0,57761.0,60692.0,63096.0,64856.0,65970.0,58971.0,51024.0,42674.0,35320.0,28973.0,24067.0,20329.0,17332.0,14633.0,12395.0,10476.0,8875.0,7480.0,6327.0,5385.0,4506.0,3787.0,3211.0,2667.0,2257.0,1951.0,1617.0,1385.0,1160.0,998.0,838.0,709.0,588.0,488.0,420.0,330.0
5.0,6.0,5.0,7.0,8.0,7.0,11.0,7.0,9.0,10.0,10.0,13.0,16.0,14.0,21.0,21.0,28.0,35.0,45.0,51.0,52.0,70.0,86.0,94.0,106.0,122.0,136.0,153.0,181.0,219.0,250.0,277.0,325.0,388.0,465.0,551.0,679.0,797.0,901.0,1060.0,1227.0,1400.0,1651.0,1876.0,2208.0,2564.0,2976.0,3478.0,4047.0,4630.0,5411.0,6235.0,7210.0,8291.0,9464.0,10893.0,12474.0,14309.0,16430.0,18828.0,21282.0,24002.0,26890.0,30013.0,33311.0,36828.0,40307.0,44358.0,48095.0,51614.0,54749.0,57905.0,52728.0,46475.0,39732.0,33484.0,28267.0,23986.0,20481.0,17698.0,15375.0,13348.0,11539.0,9932.0,8546.0,7339.0,6288.0,5422.0,4669.0,4023.0,3427.0,2937.0,2578.0,2208.0,1933.0,1637.0,1385.0,1175.0,1017.0,857.0,734.0,629.0,552.0
5.0,6.0,9.0,10.0,10.0,11.0,13.0,20.0,24.0,25.0,35.0,46.0,60.0,74.0,86.0,102.0,127.0,148.0,169.0,189.0,217.0,248.0,299.0,340.0,409.0,491.0,550.0,652.0,777.0,890.0,1020.0,1162.0,1341.0,1532.0,1770.0,2046.0,2380.0,2753.0,3209.0,3773.0,4337.0,5081.0,5818.0,6733.0,7750.0,8793.0,10143.0,11587.0,13340.0,15380.0,17562.0,19934.0,22465.0,25345.0,28463.0,31650.0,35237.0,38793.0,42551.0,46474.0,50381.0,53736.0,57166.0,60255.0,62864.0,65124.0,66879.0,67822.0,68099.0,67496.0,66204.0,64524.0,55802.0,47005.0,38497.0,30980.0,24892.0,20206.0,16539.0,13614.0,11256.0,9324.0,7724.0,6479.0,5378.0,4459.0,3657.0,3020.0,2461.0,1983.0,1645.0,1355.0,1111.0,950.0,782.0,642.0,519.0,427.0,361.0,314.0,244.0,202.0,167.0
5.0,8.0,9.0,10.0,9.0,11.0,17.0,18.0,23.0,31.0,29.0,28.0,31.0,32.0,36.0,40.0,48.0,55.0,72.0,82.0,96.0,121.0,149.0,169.0,203.0,241.0,279.0,310.0,357.0,431.0,484.0,548.0,661.0,775.0,908.0,1041.0,1206.0,1375.0,1592.0,1889.0,2195.0,2558.0,2977.0,3472.0,4091.0,4735.0,5475.0,6287.0,7315.0,8473.0,9691.0,11139.0,12810.0,14642.0,16637.0,18925.0,21413.0,24376.0,27536.0,30754.0,34348.0,38018.0,41784.0,45474.0,49317.0,52953.0,56510.0,59645.0,62526.0,64666.0,66301.0,67030.0,59598.0,51185.0,42831.0,35241.0,28920.0,24089.0,20136.0,16960.0,14344.0,12235.0,10409.0,8821.0,7493.0,6291.0,5262.0,4456.0,3676.0,3111.0,2608.0,2156.0,1861.0,1568.0,1310.0,1098.0,890.0,759.0,627.0,531.0,460.0,385.0,309.0
