0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,7.0,9.0,9.0,15.0,19.0,25.0,30.0,35.0,41.0,46.0,60.0,72.0,81.0,99.0,120.0,147.0,169.0,212.0,241.0,276.0,332.0,394.0,472.0,559.0,662.0,784.0,925.0,1072.0,1271.0,1498.0,1741.0,2057.0,2360.0,2792.0,3234.0,3739.0,4307.0,4937.0,5640.0,6346.0,7066.0,7847.0,8651.0,9370.0,10126.0,10956.0,11713.0,12511.0,13235.0,13870.0,14552.0,15190.0,15785.0,16402.0,16983.0,17572.0,18098.0,18617.0,19105.0,19565.0,20002.0,20392.0,20772.0,21138.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,3.0,5.0,8.0,10.0,12.0,13.0,19.0,26.0,29.0,35.0,38.0,48.0,60.0,69.0,77.0,91.0,107.0,121.0,149.0,169.0,204.0,237.0,276.0,323.0,380.0,424.0,492.0,572.0,665.0,780.0,893.0,1082.0,1245.0,1399.0,1604.0,1874.0,2160.0,2474.0,2874.0,3332.0,3853.0,4503.0,5227.0,6048.0,6917.0,7924.0,8979.0,10032.0,11083.0,12115.0,13187.0,14258.0,15311.0,16345.0,17373.0,18376.0,19295.0,20237.0,21159.0,22019.0,22825.0,23640.0,24385.0,25118.0,25865.0,26548.0,27231.0,27847.0,28441.0,29008.0,29538.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,4.0,4.0,5.0,6.0,7.0,7.0,9.0,9.0,11.0,13.0,14.0,19.0,19.0,23.0,25.0,30.0,38.0,44.0,56.0,66.0,73.0,88.0,96.0,113.0,127.0,151.0,172.0,189.0,217.0,239.0,274.0,313.0,374.0,425.0,481.0,546.0,633.0,714.0,806.0,897.0,997.0,1099.0,1206.0,1293.0,1397.0,1512.0,1611.0,1720.0,1818.0,1933.0,2034.0,2133.0,2227.0,2311.0,2412.0,2507.0,2591.0,2678.0,2747.0,2816.0,2875.0,2939.0,2996.0,3042.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,4.0,4.0,5.0,5.0,6.0,8.0,9.0,10.0,12.0,15.0,18.0,18.0,23.0,28.0,38.0,45.0,53.0,71.0,83.0,94.0,109.0,127.0,151.0,172.0,201.0,225.0,262.0,306.0,362.0,420.0,491.0,565.0,642.0,760.0,909.0,1072.0,1249.0,1460.0,1684.0,1961.0,2300.0,2663.0,3105.0,3650.0,4208.0,4892.0,5632.0,6446.0,7316.0,8241.0,9136.0,10071.0,10984.0,11932.0,12848.0,13762.0,14663.0,15508.0,16387.0,17241.0,18021.0,18824.0,19593.0,20303.0,20988.0,21603.0,22236.0,22842.0,23350.0,23877.0,24392.0,24904.0,25335.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,4.0,4.0,5.0,5.0,8.0,8.0,8.0,11.0,14.0,16.0,16.0,17.0,19.0,23.0,26.0,30.0,32.0,35.0,35.0,38.0,45.0,50.0,60.0,72.0,84.0,95.0,110.0,122.0,138.0,154.0,183.0,217.0,254.0,291.0,333.0,380.0,451.0,539.0,616.0,716.0,823.0,936.0,1081.0,1260.0,1478.0,1670.0,1928.0,2218.0,2522.0,2839.0,3165.0,3489.0,3789.0,4111.0,4446.0,4755.0,5070.0,5359.0,5621.0,5889.0,6135.0,6392.0,6628.0,6865.0,7108.0,7338.0,7547.0,7733.0,7915.0,8133.0,8324.0,8486.0,8642.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,4.0,5.0,8.0,8.0,9.0,11.0,13.0,15.0,21.0,26.0,29.0,32.0,39.0,46.0,54.0,63.0,75.0,93.0,109.0,122.0,142.0,165.0,193.0,239.0,279.0,325.0,375.0,436.0,510.0,600.0,705.0,826.0,955.0,1133.0,1306.0,1544.0,1777.0,2090.0,2404.0,2802.0,3225.0,3728.0,4310.0,4997.0,5724.0,6553.0,7387.0,8226.0,9045.0,9913.0,10711.0,11554.0,12401.0,13198.0,14043.0,14851.0,15585.0,16281.0,16987.0,17654.0,18267.0,18921.0,19464.0,20053.0,20630.0,21119.0,21629.0,22096.0,22550.0,22971.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,4.0,4.0,6.0,9.0,10.0,11.0,14.0,18.0,27.0,34.0,43.0,53.0,66.0,82.0,97.0,108.0,133.0,159.0,189.0,220.0,250.0,294.0,350.0,405.0,482.0,561.0,657.0,773.0,907.0,1085.0,1273.0,1485.0,1706.0,2004.0,2345.0,2739.0,3203.0,3725.0,4292.0,4948.0,5717.0,6573.0,7628.0,8749.0,9943.0,11153.0,12414.0,13593.0,14808.0,15987.0,17134.0,18292.0,19384.0,20545.0,21615.0,22644.0,23684.0,24610.0,25599.0,26508.0,27376.0,28178.0,28975.0,29724.0,30471.0,31181.0,31807.0,32435.0,33021.0
0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,6.0,6.0,6.0,6.0,6.0,7.0,8.0,9.0,11.0,12.0,12.0,16.0,18.0,23.0,30.0,32.0,39.0,49.0,51.0,58.0,74.0,88.0,102.0,122.0,141.0,160.0,179.0,213.0,251.0,304.0,351.0,403.0,484.0,556.0,654.0,765.0,900.0,1065.0,1237.0,1420.0,1652.0,1934.0,2217.0,2586.0,2984.0,3410.0,3942.0,4480.0,5010.0,5567.0,6166.0,6701.0,7257.0,7831.0,8376.0,8923.0,9410.0,9984.0,10501.0,10979.0,11443.0,11923.0,12330.0,12738.0,13109.0,13471.0,13838.0,14161.0,14456.0,14752.0,15056.0,15315.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,5.0,6.0,8.0,8.0,9.0,11.0,13.0,19.0,24.0,27.0,42.0,55.0,68.0,79.0,96.0,126.0,157.0,182.0,210.0,247.0,283.0,353.0,417.0,485.0,583.0,683.0,818.0,944.0,1070.0,1245.0,1445.0,1692.0,1967.0,2285.0,2660.0,3103.0,3559.0,4104.0,4771.0,5509.0,6383.0,7332.0,8454.0,9771.0,11182.0,12770.0,14415.0,16067.0,17772.0,19517.0,21185.0,22854.0,24612.0,26280.0,27908.0,29435.0,30879.0,32320.0,33747.0,35146.0,36471.0,37743.0,38964.0,40064.0,41139.0,42212.0,43221.0,44141.0,45051.0,45837.0,46647.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,5.0,5.0,5.0,5.0,6.0,10.0,12.0,16.0,17.0,20.0,26.0,32.0,33.0,38.0,47.0,55.0,64.0,73.0,86.0,106.0,128.0,153.0,178.0,205.0,243.0,286.0,342.0,398.0,468.0,545.0,634.0,739.0,862.0,987.0,1155.0,1329.0,1531.0,1756.0,2015.0,2380.0,2759.0,3213.0,3679.0,4262.0,4900.0,5686.0,6534.0,7404.0,8309.0,9232.0,10150.0,11061.0,12035.0,12923.0,13857.0,14751.0,15601.0,16448.0,17278.0,18085.0,18808.0,19568.0,20269.0,20949.0,21629.0,22256.0,22853.0,23378.0,23976.0,24492.0,25021.0,25460.0
