0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,5.0,7.0,8.0,12.0,17.0,20.0,30.0,36.0,41.0,42.0,47.0,53.0,61.0,71.0,80.0,90.0,108.0,123.0,132.0,158.0,180.0,217.0,246.0,288.0,330.0,367.0,417.0,475.0,509.0,534.0,586.0,610.0,638.0,641.0,656.0,665.0,681.0,688.0,675.0,663.0,653.0,635.0,614.0,602.0,592.0,573.0,558.0,538.0,531.0,514.0,489.0,469.0,460.0,433.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,5.0,5.0,7.0,13.0,17.0,21.0,23.0,29.0,37.0,45.0,59.0,71.0,74.0,82.0,91.0,109.0,126.0,142.0,156.0,178.0,206.0,247.0,293.0,359.0,422.0,488.0,558.0,650.0,752.0,887.0,1050.0,1236.0,1383.0,1534.0,1650.0,1775.0,1850.0,1911.0,2021.0,2087.0,2136.0,2156.0,2176.0,2146.0,2137.0,2103.0,2055.0,2004.0,1940.0,1898.0,1852.0,1802.0,1739.0,1694.0,1640.0,1570.0,1507.0,1454.0,1395.0,1337.0
0.0,0.0,0.0,1.0,2.0,2.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,6.0,6.0,6.0,5.0,4.0,5.0,7.0,8.0,12.0,13.0,14.0,19.0,26.0,29.0,29.0,38.0,45.0,58.0,65.0,74.0,95.0,107.0,129.0,142.0,151.0,164.0,175.0,183.0,177.0,187.0,196.0,198.0,201.0,205.0,202.0,200.0,192.0,197.0,197.0,194.0,187.0,182.0,167.0,161.0,152.0,149.0,142.0,137.0,135.0,132.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,2.0,2.0,2.0,6.0,9.0,9.0,13.0,16.0,18.0,26.0,29.0,41.0,57.0,74.0,83.0,104.0,118.0,147.0,170.0,205.0,231.0,274.0,309.0,358.0,413.0,518.0,620.0,739.0,815.0,971.0,1145.0,1285.0,1440.0,1586.0,1715.0,1808.0,1910.0,1962.0,2038.0,2103.0,2145.0,2171.0,2150.0,2108.0,2086.0,2045.0,1991.0,1945.0,1904.0,1877.0,1840.0,1792.0,1749.0,1678.0,1606.0,1560.0,1517.0,1448.0,1390.0
0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,6.0,7.0,7.0,9.0,11.0,10.0,12.0,15.0,15.0,19.0,20.0,22.0,25.0,28.0,30.0,36.0,42.0,50.0,65.0,69.0,81.0,104.0,122.0,147.0,172.0,190.0,214.0,233.0,246.0,273.0,273.0,277.0,287.0,285.0,285.0,290.0,296.0,307.0,303.0,302.0,300.0,294.0,290.0,282.0,272.0,267.0,262.0,259.0,249.0,244.0,241.0,232.0,221.0,215.0
0.0,0.0,0.0,0.0,1.0,2.0,2.0,3.0,4.0,6.0,7.0,9.0,10.0,9.0,12.0,14.0,15.0,16.0,18.0,20.0,25.0,26.0,27.0,31.0,33.0,36.0,40.0,45.0,48.0,57.0,63.0,70.0,76.0,82.0,84.0,82.0,98.0,113.0,120.0,130.0,143.0,152.0,169.0,186.0,195.0,209.0,216.0,224.0,230.0,241.0,237.0,247.0,239.0,243.0,245.0,242.0,237.0,226.0,224.0,224.0,213.0,206.0,199.0,187.0,181.0,172.0,166.0,162.0,160.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,5.0,8.0,11.0,12.0,16.0,18.0,21.0,29.0,38.0,42.0,53.0,60.0,73.0,83.0,97.0,124.0,135.0,152.0,161.0,179.0,206.0,237.0,292.0,323.0,389.0,459.0,546.0,629.0,760.0,890.0,1022.0,1180.0,1307.0,1418.0,1546.0,1658.0,1753.0,1831.0,1892.0,1934.0,1943.0,1971.0,1959.0,1964.0,1939.0,1910.0,1875.0,1820.0,1767.0,1722.0,1676.0,1630.0,1582.0,1507.0,1459.0,1413.0,1374.0,1319.0,1260.0
0.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,3.0,3.0,6.0,5.0,6.0,6.0,7.0,7.0,10.0,10.0,11.0,16.0,19.0,23.0,29.0,34.0,37.0,47.0,50.0,56.0,68.0,85.0,93.0,108.0,128.0,146.0,163.0,171.0,195.0,234.0,268.0,306.0,338.0,359.0,410.0,459.0,471.0,490.0,525.0,558.0,577.0,587.0,605.0,595.0,614.0,608.0,600.0,591.0,578.0,574.0,577.0,569.0,564.0,538.0,504.0,481.0,464.0,462.0,447.0,427.0,409.0
0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,5.0,7.0,8.0,10.0,9.0,8.0,11.0,13.0,15.0,18.0,17.0,21.0,25.0,25.0,29.0,35.0,40.0,48.0,54.0,61.0,67.0,66.0,75.0,89.0,111.0,135.0,165.0,202.0,227.0,254.0,293.0,337.0,388.0,434.0,492.0,530.0,585.0,640.0,666.0,692.0,718.0,732.0,738.0,747.0,738.0,733.0,714.0,708.0,691.0,685.0,650.0,631.0,632.0,617.0,598.0,571.0,555.0,533.0,514.0,497.0,464.0
0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,5.0,7.0,7.0,10.0,10.0,12.0,15.0,18.0,21.0,24.0,30.0,33.0,35.0,38.0,48.0,50.0,61.0,72.0,86.0,97.0,111.0,127.0,140.0,159.0,177.0,210.0,257.0,300.0,346.0,409.0,480.0,580.0,652.0,745.0,828.0,898.0,993.0,1057.0,1125.0,1168.0,1208.0,1236.0,1242.0,1241.0,1247.0,1241.0,1238.0,1232.0,1209.0,1193.0,1144.0,1133.0,1111.0,1079.0,1036.0,1003.0,964.0,924.0,895.0,859.0,818.0
0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,4.0,5.0,8.0,10.0,10.0,16.0,18.0,20.0,28.0,30.0,39.0,40.0,39.0,44.0,50.0,51.0,56.0,67.0,70.0,77.0,89.0,105.0,127.0,146.0,173.0,208.0,249.0,281.0,322.0,374.0,430.0,480.0,531.0,569.0,613.0,651.0,668.0,702.0,716.0,740.0,759.0,761.0,754.0,760.0,742.0,733.0,702.0,677.0,672.0,668.0,662.0,646.0,617.0,592.0,585.0,559.0,540.0,513.0,493.0
0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,3.0,4.0,8.0,7.0,9.0,11.0,14.0,16.0,16.0,16.0,18.0,19.0,22.0,26.0,26.0,33.0,39.0,44.0,51.0,55.0,70.0,85.0,94.0,97.0,111.0,136.0,159.0,180.0,206.0,232.0,274.0,311.0,348.0,386.0,436.0,467.0,512.0,535.0,551.0,575.0,587.0,593.0,603.0,598.0,604.0,591.0,585.0,577.0,568.0,547.0,546.0,537.0,524.0,505.0,494.0,480.0,463.0,438.0,422.0,399.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,5.0,5.0,6.0,6.0,6.0,7.0,9.0,9.0,10.0,10.0,11.0,11.0,11.0,13.0,13.0,12.0,14.0,14.0,17.0,18.0,22.0,25.0,27.0,27.0,33.0,40.0,50.0,59.0,66.0,80.0,94.0,112.0,128.0,136.0,158.0,169.0,187.0,196.0,215.0,224.0,234.0,245.0,247.0,247.0,252.0,245.0,243.0,236.0,233.0,228.0,224.0,219.0,205.0,203.0,200.0,194.0,191.0,189.0,189.0,180.0,169.0
0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,4.0,5.0,5.0,7.0,9.0,12.0,15.0,17.0,22.0,29.0,35.0,45.0,53.0,57.0,66.0,78.0,80.0,99.0,110.0,126.0,162.0,180.0,202.0,234.0,295.0,336.0,391.0,442.0,536.0,608.0,718.0,851.0,967.0,1126.0,1248.0,1375.0,1483.0,1613.0,1701.0,1762.0,1779.0,1791.0,1800.0,1789.0,1780.0,1779.0,1774.0,1736.0,1702.0,1677.0,1645.0,1622.0,1592.0,1534.0,1462.0,1424.0,1376.0,1342.0,1297.0,1242.0,1192.0
