5.0,6.0,7.0,7.0,8.0,6.0,7.0,7.0,8.0,12.0,12.0,14.0,16.0,15.0,17.0,21.0,21.0,24.0,25.0,27.0,31.0,36.0,42.0,45.0,58.0,66.0,70.0,73.0,92.0,109.0,126.0,150.0,162.0,178.0,198.0,228.0,268.0,289.0,289.0,262.0,235.0,227.0,195.0,175.0,154.0,141.0,136.0,121.0,104.0,84.0,69.0,58.0,53.0,45.0,38.0,33.0,29.0,23.0,26.0,25.0,26.0,22.0,19.0,16.0,14.0,12.0,9.0,10.0,6.0
5.0,8.0,9.0,8.0,12.0,18.0,23.0,29.0,34.0,40.0,47.0,53.0,61.0,63.0,71.0,81.0,91.0,114.0,125.0,140.0,154.0,164.0,184.0,208.0,220.0,247.0,288.0,314.0,368.0,421.0,468.0,518.0,594.0,705.0,803.0,905.0,1012.0,1165.0,1100.0,994.0,867.0,778.0,698.0,630.0,593.0,532.0,503.0,482.0,421.0,373.0,339.0,292.0,276.0,253.0,232.0,204.0,164.0,149.0,134.0,122.0,112.0,92.0,87.0,82.0,73.0,70.0,56.0,45.0,43.0
5.0,5.0,5.0,4.0,4.0,4.0,3.0,3.0,3.0,5.0,5.0,4.0,5.0,8.0,6.0,10.0,11.0,10.0,13.0,11.0,11.0,16.0,19.0,22.0,24.0,31.0,36.0,45.0,62.0,70.0,75.0,95.0,99.0,109.0,114.0,130.0,160.0,180.0,170.0,151.0,147.0,124.0,113.0,98.0,90.0,89.0,76.0,66.0,59.0,61.0,57.0,55.0,49.0,48.0,41.0,36.0,32.0,29.0,28.0,29.0,25.0,27.0,25.0,20.0,18.0,16.0,11.0,7.0,6.0
5.0,6.0,6.0,7.0,7.0,7.0,8.0,9.0,12.0,15.0,17.0,21.0,27.0,34.0,37.0,46.0,48.0,57.0,61.0,74.0,98.0,99.0,110.0,133.0,171.0,199.0,224.0,262.0,317.0,359.0,397.0,437.0,506.0,562.0,635.0,689.0,773.0,874.0,819.0,740.0,654.0,600.0,521.0,478.0,413.0,371.0,339.0,287.0,270.0,253.0,221.0,190.0,163.0,142.0,114.0,104.0,99.0,92.0,89.0,87.0,81.0,79.0,64.0,55.0,43.0,37.0,34.0,31.0,30.0
5.0,6.0,9.0,10.0,9.0,7.0,7.0,7.0,8.0,6.0,6.0,6.0,11.0,13.0,12.0,16.0,19.0,19.0,23.0,37.0,44.0,48.0,48.0,57.0,63.0,65.0,71.0,77.0,79.0,97.0,107.0,118.0,130.0,157.0,168.0,186.0,201.0,233.0,227.0,212.0,191.0,171.0,157.0,131.0,103.0,91.0,77.0,61.0,62.0,56.0,49.0,43.0,35.0,31.0,25.0,23.0,17.0,13.0,13.0,10.0,8.0,9.0,9.0,6.0,5.0,4.0,2.0,1.0,1.0
5.0,5.0,6.0,6.0,6.0,7.0,8.0,9.0,9.0,10.0,8.0,12.0,15.0,21.0,24.0,28.0,36.0,33.0,39.0,48.0,57.0,66.0,69.0,74.0,72.0,91.0,98.0,112.0,124.0,131.0,147.0,153.0,171.0,193.0,228.0,267.0,303.0,343.0,340.0,315.0,293.0,256.0,228.0,190.0,170.0,144.0,132.0,117.0,102.0,91.0,81.0,72.0,57.0,54.0,48.0,48.0,44.0,41.0,39.0,33.0,29.0,20.0,16.0,9.0,7.0,7.0,10.0,9.0,8.0
5.0,6.0,6.0,9.0,13.0,15.0,16.0,21.0,23.0,24.0,27.0,34.0,39.0,46.0,47.0,51.0,70.0,81.0,95.0,113.0,118.0,132.0,130.0,155.0,172.0,208.0,228.0,286.0,331.0,382.0,438.0,490.0,558.0,661.0,737.0,835.0,972.0,1125.0,1077.0,997.0,915.0,810.0,720.0,645.0,584.0,508.0,450.0,407.0,356.0,296.0,276.0,240.0,205.0,192.0,167.0,157.0,145.0,143.0,124.0,108.0,96.0,85.0,80.0,64.0,55.0,50.0,45.0,45.0,41.0
5.0,6.0,5.0,7.0,8.0,7.0,10.0,8.0,11.0,12.0,12.0,9.0,12.0,13.0,19.0,20.0,27.0,33.0,39.0,42.0,47.0,43.0,45.0,51.0,59.0,63.0,83.0,103.0,114.0,127.0,146.0,165.0,184.0,207.0,228.0,268.0,304.0,359.0,351.0,345.0,303.0,274.0,240.0,219.0,205.0,198.0,182.0,166.0,154.0,136.0,122.0,123.0,115.0,111.0,105.0,80.0,67.0,60.0,43.0,40.0,30.0,29.0,29.0,26.0,22.0,20.0,14.0,13.0,10.0
5.0,6.0,7.0,8.0,8.0,11.0,8.0,12.0,14.0,15.0,14.0,16.0,21.0,28.0,30.0,28.0,35.0,46.0,51.0,61.0,63.0,72.0,82.0,78.0,87.0,90.0,102.0,113.0,129.0,147.0,159.0,178.0,194.0,220.0,242.0,282.0,315.0,370.0,343.0,324.0,286.0,257.0,236.0,207.0,180.0,161.0,157.0,138.0,119.0,106.0,100.0,98.0,90.0,85.0,78.0,66.0,56.0,52.0,39.0,33.0,29.0,29.0,24.0,22.0,24.0,21.0,22.0,20.0,21.0
5.0,7.0,8.0,12.0,9.0,10.0,14.0,13.0,15.0,23.0,29.0,31.0,36.0,41.0,49.0,49.0,67.0,71.0,83.0,94.0,94.0,106.0,117.0,135.0,159.0,187.0,219.0,251.0,282.0,315.0,367.0,421.0,464.0,540.0,616.0,702.0,778.0,888.0,853.0,803.0,733.0,642.0,569.0,527.0,477.0,431.0,374.0,362.0,319.0,283.0,263.0,226.0,194.0,172.0,157.0,144.0,135.0,117.0,110.0,101.0,84.0,70.0,63.0,58.0,57.0,53.0,42.0,36.0,37.0
5.0,7.0,8.0,11.0,11.0,12.0,13.0,14.0,16.0,17.0,17.0,20.0,23.0,25.0,31.0,33.0,36.0,45.0,48.0,50.0,51.0,58.0,73.0,81.0,94.0,101.0,118.0,138.0,154.0,172.0,213.0,231.0,268.0,284.0,307.0,352.0,393.0,439.0,423.0,409.0,373.0,323.0,295.0,275.0,245.0,233.0,210.0,197.0,174.0,158.0,139.0,117.0,116.0,109.0,100.0,81.0,74.0,59.0,49.0,42.0,43.0,36.0,40.0,34.0,30.0,27.0,26.0,21.0,19.0
5.0,7.0,7.0,9.0,6.0,6.0,10.0,14.0,14.0,14.0,17.0,18.0,19.0,21.0,21.0,29.0,34.0,41.0,48.0,47.0,52.0,53.0,64.0,73.0,76.0,85.0,94.0,106.0,122.0,135.0,154.0,152.0,158.0,187.0,202.0,239.0,263.0,279.0,265.0,244.0,230.0,219.0,193.0,166.0,149.0,144.0,129.0,116.0,100.0,82.0,72.0,66.0,58.0,52.0,45.0,33.0,33.0,32.0,22.0,20.0,18.0,15.0,12.0,12.0,10.0,10.0,11.0,7.0,7.0
5.0,6.0,7.0,8.0,8.0,5.0,7.0,6.0,5.0,7.0,9.0,11.0,10.0,10.0,11.0,11.0,9.0,8.0,11.0,12.0,15.0,19.0,25.0,30.0,35.0,46.0,52.0,66.0,75.0,87.0,105.0,125.0,136.0,149.0,182.0,196.0,219.0,245.0,238.0,221.0,195.0,179.0,164.0,141.0,127.0,106.0,90.0,84.0,74.0,66.0,56.0,45.0,41.0,38.0,40.0,31.0,28.0,24.0,25.0,19.0,19.0,12.0,11.0,13.0,10.0,11.0,6.0,4.0,5.0
