5.0,6.0,7.0,7.0,8.0,6.0,7.0,7.0,8.0,12.0,12.0,13.0,14.0,15.0,15.0,19.0,21.0,20.0,23.0,31.0,30.0,32.0,31.0,36.0,51.0,59.0,64.0,68.0,79.0,100.0,131.0,154.0,179.0,180.0,214.0,252.0,279.0,320.0,359.0,424.0,474.0,533.0,607.0,683.0,802.0,941.0,1080.0,1237.0,1426.0,1646.0,1901.0,2152.0,2438.0,2782.0,3152.0,3635.0,3451.0,3173.0,2808.0,2478.0,2185.0,1960.0,1772.0,1621.0,1494.0,1365.0,1211.0,1091.0,1010.0,882.0,782.0,709.0,627.0,573.0,537.0,485.0,429.0,401.0,368.0,311.0,283.0,267.0,235.0,223.0,212.0,195.0,176.0
5.0,8.0,9.0,8.0,12.0,18.0,23.0,29.0,34.0,40.0,47.0,55.0,67.0,65.0,78.0,92.0,99.0,113.0,139.0,151.0,168.0,184.0,213.0,267.0,302.0,349.0,392.0,465.0,527.0,638.0,717.0,813.0,898.0,1016.0,1161.0,1317.0,1499.0,1703.0,1961.0,2255.0,2584.0,2939.0,3277.0,3727.0,4207.0,4819.0,5568.0,6319.0,7184.0,8109.0,9115.0,10313.0,11620.0,13183.0,14897.0,16632.0,15660.0,14511.0,13024.0,11495.0,10063.0,8917.0,8018.0,7293.0,6507.0,5840.0,5253.0,4699.0,4176.0,3691.0,3278.0,2860.0,2581.0,2315.0,2086.0,1820.0,1582.0,1395.0,1251.0,1118.0,1011.0,899.0,778.0,708.0,591.0,534.0,500.0
5.0,5.0,5.0,4.0,4.0,4.0,3.0,3.0,3.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,6.0,6.0,7.0,9.0,9.0,8.0,5.0,7.0,10.0,12.0,12.0,12.0,13.0,13.0,17.0,22.0,25.0,25.0,26.0,29.0,40.0,42.0,48.0,63.0,75.0,89.0,101.0,112.0,123.0,148.0,168.0,195.0,194.0,211.0,248.0,282.0,327.0,364.0,399.0,387.0,351.0,314.0,267.0,249.0,231.0,204.0,187.0,171.0,142.0,123.0,105.0,100.0,90.0,86.0,82.0,78.0,67.0,60.0,40.0,35.0,27.0,23.0,18.0,18.0,18.0,15.0,10.0,11.0,10.0,13.0
5.0,6.0,6.0,7.0,7.0,7.0,8.0,9.0,12.0,15.0,17.0,21.0,27.0,34.0,37.0,46.0,48.0,57.0,63.0,72.0,93.0,106.0,119.0,139.0,163.0,173.0,194.0,230.0,262.0,279.0,318.0,365.0,426.0,475.0,536.0,648.0,745.0,876.0,1007.0,1166.0,1380.0,1590.0,1772.0,2034.0,2343.0,2710.0,3042.0,3478.0,3935.0,4498.0,5192.0,5867.0,6659.0,7533.0,8549.0,9705.0,9194.0,8494.0,7635.0,6752.0,6090.0,5466.0,4903.0,4379.0,3967.0,3595.0,3291.0,2991.0,2689.0,2412.0,2115.0,1892.0,1687.0,1515.0,1362.0,1222.0,1117.0,1004.0,891.0,812.0,720.0,665.0,588.0,512.0,457.0,395.0,357.0
5.0,6.0,9.0,10.0,9.0,7.0,7.0,7.0,8.0,7.0,9.0,9.0,10.0,11.0,10.0,9.0,15.0,13.0,16.0,18.0,24.0,26.0,31.0,39.0,38.0,39.0,40.0,45.0,53.0,57.0,73.0,83.0,102.0,116.0,123.0,142.0,171.0,188.0,223.0,248.0,282.0,337.0,411.0,465.0,531.0,591.0,662.0,768.0,863.0,990.0,1130.0,1294.0,1470.0,1730.0,2014.0,2335.0,2213.0,2049.0,1881.0,1680.0,1488.0,1322.0,1188.0,1086.0,975.0,914.0,829.0,715.0,636.0,584.0,513.0,468.0,419.0,382.0,347.0,320.0,280.0,250.0,225.0,206.0,190.0,171.0,156.0,146.0,124.0,111.0,101.0
5.0,5.0,6.0,6.0,6.0,7.0,10.0,12.0,11.0,16.0,17.0,19.0,26.0,25.0,30.0,36.0,42.0,47.0,53.0,58.0,68.0,73.0,78.0,95.0,116.0,126.0,152.0,177.0,196.0,224.0,249.0,276.0,303.0,337.0,380.0,449.0,530.0,601.0,712.0,814.0,945.0,1103.0,1260.0,1419.0,1615.0,1834.0,2066.0,2350.0,2704.0,3163.0,3616.0,4111.0,4797.0,5385.0,6065.0,6875.0,6507.0,6064.0,5421.0,4833.0,4341.0,3894.0,3500.0,3218.0,2925.0,2605.0,2334.0,2144.0,1942.0,1758.0,1575.0,1388.0,1209.0,1079.0,967.0,873.0,800.0,735.0,668.0,604.0,540.0,477.0,429.0,395.0,341.0,321.0,282.0
5.0,6.0,6.0,9.0,12.0,13.0,14.0,17.0,24.0,24.0,30.0,33.0,43.0,53.0,55.0,59.0,60.0,63.0,73.0,82.0,88.0,109.0,114.0,131.0,140.0,162.0,183.0,201.0,233.0,269.0,308.0,340.0,371.0,428.0,498.0,575.0,684.0,796.0,908.0,1061.0,1213.0,1353.0,1527.0,1737.0,1971.0,2294.0,2651.0,3056.0,3451.0,4000.0,4617.0,5261.0,6034.0,6954.0,7925.0,9046.0,8526.0,7805.0,6896.0,6069.0,5326.0,4781.0,4332.0,3935.0,3600.0,3237.0,2888.0,2602.0,2335.0,2093.0,1886.0,1694.0,1483.0,1334.0,1173.0,1068.0,965.0,867.0,774.0,696.0,606.0,561.0,493.0,430.0,365.0,341.0,304.0
5.0,6.0,5.0,7.0,8.0,7.0,10.0,8.0,11.0,13.0,16.0,16.0,22.0,31.0,35.0,37.0,40.0,46.0,52.0,50.0,59.0,57.0,66.0,76.0,79.0,88.0,94.0,98.0,125.0,146.0,164.0,190.0,213.0,234.0,255.0,301.0,363.0,418.0,485.0,563.0,626.0,708.0,818.0,931.0,1069.0,1229.0,1433.0,1604.0,1813.0,2099.0,2472.0,2832.0,3263.0,3745.0,4287.0,4959.0,4685.0,4351.0,3940.0,3466.0,3136.0,2840.0,2509.0,2269.0,2037.0,1845.0,1709.0,1568.0,1406.0,1289.0,1189.0,1079.0,978.0,849.0,749.0,678.0,614.0,545.0,479.0,420.0,387.0,357.0,312.0,263.0,231.0,193.0,181.0
5.0,6.0,7.0,8.0,8.0,11.0,8.0,12.0,14.0,15.0,14.0,16.0,21.0,28.0,30.0,29.0,38.0,52.0,57.0,76.0,89.0,109.0,128.0,148.0,174.0,190.0,230.0,262.0,299.0,308.0,345.0,389.0,459.0,515.0,570.0,666.0,751.0,850.0,952.0,1092.0,1257.0,1445.0,1636.0,1848.0,2069.0,2393.0,2736.0,3133.0,3558.0,4043.0,4541.0,5092.0,5820.0,6670.0,7551.0,8615.0,8170.0,7510.0,6726.0,5967.0,5283.0,4761.0,4341.0,3927.0,3513.0,3179.0,2868.0,2614.0,2348.0,2107.0,1885.0,1692.0,1528.0,1383.0,1252.0,1113.0,1001.0,907.0,827.0,752.0,660.0,612.0,563.0,496.0,430.0,382.0,326.0
5.0,7.0,8.0,10.0,7.0,8.0,8.0,9.0,8.0,13.0,15.0,18.0,14.0,15.0,15.0,17.0,22.0,25.0,27.0,36.0,41.0,41.0,49.0,57.0,61.0,72.0,88.0,96.0,109.0,128.0,147.0,176.0,212.0,245.0,276.0,323.0,364.0,402.0,446.0,499.0,535.0,605.0,711.0,806.0,921.0,1002.0,1153.0,1314.0,1495.0,1774.0,2007.0,2301.0,2683.0,3050.0,3452.0,3960.0,3790.0,3571.0,3308.0,2898.0,2582.0,2315.0,2112.0,1914.0,1783.0,1636.0,1480.0,1323.0,1170.0,1039.0,889.0,778.0,705.0,647.0,574.0,527.0,476.0,430.0,370.0,340.0,312.0,267.0,238.0,210.0,198.0,187.0,172.0
