5.0,5.0,4.0,3.0,4.0,3.0,6.0,7.0,7.0,7.0,6.0,10.0,13.0,15.0,20.0,20.0,18.0,19.0,22.0,20.0,21.0,22.0,25.0,30.0,37.0,36.0,42.0,46.0,56.0,68.0,75.0,80.0,79.0,94.0,98.0,115.0,145.0,158.0,177.0,220.0,235.0,255.0,285.0,303.0,352.0,375.0,413.0,444.0,482.0,534.0,599.0,665.0,746.0,863.0,964.0,1067.0,1023.0,955.0,835.0,775.0,708.0,625.0,540.0,481.0,424.0,384.0,341.0,323.0,281.0,252.0,221.0,209.0,197.0,191.0,168.0,154.0,141.0,127.0,99.0,84.0,76.0,65.0,57.0,47.0,42.0,45.0,39.0,30.0,23.0
5.0,6.0,6.0,6.0,5.0,4.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,5.0,7.0,8.0,7.0,6.0,4.0,5.0,7.0,7.0,6.0,8.0,11.0,10.0,10.0,9.0,10.0,10.0,9.0,9.0,14.0,15.0,18.0,21.0,18.0,18.0,20.0,21.0,21.0,23.0,22.0,20.0,22.0,29.0,34.0,43.0,48.0,55.0,66.0,84.0,93.0,104.0,117.0,129.0,128.0,117.0,101.0,85.0,85.0,80.0,73.0,61.0,59.0,52.0,60.0,49.0,41.0,38.0,28.0,28.0,23.0,23.0,15.0,16.0,15.0,15.0,14.0,10.0,6.0,5.0,4.0,4.0,6.0,7.0,7.0,7.0,4.0
5.0,7.0,9.0,9.0,10.0,9.0,11.0,10.0,10.0,10.0,15.0,17.0,23.0,22.0,27.0,29.0,36.0,39.0,44.0,44.0,51.0,50.0,62.0,66.0,77.0,90.0,107.0,123.0,138.0,147.0,160.0,172.0,197.0,216.0,221.0,234.0,256.0,289.0,319.0,364.0,404.0,467.0,523.0,587.0,639.0,713.0,785.0,833.0,942.0,1038.0,1116.0,1243.0,1374.0,1545.0,1690.0,1909.0,1825.0,1734.0,1545.0,1382.0,1231.0,1124.0,994.0,909.0,839.0,773.0,665.0,568.0,491.0,448.0,417.0,368.0,329.0,296.0,280.0,238.0,226.0,196.0,180.0,165.0,138.0,126.0,103.0,92.0,79.0,69.0,56.0,44.0,39.0
5.0,6.0,4.0,5.0,4.0,5.0,6.0,9.0,10.0,13.0,15.0,21.0,23.0,25.0,29.0,26.0,28.0,35.0,36.0,38.0,39.0,45.0,53.0,48.0,55.0,50.0,58.0,69.0,78.0,86.0,89.0,104.0,106.0,112.0,130.0,141.0,173.0,212.0,251.0,261.0,301.0,352.0,411.0,468.0,523.0,585.0,637.0,743.0,833.0,943.0,1079.0,1211.0,1320.0,1395.0,1594.0,1788.0,1697.0,1572.0,1441.0,1273.0,1117.0,988.0,877.0,777.0,669.0,608.0,551.0,522.0,471.0,410.0,366.0,338.0,307.0,272.0,235.0,205.0,184.0,156.0,140.0,134.0,125.0,106.0,89.0,73.0,68.0,62.0,60.0,59.0,52.0
5.0,5.0,6.0,7.0,7.0,5.0,5.0,5.0,3.0,4.0,4.0,4.0,5.0,5.0,4.0,3.0,2.0,2.0,2.0,3.0,4.0,4.0,5.0,5.0,4.0,4.0,3.0,3.0,5.0,6.0,7.0,9.0,9.0,9.0,13.0,12.0,12.0,12.0,16.0,14.0,14.0,15.0,15.0,15.0,17.0,16.0,20.0,23.0,29.0,29.0,32.0,38.0,47.0,53.0,68.0,75.0,69.0,58.0,56.0,50.0,42.0,33.0,30.0,25.0,23.0,17.0,14.0,10.0,10.0,10.0,9.0,6.0,6.0,6.0,7.0,7.0,6.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
5.0,6.0,7.0,9.0,12.0,11.0,12.0,14.0,11.0,18.0,20.0,21.0,24.0,25.0,26.0,24.0,26.0,28.0,32.0,37.0,46.0,59.0,65.0,67.0,78.0,89.0,96.0,117.0,122.0,132.0,140.0,147.0,159.0,187.0,212.0,238.0,260.0,298.0,325.0,368.0,414.0,442.0,494.0,561.0,615.0,691.0,801.0,886.0,1030.0,1132.0,1241.0,1413.0,1568.0,1753.0,1925.0,2210.0,2116.0,1943.0,1748.0,1558.0,1404.0,1252.0,1148.0,1019.0,891.0,779.0,727.0,635.0,573.0,528.0,477.0,440.0,414.0,360.0,312.0,282.0,250.0,224.0,208.0,175.0,152.0,128.0,107.0,95.0,77.0,68.0,68.0,62.0,57.0
5.0,5.0,5.0,6.0,7.0,7.0,5.0,4.0,7.0,7.0,8.0,7.0,8.0,16.0,18.0,24.0,32.0,37.0,36.0,36.0,38.0,38.0,49.0,58.0,62.0,69.0,67.0,86.0,102.0,114.0,135.0,156.0,174.0,186.0,198.0,224.0,248.0,264.0,296.0,318.0,330.0,376.0,460.0,502.0,575.0,627.0,691.0,783.0,867.0,949.0,1052.0,1155.0,1265.0,1406.0,1583.0,1752.0,1669.0,1551.0,1420.0,1291.0,1163.0,1052.0,955.0,873.0,755.0,713.0,613.0,523.0,477.0,430.0,393.0,354.0,301.0,259.0,224.0,196.0,166.0,143.0,143.0,131.0,120.0,108.0,102.0,87.0,84.0,78.0,72.0,68.0,60.0
5.0,6.0,8.0,8.0,9.0,9.0,11.0,7.0,7.0,5.0,6.0,7.0,6.0,7.0,6.0,6.0,4.0,3.0,4.0,2.0,4.0,4.0,5.0,5.0,4.0,5.0,6.0,9.0,9.0,9.0,10.0,8.0,13.0,16.0,18.0,18.0,18.0,17.0,16.0,14.0,12.0,14.0,14.0,16.0,23.0,26.0,31.0,37.0,40.0,38.0,43.0,49.0,67.0,74.0,87.0,96.0,85.0,77.0,63.0,56.0,47.0,39.0,36.0,30.0,35.0,35.0,29.0,23.0,21.0,22.0,20.0,17.0,18.0,18.0,16.0,17.0,15.0,13.0,11.0,11.0,9.0,12.0,12.0,13.0,10.0,10.0,10.0,8.0,9.0
5.0,5.0,5.0,8.0,12.0,9.0,10.0,9.0,8.0,12.0,17.0,17.0,23.0,21.0,22.0,23.0,22.0,30.0,40.0,45.0,48.0,50.0,50.0,50.0,58.0,64.0,76.0,84.0,91.0,98.0,112.0,134.0,154.0,176.0,194.0,217.0,242.0,279.0,301.0,326.0,374.0,413.0,458.0,518.0,599.0,683.0,766.0,882.0,955.0,1034.0,1167.0,1298.0,1457.0,1582.0,1755.0,1976.0,1884.0,1735.0,1585.0,1409.0,1260.0,1136.0,1049.0,929.0,849.0,749.0,693.0,635.0,562.0,483.0,450.0,396.0,335.0,300.0,276.0,245.0,208.0,186.0,153.0,133.0,123.0,112.0,104.0,84.0,81.0,72.0,61.0,51.0,47.0
5.0,5.0,6.0,8.0,5.0,6.0,8.0,7.0,6.0,6.0,8.0,8.0,11.0,12.0,14.0,16.0,16.0,22.0,23.0,31.0,33.0,39.0,37.0,33.0,31.0,34.0,40.0,48.0,63.0,76.0,82.0,80.0,98.0,110.0,132.0,143.0,172.0,193.0,205.0,238.0,268.0,304.0,364.0,415.0,456.0,499.0,538.0,607.0,692.0,775.0,856.0,934.0,1003.0,1120.0,1255.0,1392.0,1343.0,1260.0,1144.0,1018.0,894.0,805.0,716.0,633.0,582.0,523.0,482.0,429.0,375.0,339.0,319.0,295.0,280.0,244.0,213.0,187.0,168.0,147.0,132.0,102.0,98.0,89.0,82.0,65.0,57.0,47.0,47.0,41.0,35.0
