0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,8.0,11.0,14.0,19.0,23.0,25.0,28.0,34.0,38.0,45.0,57.0,65.0,81.0,98.0,119.0,141.0,166.0,197.0,231.0,277.0,336.0,406.0,479.0,563.0,681.0,813.0,989.0,1175.0,1387.0,1655.0,1931.0,2228.0,2538.0,2906.0,3241.0,3596.0,3948.0,4330.0,4677.0,5046.0,5380.0,5711.0,6039.0,6377.0,6668.0,6978.0,7282.0,7563.0,7844.0,8109.0,8364.0,8584.0,8802.0,8997.0,9199.0,9383.0,9584.0,9767.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,8.0,10.0,12.0,13.0,16.0,21.0,28.0,36.0,45.0,56.0,66.0,91.0,110.0,136.0,164.0,207.0,245.0,303.0,366.0,440.0,524.0,622.0,743.0,889.0,1104.0,1320.0,1593.0,1909.0,2299.0,2767.0,3324.0,3919.0,4608.0,5365.0,6206.0,7070.0,8039.0,8956.0,9901.0,10838.0,11779.0,12669.0,13548.0,14416.0,15304.0,16144.0,16942.0,17753.0,18506.0,19233.0,19936.0,20642.0,21300.0,21939.0,22572.0,23183.0,23779.0,24283.0,24790.0,25275.0,25712.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,3.0,4.0,4.0,4.0,5.0,6.0,7.0,8.0,8.0,10.0,12.0,13.0,15.0,21.0,23.0,32.0,36.0,41.0,45.0,49.0,59.0,70.0,78.0,90.0,115.0,136.0,163.0,194.0,232.0,285.0,367.0,460.0,553.0,669.0,825.0,1001.0,1225.0,1490.0,1795.0,2148.0,2456.0,2829.0,3238.0,3608.0,3985.0,4390.0,4805.0,5198.0,5560.0,5924.0,6305.0,6662.0,6996.0,7334.0,7678.0,8000.0,8323.0,8615.0,8909.0,9171.0,9434.0,9715.0,9968.0,10191.0,10416.0,10617.0,10830.0
0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,6.0,8.0,10.0,13.0,14.0,17.0,19.0,21.0,24.0,29.0,34.0,42.0,48.0,60.0,68.0,81.0,110.0,130.0,162.0,197.0,237.0,299.0,353.0,421.0,516.0,616.0,716.0,892.0,1073.0,1320.0,1597.0,1934.0,2316.0,2794.0,3354.0,4021.0,4810.0,5726.0,6711.0,7792.0,8887.0,9989.0,11141.0,12300.0,13513.0,14620.0,15827.0,17024.0,18140.0,19259.0,20264.0,21277.0,22321.0,23289.0,24222.0,25123.0,25958.0,26770.0,27558.0,28287.0,28953.0,29655.0,30294.0,30927.0,31565.0,32107.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,4.0,4.0,7.0,7.0,11.0,14.0,18.0,18.0,19.0,23.0,32.0,37.0,48.0,54.0,69.0,88.0,112.0,136.0,159.0,195.0,225.0,271.0,348.0,420.0,501.0,597.0,723.0,863.0,1045.0,1231.0,1487.0,1778.0,2134.0,2563.0,3097.0,3659.0,4323.0,5088.0,5971.0,6866.0,7750.0,8681.0,9594.0,10522.0,11449.0,12297.0,13225.0,14068.0,14943.0,15760.0,16569.0,17355.0,18114.0,18830.0,19538.0,20227.0,20871.0,21468.0,22082.0,22662.0,23196.0,23694.0,24193.0,24661.0,25102.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,5.0,6.0,9.0,9.0,9.0,17.0,22.0,27.0,31.0,35.0,44.0,59.0,70.0,86.0,98.0,118.0,147.0,173.0,217.0,266.0,308.0,374.0,443.0,526.0,621.0,738.0,874.0,1045.0,1253.0,1498.0,1831.0,2209.0,2683.0,3149.0,3687.0,4298.0,4977.0,5568.0,6183.0,6797.0,7436.0,8104.0,8768.0,9395.0,10025.0,10665.0,11268.0,11870.0,12436.0,12979.0,13535.0,14068.0,14529.0,15014.0,15471.0,15916.0,16317.0,16723.0,17108.0,17445.0,17783.0,18080.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,5.0,6.0,7.0,10.0,11.0,11.0,11.0,12.0,13.0,14.0,18.0,22.0,25.0,29.0,35.0,42.0,49.0,65.0,73.0,87.0,108.0,126.0,150.0,172.0,212.0,251.0,293.0,355.0,434.0,534.0,655.0,785.0,934.0,1132.0,1369.0,1627.0,1895.0,2237.0,2549.0,2901.0,3254.0,3582.0,3943.0,4277.0,4629.0,4943.0,5273.0,5593.0,5911.0,6215.0,6522.0,6865.0,7164.0,7447.0,7751.0,7997.0,8239.0,8466.0,8732.0,8937.0,9113.0,9286.0,9477.0,9667.0
0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,4.0,5.0,6.0,6.0,6.0,8.0,9.0,10.0,16.0,19.0,24.0,33.0,39.0,46.0,54.0,68.0,87.0,108.0,140.0,160.0,183.0,220.0,243.0,312.0,374.0,450.0,530.0,637.0,752.0,905.0,1102.0,1329.0,1610.0,1935.0,2344.0,2817.0,3378.0,4034.0,4806.0,5755.0,6713.0,7804.0,8932.0,10005.0,11114.0,12328.0,13512.0,14600.0,15777.0,16919.0,17996.0,19072.0,20092.0,21060.0,22065.0,23002.0,23903.0,24736.0,25602.0,26423.0,27227.0,27933.0,28628.0,29277.0,29891.0,30473.0,31110.0,31671.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,5.0,8.0,10.0,15.0,17.0,18.0,23.0,27.0,34.0,44.0,49.0,60.0,77.0,94.0,121.0,146.0,177.0,216.0,261.0,328.0,394.0,457.0,561.0,668.0,778.0,921.0,1075.0,1302.0,1586.0,1906.0,2297.0,2754.0,3299.0,3994.0,4728.0,5694.0,6715.0,7802.0,9044.0,10315.0,11647.0,13006.0,14337.0,15682.0,16973.0,18286.0,19575.0,20833.0,22059.0,23255.0,24385.0,25522.0,26540.0,27616.0,28619.0,29551.0,30440.0,31360.0,32202.0,32988.0,33754.0,34490.0,35221.0,35882.0,36474.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,3.0,4.0,4.0,5.0,6.0,7.0,9.0,11.0,11.0,11.0,12.0,13.0,16.0,20.0,21.0,28.0,31.0,37.0,51.0,58.0,69.0,77.0,101.0,129.0,153.0,178.0,219.0,261.0,313.0,354.0,410.0,485.0,578.0,668.0,808.0,945.0,1151.0,1361.0,1631.0,1940.0,2327.0,2717.0,3156.0,3609.0,4066.0,4524.0,5007.0,5455.0,5948.0,6474.0,6932.0,7376.0,7839.0,8295.0,8724.0,9139.0,9556.0,9940.0,10309.0,10673.0,11060.0,11382.0,11708.0,12021.0,12310.0,12591.0,12883.0,13167.0,13425.0
