5.0,5.0,4.0,3.0,4.0,3.0,6.0,7.0,7.0,7.0,6.0,10.0,13.0,15.0,20.0,20.0,18.0,19.0,23.0,20.0,20.0,20.0,18.0,19.0,19.0,25.0,28.0,31.0,30.0,30.0,33.0,38.0,42.0,41.0,49.0,63.0,67.0,81.0,95.0,93.0,100.0,108.0,125.0,134.0,151.0,178.0,202.0,231.0,259.0,257.0,229.0,207.0,189.0,170.0,147.0,124.0,115.0,98.0,78.0,69.0,65.0,61.0,54.0,52.0,44.0,35.0,33.0,29.0,28.0,20.0,16.0,14.0,14.0,12.0,12.0,10.0,12.0,9.0,7.0,6.0,5.0,5.0
5.0,6.0,6.0,6.0,5.0,4.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,5.0,7.0,8.0,7.0,6.0,4.0,5.0,7.0,7.0,7.0,8.0,12.0,13.0,13.0,13.0,13.0,18.0,21.0,22.0,24.0,23.0,26.0,25.0,22.0,24.0,22.0,25.0,28.0,36.0,43.0,44.0,46.0,45.0,44.0,43.0,57.0,51.0,51.0,51.0,44.0,43.0,39.0,36.0,38.0,32.0,28.0,22.0,18.0,16.0,15.0,13.0,12.0,9.0,11.0,6.0,6.0,8.0,8.0,9.0,7.0,7.0,5.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0
5.0,7.0,9.0,9.0,11.0,9.0,9.0,7.0,6.0,4.0,7.0,9.0,8.0,12.0,12.0,12.0,14.0,14.0,18.0,21.0,22.0,24.0,30.0,31.0,37.0,40.0,40.0,40.0,56.0,65.0,75.0,90.0,103.0,111.0,124.0,132.0,148.0,168.0,171.0,197.0,214.0,250.0,247.0,271.0,310.0,342.0,402.0,453.0,516.0,471.0,433.0,372.0,318.0,310.0,283.0,254.0,217.0,200.0,188.0,169.0,143.0,129.0,114.0,99.0,84.0,82.0,68.0,61.0,60.0,51.0,42.0,35.0,27.0,22.0,21.0,20.0,19.0,19.0,17.0,16.0,11.0,9.0
5.0,6.0,4.0,6.0,6.0,9.0,14.0,15.0,18.0,22.0,22.0,23.0,26.0,30.0,30.0,35.0,43.0,42.0,42.0,49.0,55.0,59.0,71.0,84.0,90.0,112.0,134.0,148.0,168.0,186.0,210.0,241.0,263.0,290.0,318.0,353.0,402.0,438.0,482.0,551.0,647.0,714.0,795.0,884.0,1008.0,1092.0,1228.0,1399.0,1562.0,1523.0,1391.0,1268.0,1102.0,978.0,866.0,772.0,725.0,648.0,602.0,555.0,480.0,431.0,370.0,314.0,289.0,251.0,237.0,216.0,193.0,165.0,154.0,141.0,125.0,117.0,109.0,94.0,78.0,71.0,56.0,53.0,51.0,42.0
5.0,5.0,6.0,7.0,7.0,5.0,5.0,5.0,3.0,4.0,4.0,4.0,5.0,5.0,4.0,3.0,2.0,2.0,2.0,3.0,4.0,4.0,5.0,5.0,4.0,7.0,7.0,8.0,11.0,14.0,16.0,17.0,18.0,20.0,22.0,28.0,25.0,38.0,42.0,46.0,56.0,51.0,50.0,58.0,61.0,70.0,78.0,93.0,105.0,101.0,89.0,87.0,69.0,63.0,50.0,40.0,35.0,31.0,28.0,22.0,21.0,19.0,17.0,17.0,16.0,17.0,13.0,8.0,7.0,6.0,5.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,1.0,1.0
5.0,6.0,7.0,9.0,13.0,13.0,12.0,18.0,16.0,15.0,17.0,18.0,20.0,22.0,23.0,16.0,16.0,16.0,20.0,22.0,24.0,28.0,34.0,36.0,46.0,52.0,47.0,63.0,80.0,87.0,101.0,102.0,114.0,118.0,143.0,157.0,173.0,202.0,229.0,274.0,327.0,373.0,410.0,438.0,489.0,550.0,615.0,665.0,760.0,739.0,695.0,653.0,596.0,541.0,479.0,419.0,376.0,328.0,311.0,295.0,265.0,227.0,208.0,176.0,158.0,137.0,135.0,129.0,113.0,100.0,77.0,64.0,63.0,60.0,57.0,54.0,43.0,45.0,43.0,36.0,36.0,29.0
5.0,5.0,5.0,7.0,8.0,7.0,6.0,4.0,5.0,6.0,7.0,8.0,12.0,13.0,14.0,14.0,17.0,20.0,23.0,28.0,34.0,37.0,37.0,36.0,48.0,57.0,68.0,79.0,95.0,114.0,116.0,123.0,143.0,158.0,183.0,206.0,230.0,257.0,292.0,339.0,374.0,432.0,492.0,561.0,608.0,692.0,779.0,856.0,988.0,949.0,878.0,796.0,715.0,651.0,573.0,518.0,463.0,430.0,400.0,365.0,333.0,281.0,262.0,235.0,214.0,189.0,160.0,131.0,116.0,94.0,85.0,85.0,79.0,77.0,75.0,64.0,58.0,51.0,46.0,45.0,40.0,34.0
5.0,6.0,8.0,8.0,9.0,9.0,12.0,9.0,10.0,10.0,17.0,25.0,28.0,31.0,35.0,37.0,42.0,44.0,51.0,50.0,56.0,61.0,64.0,79.0,92.0,107.0,118.0,131.0,153.0,154.0,160.0,174.0,198.0,211.0,251.0,297.0,345.0,400.0,456.0,493.0,539.0,609.0,675.0,738.0,837.0,946.0,1064.0,1171.0,1316.0,1242.0,1146.0,1023.0,913.0,800.0,735.0,650.0,583.0,536.0,487.0,445.0,406.0,362.0,327.0,300.0,256.0,220.0,183.0,175.0,156.0,140.0,121.0,105.0,102.0,90.0,80.0,68.0,53.0,47.0,38.0,33.0,34.0,29.0
5.0,5.0,5.0,8.0,8.0,5.0,8.0,8.0,7.0,7.0,7.0,6.0,5.0,6.0,8.0,11.0,12.0,13.0,15.0,17.0,21.0,24.0,27.0,27.0,35.0,45.0,50.0,69.0,83.0,96.0,98.0,97.0,114.0,125.0,132.0,155.0,179.0,201.0,218.0,236.0,277.0,301.0,327.0,359.0,410.0,441.0,505.0,571.0,671.0,651.0,585.0,537.0,484.0,454.0,419.0,364.0,332.0,295.0,257.0,218.0,201.0,171.0,153.0,131.0,117.0,105.0,108.0,93.0,80.0,66.0,62.0,50.0,44.0,42.0,38.0,32.0,29.0,30.0,28.0,26.0,21.0,21.0
5.0,5.0,6.0,8.0,5.0,6.0,8.0,7.0,6.0,6.0,8.0,11.0,16.0,18.0,19.0,18.0,20.0,25.0,30.0,37.0,40.0,38.0,37.0,41.0,50.0,56.0,54.0,66.0,73.0,87.0,97.0,117.0,141.0,168.0,191.0,201.0,209.0,237.0,273.0,301.0,354.0,375.0,402.0,424.0,456.0,515.0,574.0,658.0,745.0,706.0,643.0,548.0,507.0,458.0,422.0,388.0,357.0,320.0,298.0,261.0,244.0,221.0,198.0,169.0,148.0,134.0,119.0,103.0,96.0,83.0,69.0,53.0,45.0,47.0,53.0,46.0,41.0,39.0,37.0,37.0,26.0,18.0
5.0,8.0,8.0,10.0,9.0,13.0,20.0,18.0,21.0,23.0,24.0,25.0,31.0,33.0,41.0,43.0,48.0,51.0,55.0,61.0,72.0,82.0,92.0,98.0,113.0,127.0,158.0,170.0,189.0,197.0,205.0,219.0,226.0,258.0,299.0,325.0,370.0,424.0,497.0,561.0,625.0,711.0,755.0,835.0,954.0,1086.0,1185.0,1324.0,1490.0,1427.0,1324.0,1181.0,1035.0,931.0,822.0,733.0,658.0,605.0,542.0,494.0,414.0,354.0,302.0,282.0,264.0,247.0,216.0,198.0,175.0,153.0,142.0,113.0,106.0,97.0,87.0,86.0,80.0,70.0,62.0,52.0,43.0,45.0
5.0,7.0,9.0,9.0,8.0,8.0,12.0,12.0,16.0,17.0,19.0,16.0,17.0,16.0,16.0,20.0,24.0,27.0,38.0,37.0,44.0,48.0,49.0,47.0,46.0,55.0,62.0,75.0,80.0,93.0,90.0,92.0,106.0,118.0,123.0,139.0,166.0,187.0,216.0,256.0,276.0,308.0,339.0,391.0,452.0,542.0,611.0,665.0,743.0,691.0,631.0,583.0,541.0,472.0,435.0,405.0,358.0,335.0,313.0,283.0,242.0,212.0,192.0,169.0,150.0,127.0,109.0,90.0,86.0,68.0,54.0,45.0,44.0,39.0,36.0,35.0,41.0,36.0,35.0,33.0,25.0,23.0
5.0,7.0,9.0,14.0,17.0,18.0,23.0,18.0,22.0,20.0,20.0,24.0,27.0,36.0,44.0,46.0,49.0,54.0,69.0,79.0,90.0,88.0,106.0,107.0,113.0,132.0,150.0,172.0,186.0,197.0,233.0,278.0,305.0,352.0,378.0,412.0,460.0,516.0,558.0,627.0,686.0,778.0,837.0,955.0,1065.0,1211.0,1386.0,1538.0,1687.0,1557.0,1437.0,1322.0,1209.0,1090.0,975.0,837.0,758.0,679.0,580.0,520.0,461.0,426.0,393.0,347.0,319.0,293.0,264.0,231.0,197.0,172.0,158.0,139.0,125.0,113.0,104.0,96.0,87.0,75.0,66.0,52.0,45.0,36.0
5.0,7.0,8.0,11.0,11.0,13.0,15.0,17.0,24.0,24.0,19.0,21.0,22.0,25.0,27.0,30.0,37.0,42.0,49.0,61.0,67.0,86.0,98.0,112.0,133.0,161.0,184.0,198.0,225.0,252.0,290.0,322.0,347.0,373.0,411.0,473.0,521.0,584.0,651.0,725.0,827.0,934.0,1073.0,1171.0,1318.0,1500.0,1666.0,1911.0,2117.0,2016.0,1894.0,1682.0,1464.0,1294.0,1160.0,1046.0,944.0,860.0,786.0,720.0,641.0,589.0,512.0,455.0,393.0,350.0,297.0,255.0,215.0,198.0,185.0,164.0,145.0,127.0,106.0,96.0,94.0,87.0,72.0,71.0,66.0,59.0
5.0,8.0,11.0,12.0,13.0,17.0,16.0,19.0,18.0,21.0,25.0,28.0,33.0,38.0,42.0,47.0,45.0,48.0,43.0,47.0,51.0,60.0,67.0,78.0,85.0,99.0,114.0,114.0,123.0,131.0,147.0,160.0,182.0,211.0,228.0,246.0,294.0,331.0,366.0,402.0,451.0,487.0,551.0,628.0,708.0,805.0,921.0,1065.0,1173.0,1119.0,1004.0,917.0,827.0,714.0,664.0,605.0,535.0,485.0,437.0,394.0,357.0,323.0,292.0,258.0,238.0,203.0,180.0,165.0,141.0,109.0,92.0,92.0,83.0,83.0,68.0,57.0,50.0,40.0,38.0,29.0,29.0,26.0
5.0,7.0,10.0,11.0,12.0,14.0,14.0,15.0,18.0,19.0,23.0,23.0,25.0,31.0,35.0,36.0,41.0,43.0,46.0,49.0,51.0,57.0,56.0,65.0,71.0,73.0,85.0,116.0,127.0,156.0,183.0,208.0,223.0,250.0,273.0,298.0,333.0,369.0,423.0,486.0,552.0,614.0,695.0,768.0,886.0,978.0,1092.0,1217.0,1345.0,1278.0,1186.0,1053.0,907.0,819.0,772.0,713.0,615.0,562.0,496.0,450.0,408.0,379.0,342.0,323.0,294.0,265.0,221.0,211.0,193.0,170.0,160.0,143.0,118.0,108.0,91.0,85.0,86.0,73.0,65.0,50.0,42.0,48.0
5.0,6.0,7.0,6.0,8.0,10.0,10.0,15.0,14.0,16.0,15.0,14.0,22.0,22.0,25.0,27.0,27.0,30.0,37.0,43.0,47.0,58.0,57.0,67.0,80.0,97.0,113.0,127.0,140.0,152.0,168.0,187.0,201.0,234.0,274.0,304.0,356.0,408.0,460.0,510.0,581.0,653.0,718.0,809.0,876.0,1027.0,1181.0,1322.0,1517.0,1452.0,1331.0,1188.0,1043.0,914.0,828.0,734.0,661.0,626.0,569.0,516.0,498.0,459.0,418.0,369.0,339.0,310.0,279.0,240.0,215.0,186.0,164.0,142.0,139.0,123.0,106.0,93.0,81.0,72.0,59.0,58.0,47.0,37.0
5.0,5.0,6.0,5.0,4.0,4.0,4.0,3.0,5.0,10.0,12.0,10.0,16.0,18.0,19.0,21.0,19.0,20.0,26.0,27.0,38.0,51.0,69.0,83.0,91.0,99.0,101.0,109.0,113.0,120.0,143.0,168.0,187.0,206.0,225.0,226.0,260.0,271.0,296.0,349.0,387.0,443.0,483.0,538.0,601.0,659.0,728.0,831.0,924.0,865.0,803.0,714.0,638.0,575.0,493.0,455.0,424.0,386.0,359.0,297.0,292.0,252.0,221.0,199.0,167.0,139.0,128.0,122.0,106.0,106.0,97.0,95.0,93.0,87.0,84.0,71.0,55.0,51.0,51.0,40.0,34.0,31.0
5.0,7.0,7.0,9.0,10.0,13.0,16.0,14.0,16.0,13.0,18.0,18.0,22.0,24.0,28.0,28.0,41.0,52.0,62.0,77.0,79.0,83.0,91.0,97.0,104.0,100.0,113.0,122.0,142.0,168.0,206.0,243.0,267.0,288.0,320.0,346.0,403.0,455.0,530.0,600.0,665.0,781.0,850.0,966.0,1069.0,1221.0,1377.0,1544.0,1745.0,1657.0,1518.0,1369.0,1211.0,1088.0,988.0,907.0,791.0,714.0,638.0,565.0,522.0,487.0,443.0,394.0,368.0,323.0,285.0,235.0,216.0,199.0,173.0,157.0,144.0,132.0,124.0,100.0,94.0,71.0,65.0,54.0,50.0,39.0
