5.0,6.0,9.0,12.0,11.0,11.0,18.0,22.0,26.0,28.0,34.0,33.0,44.0,50.0,60.0,66.0,73.0,95.0,128.0,144.0,170.0,211.0,259.0,304.0,349.0,426.0,518.0,611.0,709.0,835.0,979.0,1148.0,1381.0,1675.0,2006.0,2412.0,2859.0,3371.0,4023.0,4651.0,5485.0,6500.0,7600.0,8957.0,10544.0,12326.0,14403.0,16820.0,19530.0,22480.0,25900.0,29750.0,33883.0,38462.0,43196.0,48127.0,53269.0,58476.0,53626.0,47690.0,40674.0,34147.0,28641.0,24228.0,20497.0,17524.0,15031.0,12857.0,10986.0,9361.0,7988.0,6780.0,5693.0,4772.0,4114.0,3468.0,2933.0,2493.0,2118.0,1797.0,1491.0,1274.0,1075.0,899.0,753.0,644.0,538.0,472.0,385.0,328.0,263.0,228.0,216.0,180.0,154.0,130.0,99.0
5.0,6.0,5.0,5.0,5.0,4.0,3.0,4.0,3.0,3.0,3.0,6.0,6.0,5.0,4.0,4.0,6.0,5.0,8.0,11.0,11.0,11.0,10.0,11.0,16.0,23.0,26.0,26.0,33.0,37.0,42.0,53.0,55.0,69.0,79.0,100.0,106.0,125.0,144.0,153.0,180.0,221.0,266.0,295.0,331.0,395.0,450.0,538.0,682.0,821.0,1017.0,1209.0,1429.0,1702.0,1984.0,2365.0,2814.0,3314.0,3149.0,2926.0,2585.0,2264.0,1994.0,1778.0,1602.0,1435.0,1268.0,1086.0,961.0,823.0,719.0,629.0,572.0,495.0,434.0,377.0,329.0,273.0,242.0,225.0,215.0,193.0,187.0,159.0,134.0,108.0,99.0,76.0,68.0,53.0,45.0,41.0,40.0,38.0,30.0,27.0,26.0
5.0,8.0,7.0,9.0,11.0,11.0,12.0,12.0,15.0,18.0,25.0,25.0,36.0,38.0,50.0,60.0,77.0,85.0,92.0,113.0,123.0,137.0,150.0,172.0,201.0,237.0,286.0,345.0,394.0,493.0,591.0,737.0,870.0,1025.0,1222.0,1413.0,1674.0,1963.0,2341.0,2727.0,3233.0,3807.0,4443.0,5257.0,6143.0,7322.0,8689.0,10256.0,11963.0,13939.0,16291.0,18845.0,21831.0,25123.0,28871.0,32617.0,37183.0,41939.0,39000.0,35076.0,30385.0,25893.0,22179.0,18993.0,16488.0,14277.0,12491.0,10898.0,9360.0,8089.0,6960.0,5968.0,5081.0,4350.0,3738.0,3168.0,2720.0,2318.0,1999.0,1698.0,1459.0,1207.0,1021.0,888.0,733.0,625.0,570.0,504.0,448.0,404.0,350.0,296.0,250.0,202.0,161.0,137.0,128.0
5.0,7.0,7.0,8.0,9.0,9.0,8.0,12.0,14.0,17.0,22.0,24.0,29.0,32.0,39.0,51.0,63.0,74.0,81.0,83.0,102.0,115.0,151.0,183.0,220.0,271.0,330.0,393.0,471.0,534.0,624.0,759.0,887.0,1073.0,1269.0,1530.0,1866.0,2179.0,2572.0,3059.0,3636.0,4230.0,4947.0,5789.0,6797.0,7960.0,9368.0,11052.0,13003.0,15210.0,17873.0,20666.0,23784.0,27250.0,31295.0,35499.0,40013.0,44950.0,41778.0,37321.0,32427.0,27788.0,23513.0,20172.0,17436.0,15097.0,13036.0,11185.0,9704.0,8407.0,7306.0,6254.0,5410.0,4559.0,3809.0,3199.0,2749.0,2304.0,2000.0,1714.0,1470.0,1229.0,1013.0,872.0,734.0,627.0,526.0,458.0,405.0,333.0,269.0,222.0,207.0,183.0,145.0,117.0,104.0
5.0,5.0,7.0,10.0,9.0,11.0,12.0,15.0,14.0,23.0,29.0,33.0,43.0,50.0,77.0,90.0,105.0,132.0,165.0,194.0,252.0,290.0,351.0,434.0,516.0,587.0,705.0,816.0,945.0,1104.0,1331.0,1593.0,1875.0,2272.0,2691.0,3195.0,3781.0,4472.0,5295.0,6242.0,7365.0,8627.0,10181.0,11922.0,13955.0,16183.0,18817.0,21778.0,24975.0,28518.0,32592.0,36805.0,41628.0,46605.0,51788.0,56973.0,62101.0,66904.0,60722.0,53228.0,45117.0,37587.0,31236.0,26117.0,22002.0,18781.0,15846.0,13572.0,11558.0,9799.0,8284.0,6935.0,5868.0,4895.0,4082.0,3393.0,2868.0,2377.0,2006.0,1624.0,1396.0,1157.0,952.0,818.0,682.0,539.0,467.0,378.0,314.0,257.0,207.0,169.0,151.0,131.0,112.0,95.0,82.0
5.0,6.0,6.0,7.0,8.0,9.0,15.0,17.0,24.0,31.0,37.0,36.0,47.0,61.0,71.0,77.0,98.0,115.0,129.0,152.0,181.0,235.0,261.0,311.0,368.0,430.0,528.0,604.0,756.0,912.0,1087.0,1325.0,1577.0,1850.0,2166.0,2632.0,3092.0,3646.0,4273.0,5020.0,5914.0,7107.0,8441.0,9976.0,11602.0,13487.0,15570.0,18032.0,20927.0,24138.0,27788.0,31881.0,36095.0,40759.0,45703.0,50925.0,56308.0,61821.0,56664.0,50022.0,42761.0,35822.0,29953.0,25090.0,21293.0,18229.0,15593.0,13397.0,11511.0,9858.0,8440.0,7152.0,6049.0,5060.0,4225.0,3473.0,2957.0,2488.0,2135.0,1767.0,1464.0,1218.0,1024.0,878.0,756.0,628.0,514.0,439.0,364.0,318.0,269.0,223.0,180.0,156.0,129.0,101.0,88.0
5.0,6.0,8.0,7.0,7.0,6.0,10.0,13.0,14.0,20.0,29.0,34.0,33.0,41.0,50.0,60.0,74.0,95.0,106.0,118.0,145.0,164.0,199.0,233.0,297.0,332.0,390.0,484.0,595.0,686.0,831.0,976.0,1171.0,1372.0,1643.0,1964.0,2283.0,2718.0,3192.0,3810.0,4482.0,5261.0,6223.0,7452.0,8744.0,10254.0,12034.0,14048.0,16276.0,18968.0,21924.0,25379.0,29046.0,33304.0,37470.0,42234.0,47196.0,52369.0,48271.0,43082.0,37113.0,31437.0,26354.0,22333.0,19157.0,16391.0,14113.0,12206.0,10473.0,8981.0,7666.0,6552.0,5596.0,4715.0,4020.0,3376.0,2840.0,2382.0,2094.0,1747.0,1461.0,1227.0,1026.0,870.0,757.0,645.0,563.0,472.0,384.0,323.0,261.0,208.0,180.0,154.0,132.0,105.0,88.0
5.0,5.0,6.0,6.0,4.0,8.0,8.0,8.0,9.0,11.0,12.0,14.0,13.0,11.0,16.0,27.0,36.0,46.0,58.0,66.0,73.0,92.0,101.0,132.0,163.0,189.0,224.0,273.0,327.0,378.0,461.0,568.0,703.0,851.0,1049.0,1249.0,1479.0,1811.0,2150.0,2528.0,2960.0,3495.0,4114.0,4877.0,5681.0,6795.0,8167.0,9647.0,11350.0,13325.0,15566.0,18089.0,20913.0,24085.0,27534.0,31638.0,35947.0,40595.0,37682.0,34010.0,29748.0,25292.0,21418.0,18348.0,15742.0,13610.0,11797.0,10258.0,8992.0,7792.0,6699.0,5821.0,4992.0,4267.0,3702.0,3122.0,2674.0,2234.0,1880.0,1618.0,1371.0,1185.0,1039.0,881.0,747.0,618.0,553.0,457.0,398.0,330.0,275.0,235.0,197.0,177.0,155.0,131.0,110.0
5.0,7.0,9.0,11.0,12.0,13.0,14.0,18.0,19.0,20.0,20.0,23.0,30.0,33.0,42.0,49.0,66.0,75.0,81.0,91.0,113.0,123.0,159.0,198.0,250.0,328.0,375.0,451.0,527.0,634.0,750.0,915.0,1083.0,1296.0,1522.0,1737.0,2077.0,2481.0,2900.0,3443.0,4016.0,4722.0,5582.0,6556.0,7773.0,9120.0,10733.0,12536.0,14746.0,17198.0,20089.0,23146.0,26460.0,30300.0,34659.0,39202.0,44029.0,49107.0,45387.0,40552.0,35008.0,29702.0,25103.0,21280.0,18387.0,15956.0,13737.0,11935.0,10239.0,8804.0,7497.0,6397.0,5513.0,4722.0,3987.0,3356.0,2846.0,2378.0,1999.0,1678.0,1417.0,1251.0,1035.0,870.0,725.0,585.0,496.0,409.0,358.0,300.0,262.0,221.0,163.0,150.0,129.0,114.0,93.0
5.0,7.0,8.0,11.0,12.0,10.0,15.0,19.0,18.0,22.0,32.0,48.0,52.0,59.0,68.0,76.0,80.0,113.0,127.0,146.0,169.0,198.0,242.0,296.0,336.0,395.0,459.0,522.0,616.0,748.0,908.0,1049.0,1225.0,1433.0,1689.0,1983.0,2376.0,2846.0,3368.0,3944.0,4641.0,5397.0,6345.0,7407.0,8856.0,10337.0,12166.0,14159.0,16459.0,19145.0,22038.0,25411.0,29282.0,33656.0,38311.0,43195.0,48191.0,53372.0,49197.0,43783.0,37720.0,31981.0,26872.0,22738.0,19458.0,16796.0,14530.0,12551.0,10798.0,9263.0,7919.0,6653.0,5636.0,4726.0,3980.0,3370.0,2831.0,2380.0,2014.0,1685.0,1434.0,1225.0,1026.0,875.0,752.0,623.0,556.0,474.0,412.0,343.0,289.0,236.0,202.0,165.0,149.0,120.0,93.0
