5.0,6.0,9.0,13.0,14.0,18.0,21.0,25.0,33.0,36.0,41.0,50.0,58.0,73.0,92.0,115.0,142.0,184.0,230.0,286.0,351.0,420.0,527.0,639.0,793.0,958.0,1147.0,1345.0,1636.0,2015.0,2419.0,2979.0,3551.0,4272.0,5139.0,6176.0,7357.0,8898.0,10632.0,12756.0,15213.0,18197.0,21695.0,25550.0,29958.0,34785.0,39882.0,37266.0,33740.0,29442.0,25160.0,21360.0,18459.0,15950.0,13854.0,12205.0,10810.0,9458.0,8163.0,7054.0,6102.0,5178.0,4495.0,3805.0,3326.0,2850.0,2449.0,2067.0,1721.0,1479.0,1246.0,1077.0,924.0,790.0,691.0,590.0,524.0,441.0,357.0,316.0,272.0,229.0,220.0,191.0,164.0,129.0
5.0,6.0,5.0,5.0,5.0,4.0,3.0,4.0,3.0,4.0,5.0,6.0,10.0,10.0,15.0,18.0,18.0,25.0,29.0,30.0,35.0,42.0,47.0,56.0,52.0,66.0,82.0,105.0,122.0,144.0,175.0,207.0,247.0,297.0,342.0,405.0,511.0,646.0,789.0,950.0,1164.0,1411.0,1703.0,2026.0,2415.0,2947.0,3539.0,3377.0,3118.0,2780.0,2395.0,2160.0,1913.0,1712.0,1512.0,1338.0,1187.0,1077.0,945.0,803.0,697.0,606.0,540.0,481.0,437.0,378.0,338.0,289.0,261.0,239.0,216.0,206.0,165.0,137.0,126.0,93.0,79.0,70.0,63.0,55.0,53.0,50.0,45.0,32.0,34.0,31.0
5.0,8.0,7.0,9.0,11.0,11.0,12.0,12.0,15.0,19.0,27.0,28.0,31.0,34.0,43.0,54.0,71.0,89.0,104.0,139.0,158.0,179.0,213.0,263.0,311.0,389.0,468.0,582.0,726.0,895.0,1119.0,1338.0,1648.0,2016.0,2498.0,3024.0,3635.0,4303.0,5206.0,6182.0,7351.0,8787.0,10483.0,12493.0,14723.0,17393.0,20545.0,19440.0,17726.0,15689.0,13679.0,11831.0,10358.0,9161.0,8093.0,7129.0,6253.0,5484.0,4826.0,4218.0,3592.0,3201.0,2788.0,2389.0,2074.0,1802.0,1591.0,1392.0,1229.0,1049.0,899.0,788.0,689.0,594.0,518.0,458.0,384.0,311.0,274.0,244.0,200.0,182.0,171.0,155.0,134.0,117.0
5.0,7.0,7.0,8.0,9.0,9.0,9.0,12.0,12.0,19.0,27.0,38.0,46.0,54.0,69.0,75.0,86.0,108.0,135.0,169.0,219.0,267.0,331.0,401.0,511.0,618.0,740.0,870.0,1033.0,1265.0,1513.0,1851.0,2243.0,2684.0,3232.0,3982.0,4699.0,5707.0,6841.0,8298.0,9887.0,11760.0,14083.0,16699.0,19789.0,23261.0,27172.0,25535.0,23412.0,20705.0,17911.0,15306.0,13343.0,11790.0,10349.0,9104.0,7974.0,7043.0,6131.0,5336.0,4636.0,4084.0,3523.0,3018.0,2617.0,2254.0,1963.0,1709.0,1493.0,1283.0,1107.0,939.0,823.0,718.0,610.0,530.0,470.0,399.0,335.0,296.0,251.0,227.0,208.0,167.0,139.0,114.0
5.0,5.0,7.0,10.0,9.0,11.0,12.0,15.0,15.0,17.0,24.0,27.0,43.0,56.0,81.0,104.0,125.0,147.0,171.0,198.0,239.0,297.0,368.0,451.0,556.0,692.0,835.0,1023.0,1250.0,1479.0,1761.0,2069.0,2465.0,3015.0,3678.0,4451.0,5310.0,6287.0,7446.0,9021.0,10893.0,13163.0,15586.0,18354.0,21680.0,25258.0,29699.0,28069.0,25578.0,22535.0,19438.0,16740.0,14520.0,12583.0,11154.0,9768.0,8540.0,7444.0,6548.0,5683.0,4819.0,4224.0,3695.0,3177.0,2710.0,2330.0,1984.0,1684.0,1492.0,1277.0,1096.0,962.0,832.0,698.0,612.0,526.0,453.0,408.0,341.0,278.0,236.0,210.0,192.0,165.0,154.0,128.0
5.0,6.0,6.0,7.0,9.0,9.0,13.0,14.0,17.0,17.0,20.0,25.0,28.0,30.0,35.0,47.0,57.0,66.0,83.0,98.0,121.0,160.0,198.0,225.0,266.0,298.0,362.0,455.0,562.0,673.0,870.0,1055.0,1261.0,1555.0,1925.0,2305.0,2771.0,3339.0,3968.0,4652.0,5578.0,6667.0,8063.0,9664.0,11643.0,13809.0,16589.0,15861.0,14537.0,12916.0,11164.0,9776.0,8560.0,7588.0,6742.0,5980.0,5324.0,4595.0,4038.0,3503.0,3073.0,2720.0,2287.0,1972.0,1738.0,1471.0,1253.0,1059.0,933.0,801.0,694.0,608.0,524.0,438.0,381.0,319.0,267.0,234.0,194.0,175.0,157.0,129.0,119.0,100.0,84.0,68.0
5.0,6.0,8.0,7.0,7.0,7.0,10.0,9.0,9.0,14.0,17.0,22.0,28.0,27.0,36.0,41.0,47.0,50.0,64.0,79.0,95.0,109.0,126.0,158.0,198.0,235.0,282.0,339.0,425.0,502.0,610.0,752.0,901.0,1117.0,1404.0,1737.0,2111.0,2526.0,3079.0,3728.0,4444.0,5412.0,6502.0,7782.0,9453.0,11337.0,13574.0,12933.0,11906.0,10588.0,9153.0,7795.0,6777.0,5976.0,5292.0,4782.0,4293.0,3825.0,3389.0,3002.0,2648.0,2293.0,2009.0,1714.0,1507.0,1293.0,1121.0,1007.0,892.0,778.0,662.0,566.0,490.0,442.0,376.0,337.0,296.0,262.0,232.0,202.0,166.0,141.0,133.0,116.0,101.0,91.0
5.0,5.0,6.0,6.0,4.0,8.0,8.0,10.0,12.0,15.0,19.0,24.0,26.0,34.0,45.0,52.0,67.0,80.0,99.0,126.0,155.0,177.0,202.0,244.0,298.0,352.0,417.0,520.0,636.0,783.0,953.0,1180.0,1385.0,1699.0,2051.0,2499.0,3021.0,3628.0,4339.0,5203.0,6360.0,7682.0,9359.0,11168.0,13317.0,15806.0,18572.0,17642.0,16183.0,14193.0,12296.0,10565.0,9263.0,8221.0,7287.0,6405.0,5667.0,5022.0,4422.0,3781.0,3312.0,2891.0,2518.0,2181.0,1917.0,1670.0,1453.0,1255.0,1104.0,960.0,847.0,735.0,641.0,565.0,487.0,416.0,369.0,323.0,290.0,247.0,219.0,179.0,153.0,135.0,119.0,105.0
5.0,7.0,9.0,11.0,12.0,14.0,16.0,29.0,40.0,44.0,55.0,62.0,68.0,88.0,113.0,141.0,178.0,215.0,247.0,312.0,352.0,405.0,498.0,614.0,755.0,920.0,1102.0,1298.0,1539.0,1844.0,2258.0,2754.0,3285.0,4018.0,4730.0,5657.0,6832.0,8128.0,9845.0,11827.0,14128.0,16648.0,19655.0,23208.0,27081.0,31598.0,36700.0,34534.0,31514.0,27645.0,23753.0,20300.0,17490.0,15155.0,13318.0,11639.0,10196.0,8910.0,7702.0,6626.0,5702.0,4906.0,4163.0,3592.0,3049.0,2585.0,2188.0,1936.0,1680.0,1467.0,1248.0,1057.0,905.0,790.0,679.0,574.0,497.0,434.0,396.0,340.0,304.0,255.0,228.0,207.0,188.0,160.0
5.0,7.0,8.0,11.0,12.0,10.0,14.0,16.0,15.0,24.0,32.0,35.0,47.0,53.0,58.0,70.0,79.0,87.0,111.0,133.0,149.0,179.0,219.0,250.0,298.0,353.0,418.0,519.0,619.0,737.0,886.0,1065.0,1307.0,1545.0,1847.0,2200.0,2677.0,3236.0,3950.0,4734.0,5778.0,6835.0,8247.0,10000.0,11980.0,14279.0,17089.0,16272.0,14932.0,13327.0,11481.0,10005.0,8783.0,7754.0,6803.0,6048.0,5383.0,4715.0,4083.0,3605.0,3124.0,2743.0,2374.0,2083.0,1796.0,1535.0,1303.0,1133.0,975.0,846.0,735.0,641.0,554.0,469.0,418.0,363.0,318.0,278.0,218.0,188.0,149.0,119.0,103.0,82.0,73.0,65.0
