5.0,6.0,9.0,12.0,11.0,11.0,18.0,22.0,26.0,27.0,33.0,38.0,44.0,43.0,50.0,54.0,73.0,89.0,106.0,121.0,156.0,183.0,230.0,272.0,332.0,386.0,451.0,554.0,661.0,789.0,944.0,905.0,841.0,759.0,682.0,614.0,528.0,487.0,428.0,367.0,340.0,299.0,263.0,246.0,222.0,182.0,160.0,126.0,109.0,93.0,75.0,66.0,61.0,49.0,41.0,40.0,40.0,37.0,33.0,24.0,25.0,23.0,20.0,13.0,15.0,16.0,12.0,12.0,12.0,12.0
5.0,6.0,5.0,5.0,5.0,4.0,3.0,4.0,3.0,4.0,5.0,6.0,10.0,10.0,15.0,18.0,18.0,25.0,29.0,30.0,35.0,34.0,37.0,56.0,63.0,67.0,80.0,104.0,138.0,179.0,221.0,211.0,192.0,177.0,162.0,133.0,119.0,112.0,98.0,86.0,80.0,59.0,56.0,56.0,47.0,40.0,36.0,33.0,31.0,22.0,18.0,15.0,13.0,16.0,15.0,13.0,11.0,9.0,8.0,7.0,5.0,4.0,5.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0
5.0,8.0,7.0,9.0,11.0,11.0,12.0,12.0,15.0,19.0,28.0,30.0,37.0,35.0,45.0,52.0,62.0,74.0,82.0,96.0,114.0,128.0,154.0,180.0,216.0,250.0,315.0,378.0,453.0,542.0,622.0,597.0,557.0,505.0,464.0,415.0,356.0,324.0,287.0,254.0,213.0,178.0,153.0,144.0,132.0,118.0,102.0,88.0,78.0,68.0,70.0,57.0,46.0,44.0,28.0,26.0,22.0,19.0,15.0,12.0,12.0,12.0,9.0,10.0,13.0,9.0,7.0,8.0,7.0,6.0
5.0,7.0,7.0,8.0,9.0,9.0,9.0,12.0,18.0,25.0,38.0,49.0,59.0,81.0,100.0,127.0,143.0,176.0,194.0,239.0,291.0,346.0,412.0,500.0,606.0,720.0,877.0,1057.0,1252.0,1485.0,1807.0,1734.0,1610.0,1427.0,1273.0,1114.0,976.0,875.0,764.0,676.0,599.0,549.0,497.0,419.0,373.0,330.0,287.0,249.0,224.0,197.0,168.0,157.0,135.0,120.0,104.0,85.0,81.0,75.0,66.0,53.0,54.0,44.0,45.0,37.0,38.0,37.0,35.0,27.0,25.0,17.0
5.0,5.0,7.0,10.0,9.0,11.0,12.0,15.0,15.0,17.0,24.0,27.0,38.0,56.0,68.0,77.0,85.0,108.0,133.0,162.0,183.0,217.0,264.0,321.0,398.0,484.0,601.0,712.0,850.0,1039.0,1231.0,1184.0,1142.0,1033.0,882.0,784.0,718.0,657.0,591.0,541.0,491.0,435.0,402.0,354.0,308.0,281.0,238.0,209.0,184.0,168.0,158.0,144.0,120.0,102.0,89.0,68.0,59.0,46.0,40.0,36.0,27.0,23.0,20.0,18.0,19.0,18.0,15.0,13.0,12.0,10.0
5.0,6.0,6.0,7.0,8.0,11.0,14.0,17.0,26.0,32.0,37.0,41.0,49.0,68.0,80.0,86.0,106.0,122.0,161.0,194.0,222.0,261.0,295.0,364.0,454.0,568.0,671.0,820.0,995.0,1188.0,1408.0,1348.0,1244.0,1058.0,934.0,822.0,715.0,619.0,565.0,498.0,461.0,419.0,388.0,341.0,297.0,263.0,229.0,209.0,183.0,151.0,131.0,114.0,97.0,93.0,82.0,69.0,56.0,42.0,43.0,37.0,34.0,31.0,23.0,17.0,14.0,14.0,13.0,11.0,8.0,7.0
5.0,6.0,8.0,7.0,7.0,7.0,10.0,11.0,15.0,17.0,26.0,34.0,39.0,46.0,60.0,67.0,86.0,104.0,120.0,128.0,141.0,172.0,205.0,246.0,295.0,360.0,415.0,505.0,630.0,769.0,940.0,885.0,853.0,743.0,677.0,608.0,543.0,498.0,438.0,377.0,328.0,302.0,265.0,212.0,176.0,158.0,136.0,112.0,108.0,87.0,77.0,69.0,55.0,49.0,40.0,32.0,31.0,28.0,26.0,22.0,17.0,16.0,13.0,17.0,15.0,10.0,9.0,6.0,7.0,7.0
5.0,5.0,6.0,6.0,4.0,8.0,8.0,8.0,9.0,11.0,12.0,15.0,17.0,22.0,34.0,41.0,46.0,47.0,62.0,68.0,75.0,86.0,101.0,111.0,142.0,169.0,200.0,258.0,314.0,354.0,415.0,391.0,364.0,320.0,273.0,253.0,222.0,187.0,161.0,140.0,126.0,117.0,95.0,82.0,68.0,60.0,51.0,46.0,44.0,37.0,38.0,31.0,27.0,24.0,20.0,17.0,15.0,18.0,14.0,14.0,11.0,11.0,8.0,5.0,3.0,3.0,2.0,3.0,3.0,2.0
5.0,7.0,9.0,11.0,12.0,14.0,14.0,19.0,23.0,26.0,32.0,36.0,43.0,50.0,59.0,71.0,93.0,123.0,144.0,178.0,201.0,244.0,290.0,372.0,434.0,524.0,603.0,719.0,851.0,1024.0,1238.0,1181.0,1121.0,975.0,867.0,748.0,632.0,557.0,486.0,450.0,410.0,367.0,312.0,273.0,238.0,217.0,189.0,166.0,141.0,125.0,102.0,82.0,68.0,58.0,47.0,48.0,45.0,39.0,36.0,34.0,29.0,29.0,30.0,25.0,21.0,17.0,14.0,12.0,10.0,7.0
5.0,7.0,8.0,11.0,12.0,10.0,14.0,16.0,15.0,23.0,32.0,36.0,44.0,48.0,53.0,64.0,74.0,89.0,106.0,124.0,146.0,171.0,213.0,248.0,283.0,340.0,407.0,495.0,586.0,673.0,795.0,752.0,691.0,627.0,541.0,467.0,410.0,357.0,316.0,278.0,256.0,215.0,194.0,165.0,145.0,118.0,103.0,88.0,76.0,63.0,54.0,54.0,42.0,42.0,34.0,32.0,28.0,27.0,23.0,21.0,20.0,20.0,16.0,14.0,16.0,12.0,11.0,8.0,6.0,3.0
5.0,6.0,8.0,11.0,11.0,13.0,18.0,21.0,31.0,37.0,45.0,51.0,67.0,74.0,81.0,97.0,113.0,141.0,175.0,210.0,248.0,300.0,357.0,434.0,500.0,601.0,693.0,860.0,993.0,1192.0,1468.0,1407.0,1286.0,1152.0,1012.0,928.0,819.0,708.0,616.0,560.0,506.0,439.0,381.0,342.0,301.0,259.0,228.0,198.0,175.0,154.0,142.0,129.0,110.0,98.0,87.0,80.0,66.0,58.0,47.0,42.0,45.0,42.0,39.0,34.0,29.0,26.0,23.0,21.0,22.0,16.0
5.0,5.0,5.0,7.0,8.0,10.0,10.0,14.0,16.0,19.0,20.0,25.0,32.0,38.0,40.0,50.0,63.0,71.0,92.0,112.0,131.0,156.0,188.0,220.0,256.0,293.0,364.0,443.0,519.0,607.0,734.0,695.0,633.0,556.0,490.0,445.0,398.0,366.0,342.0,300.0,265.0,230.0,195.0,164.0,150.0,134.0,121.0,109.0,88.0,86.0,64.0,57.0,44.0,44.0,36.0,32.0,32.0,29.0,25.0,24.0,23.0,18.0,14.0,10.0,8.0,6.0,1.0,1.0,2.0,5.0
5.0,8.0,9.0,11.0,11.0,9.0,9.0,17.0,24.0,31.0,35.0,43.0,53.0,63.0,84.0,103.0,135.0,168.0,213.0,256.0,303.0,374.0,449.0,508.0,632.0,767.0,927.0,1124.0,1343.0,1570.0,1878.0,1800.0,1657.0,1439.0,1248.0,1118.0,989.0,902.0,778.0,699.0,588.0,524.0,449.0,387.0,344.0,310.0,274.0,235.0,207.0,179.0,161.0,143.0,119.0,104.0,89.0,82.0,78.0,68.0,64.0,60.0,45.0,40.0,36.0,29.0,25.0,18.0,17.0,15.0,13.0,13.0
5.0,7.0,9.0,10.0,11.0,12.0,10.0,14.0,24.0,27.0,31.0,35.0,38.0,42.0,45.0,55.0,66.0,85.0,109.0,135.0,182.0,220.0,250.0,306.0,371.0,456.0,527.0,640.0,782.0,917.0,1079.0,1022.0,950.0,842.0,723.0,629.0,546.0,498.0,435.0,390.0,352.0,315.0,295.0,259.0,236.0,205.0,180.0,166.0,151.0,134.0,108.0,90.0,82.0,74.0,69.0,61.0,54.0,38.0,35.0,26.0,20.0,18.0,15.0,15.0,14.0,14.0,9.0,8.0,7.0,5.0
5.0,7.0,9.0,12.0,15.0,20.0,26.0,35.0,41.0,42.0,41.0,43.0,48.0,71.0,90.0,101.0,111.0,121.0,150.0,177.0,232.0,289.0,326.0,405.0,472.0,577.0,670.0,801.0,946.0,1151.0,1367.0,1332.0,1244.0,1098.0,927.0,793.0,698.0,645.0,573.0,499.0,441.0,381.0,347.0,307.0,285.0,263.0,226.0,196.0,173.0,154.0,133.0,115.0,104.0,80.0,71.0,59.0,53.0,49.0,47.0,35.0,33.0,25.0,25.0,24.0,25.0,25.0,19.0,19.0,16.0,17.0
5.0,6.0,7.0,8.0,9.0,11.0,12.0,16.0,21.0,24.0,30.0,36.0,36.0,40.0,44.0,62.0,70.0,79.0,102.0,126.0,151.0,196.0,236.0,281.0,340.0,386.0,478.0,563.0,696.0,867.0,1034.0,988.0,921.0,819.0,708.0,596.0,506.0,424.0,369.0,328.0,286.0,236.0,207.0,174.0,149.0,137.0,120.0,104.0,84.0,71.0,67.0,57.0,49.0,44.0,43.0,42.0,36.0,32.0,29.0,26.0,23.0,18.0,16.0,13.0,11.0,11.0,12.0,14.0,15.0,15.0
5.0,6.0,6.0,8.0,7.0,7.0,7.0,10.0,14.0,21.0,25.0,29.0,38.0,51.0,59.0,66.0,73.0,89.0,108.0,134.0,167.0,200.0,234.0,269.0,321.0,377.0,460.0,540.0,658.0,784.0,897.0,842.0,784.0,693.0,600.0,535.0,481.0,445.0,386.0,364.0,334.0,288.0,248.0,217.0,189.0,182.0,165.0,146.0,114.0,99.0,84.0,75.0,68.0,55.0,44.0,47.0,45.0,38.0,33.0,33.0,31.0,24.0,20.0,19.0,16.0,18.0,18.0,12.0,10.0,9.0
5.0,7.0,9.0,11.0,12.0,15.0,16.0,19.0,21.0,25.0,29.0,29.0,33.0,35.0,40.0,48.0,66.0,75.0,92.0,119.0,132.0,151.0,186.0,228.0,268.0,325.0,375.0,426.0,510.0,612.0,724.0,704.0,627.0,559.0,484.0,428.0,384.0,343.0,292.0,266.0,245.0,209.0,176.0,161.0,139.0,124.0,98.0,90.0,90.0,76.0,67.0,58.0,51.0,47.0,42.0,39.0,35.0,28.0,21.0,19.0,18.0,14.0,11.0,12.0,11.0,9.0,7.0,5.0,7.0,6.0
5.0,7.0,8.0,8.0,10.0,12.0,14.0,19.0,15.0,13.0,18.0,24.0,33.0,39.0,51.0,60.0,68.0,85.0,96.0,109.0,135.0,171.0,195.0,239.0,286.0,344.0,421.0,488.0,564.0,654.0,787.0,742.0,672.0,586.0,530.0,463.0,397.0,368.0,323.0,300.0,271.0,240.0,222.0,204.0,189.0,170.0,153.0,135.0,116.0,82.0,74.0,59.0,55.0,54.0,57.0,47.0,42.0,39.0,30.0,23.0,23.0,15.0,13.0,12.0,8.0,9.0,7.0,5.0,5.0,5.0
5.0,7.0,6.0,7.0,9.0,13.0,10.0,14.0,15.0,18.0,18.0,20.0,30.0,33.0,36.0,43.0,52.0,64.0,77.0,94.0,109.0,131.0,153.0,174.0,207.0,239.0,282.0,353.0,415.0,518.0,597.0,572.0,536.0,477.0,416.0,368.0,318.0,288.0,262.0,240.0,208.0,184.0,158.0,136.0,114.0,95.0,88.0,82.0,77.0,69.0,64.0,57.0,47.0,41.0,35.0,37.0,35.0,28.0,21.0,17.0,13.0,10.0,7.0,5.0,3.0,4.0,7.0,6.0,5.0,5.0
5.0,6.0,11.0,14.0,13.0,14.0,14.0,15.0,18.0,25.0,25.0,27.0,29.0,29.0,36.0,48.0,63.0,75.0,89.0,95.0,111.0,140.0,172.0,200.0,249.0,297.0,351.0,403.0,482.0,568.0,688.0,677.0,623.0,556.0,475.0,410.0,380.0,331.0,284.0,239.0,227.0,195.0,168.0,144.0,129.0,95.0,88.0,78.0,69.0,68.0,56.0,46.0,37.0,36.0,33.0,31.0,27.0,21.0,23.0,20.0,14.0,11.0,9.0,8.0,5.0,5.0,2.0,2.0,2.0,2.0
5.0,7.0,9.0,12.0,14.0,15.0,20.0,22.0,25.0,24.0,29.0,35.0,49.0,61.0,77.0,96.0,117.0,147.0,170.0,196.0,227.0,268.0,323.0,391.0,467.0,575.0,681.0,818.0,972.0,1170.0,1400.0,1335.0,1232.0,1131.0,962.0,839.0,743.0,655.0,596.0,535.0,462.0,421.0,374.0,333.0,285.0,260.0,223.0,192.0,167.0,148.0,130.0,126.0,122.0,112.0,101.0,95.0,81.0,71.0,53.0,42.0,34.0,31.0,24.0,19.0,20.0,17.0,12.0,9.0,6.0,3.0
5.0,7.0,9.0,10.0,12.0,12.0,12.0,14.0,13.0,17.0,18.0,20.0,32.0,33.0,43.0,48.0,54.0,58.0,74.0,90.0,103.0,132.0,159.0,192.0,252.0,318.0,392.0,457.0,543.0,633.0,756.0,704.0,658.0,612.0,554.0,485.0,420.0,368.0,335.0,287.0,243.0,217.0,191.0,168.0,148.0,115.0,95.0,85.0,77.0,69.0,51.0,42.0,39.0,32.0,28.0,18.0,19.0,19.0,21.0,23.0,20.0,17.0,15.0,13.0,14.0,13.0,11.0,8.0,6.0,3.0
5.0,6.0,7.0,6.0,8.0,8.0,9.0,11.0,11.0,13.0,17.0,21.0,29.0,35.0,40.0,51.0,61.0,69.0,80.0,92.0,101.0,108.0,136.0,165.0,197.0,221.0,275.0,325.0,377.0,445.0,496.0,459.0,433.0,390.0,329.0,281.0,246.0,228.0,207.0,190.0,166.0,142.0,121.0,107.0,96.0,79.0,75.0,65.0,55.0,50.0,40.0,45.0,42.0,37.0,33.0,34.0,29.0,27.0,21.0,18.0,18.0,15.0,13.0,10.0,6.0,8.0,7.0,6.0,4.0,2.0
5.0,9.0,12.0,17.0,20.0,22.0,25.0,27.0,32.0,43.0,45.0,55.0,60.0,68.0,87.0,96.0,126.0,152.0,200.0,232.0,288.0,351.0,428.0,524.0,636.0,763.0,910.0,1078.0,1291.0,1594.0,1871.0,1800.0,1638.0,1474.0,1287.0,1119.0,1020.0,895.0,787.0,713.0,638.0,563.0,492.0,448.0,404.0,334.0,311.0,268.0,240.0,201.0,163.0,137.0,123.0,114.0,101.0,89.0,74.0,64.0,51.0,40.0,33.0,28.0,22.0,19.0,14.0,11.0,10.0,10.0,7.0,5.0
5.0,5.0,7.0,7.0,6.0,5.0,6.0,5.0,7.0,9.0,10.0,10.0,11.0,13.0,14.0,22.0,32.0,37.0,40.0,49.0,55.0,59.0,72.0,86.0,100.0,119.0,148.0,179.0,217.0,249.0,300.0,292.0,275.0,239.0,194.0,163.0,159.0,152.0,148.0,134.0,115.0,101.0,86.0,81.0,72.0,63.0,47.0,44.0,36.0,33.0,28.0,21.0,20.0,14.0,13.0,13.0,10.0,8.0,8.0,6.0,8.0,7.0,8.0,8.0,9.0,9.0,6.0,6.0,3.0,3.0
5.0,5.0,6.0,7.0,7.0,6.0,7.0,7.0,7.0,10.0,10.0,12.0,15.0,19.0,24.0,28.0,36.0,40.0,48.0,57.0,63.0,71.0,80.0,104.0,133.0,160.0,187.0,232.0,273.0,330.0,393.0,370.0,354.0,311.0,267.0,238.0,200.0,176.0,162.0,143.0,121.0,105.0,90.0,69.0,64.0,49.0,46.0,37.0,39.0,32.0,34.0,31.0,26.0,23.0,22.0,23.0,18.0,16.0,17.0,18.0,13.0,14.0,12.0,10.0,9.0,4.0,3.0,2.0,1.0,1.0
5.0,7.0,9.0,11.0,15.0,17.0,17.0,18.0,21.0,24.0,22.0,23.0,24.0,29.0,34.0,38.0,50.0,56.0,68.0,81.0,96.0,108.0,125.0,153.0,190.0,239.0,303.0,354.0,439.0,514.0,589.0,543.0,506.0,451.0,401.0,350.0,306.0,281.0,254.0,224.0,217.0,195.0,170.0,140.0,121.0,99.0,83.0,78.0,73.0,67.0,53.0,42.0,38.0,30.0,23.0,19.0,19.0,14.0,12.0,11.0,9.0,9.0,7.0,5.0,5.0,2.0,2.0,3.0,2.0,2.0
5.0,6.0,5.0,8.0,12.0,14.0,17.0,22.0,30.0,36.0,47.0,64.0,82.0,92.0,106.0,132.0,148.0,182.0,220.0,264.0,312.0,357.0,422.0,506.0,641.0,764.0,889.0,1056.0,1275.0,1529.0,1858.0,1790.0,1681.0,1488.0,1276.0,1113.0,978.0,816.0,749.0,663.0,583.0,531.0,473.0,409.0,364.0,320.0,279.0,243.0,197.0,188.0,162.0,137.0,119.0,118.0,103.0,86.0,71.0,57.0,51.0,47.0,43.0,32.0,31.0,32.0,27.0,22.0,19.0,18.0,18.0,18.0
5.0,7.0,10.0,11.0,12.0,14.0,12.0,12.0,16.0,18.0,24.0,32.0,41.0,46.0,49.0,60.0,74.0,100.0,127.0,157.0,192.0,211.0,257.0,284.0,351.0,428.0,509.0,622.0,777.0,920.0,1094.0,1065.0,972.0,869.0,774.0,657.0,567.0,493.0,436.0,395.0,359.0,306.0,267.0,225.0,188.0,159.0,142.0,122.0,107.0,89.0,82.0,70.0,56.0,51.0,44.0,42.0,39.0,32.0,28.0,27.0,22.0,20.0,16.0,13.0,11.0,10.0,7.0,4.0,3.0,2.0
