0.0,0.0,0.0,1.0,1.0,3.0,4.0,5.0,7.0,11.0,12.0,14.0,13.0,18.0,18.0,21.0,24.0,28.0,30.0,37.0,41.0,49.0,54.0,60.0,75.0,89.0,100.0,107.0,123.0,149.0,174.0,209.0,251.0,303.0,350.0,394.0,461.0,530.0,616.0,709.0,829.0,946.0,1096.0,1251.0,1433.0,1632.0,1868.0,2122.0,2413.0,2741.0,3160.0,3615.0,4074.0,4500.0,4867.0,5136.0,5451.0,5676.0,5847.0,5972.0,6029.0,6095.0,6076.0,6006.0,6001.0,5855.0,5697.0,5561.0,5392.0,5247.0,5093.0,4899.0,4704.0,4506.0,4332.0,4166.0,3970.0,3758.0,3585.0,3433.0,3323.0,3169.0,3027.0,2900.0,2781.0,2668.0,2583.0,2467.0
0.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,5.0,5.0,6.0,5.0,5.0,3.0,3.0,4.0,5.0,5.0,5.0,6.0,5.0,9.0,12.0,13.0,16.0,17.0,19.0,23.0,24.0,31.0,35.0,46.0,57.0,58.0,66.0,78.0,92.0,97.0,105.0,127.0,150.0,165.0,188.0,217.0,262.0,305.0,333.0,369.0,405.0,467.0,547.0,642.0,720.0,805.0,861.0,921.0,952.0,996.0,1040.0,1048.0,1066.0,1063.0,1071.0,1071.0,1068.0,1043.0,1038.0,1014.0,991.0,965.0,926.0,895.0,859.0,820.0,786.0,762.0,735.0,704.0,683.0,660.0,636.0,617.0,590.0,559.0,544.0,512.0,492.0,482.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,5.0,5.0,5.0,3.0,5.0,5.0,6.0,8.0,10.0,13.0,14.0,17.0,18.0,24.0,29.0,38.0,48.0,51.0,61.0,71.0,89.0,109.0,132.0,165.0,198.0,222.0,236.0,260.0,310.0,361.0,411.0,488.0,553.0,648.0,733.0,830.0,873.0,937.0,972.0,1021.0,1050.0,1044.0,1066.0,1062.0,1067.0,1078.0,1082.0,1069.0,1054.0,1026.0,1000.0,960.0,927.0,888.0,857.0,825.0,781.0,743.0,713.0,686.0,661.0,633.0,607.0,579.0,552.0,529.0,504.0,488.0,461.0,438.0
0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,5.0,5.0,6.0,6.0,7.0,10.0,10.0,17.0,26.0,28.0,34.0,41.0,47.0,60.0,72.0,94.0,113.0,122.0,129.0,142.0,173.0,202.0,228.0,246.0,288.0,329.0,378.0,431.0,485.0,562.0,644.0,738.0,854.0,974.0,1120.0,1255.0,1449.0,1695.0,1924.0,2198.0,2518.0,2923.0,3307.0,3699.0,4121.0,4459.0,4770.0,5011.0,5237.0,5408.0,5458.0,5559.0,5539.0,5527.0,5453.0,5420.0,5343.0,5218.0,5085.0,4873.0,4711.0,4544.0,4384.0,4246.0,4075.0,3902.0,3760.0,3608.0,3468.0,3323.0,3174.0,3029.0,2895.0,2761.0,2658.0,2526.0,2416.0,2296.0,2214.0
0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,3.0,4.0,5.0,5.0,8.0,11.0,13.0,19.0,26.0,33.0,40.0,44.0,47.0,50.0,59.0,64.0,77.0,80.0,95.0,110.0,135.0,151.0,175.0,215.0,252.0,284.0,321.0,380.0,448.0,537.0,614.0,687.0,777.0,873.0,967.0,1107.0,1258.0,1438.0,1653.0,1897.0,2149.0,2505.0,2858.0,3241.0,3584.0,3915.0,4205.0,4444.0,4667.0,4822.0,4952.0,4994.0,4967.0,4982.0,4883.0,4778.0,4695.0,4592.0,4459.0,4364.0,4235.0,4065.0,3945.0,3801.0,3636.0,3480.0,3346.0,3222.0,3088.0,2936.0,2769.0,2651.0,2550.0,2425.0,2319.0,2234.0,2132.0,2061.0,1960.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,5.0,6.0,9.0,9.0,13.0,17.0,16.0,24.0,30.0,37.0,41.0,42.0,52.0,55.0,60.0,69.0,83.0,97.0,114.0,133.0,142.0,165.0,189.0,214.0,248.0,279.0,312.0,359.0,418.0,475.0,557.0,652.0,740.0,864.0,972.0,1123.0,1292.0,1507.0,1704.0,1960.0,2229.0,2530.0,2885.0,3262.0,3614.0,3972.0,4285.0,4517.0,4745.0,4890.0,4975.0,4979.0,4966.0,4929.0,4904.0,4889.0,4838.0,4753.0,4633.0,4513.0,4364.0,4202.0,4029.0,3849.0,3740.0,3593.0,3448.0,3281.0,3111.0,2970.0,2831.0,2718.0,2627.0,2514.0,2410.0,2310.0,2217.0,2114.0,2013.0
0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,4.0,8.0,8.0,11.0,12.0,13.0,20.0,26.0,30.0,34.0,44.0,52.0,59.0,70.0,74.0,83.0,99.0,114.0,122.0,144.0,180.0,213.0,247.0,279.0,329.0,361.0,401.0,455.0,536.0,629.0,723.0,809.0,945.0,1091.0,1265.0,1484.0,1731.0,1967.0,2307.0,2632.0,3070.0,3483.0,3928.0,4377.0,4810.0,5115.0,5381.0,5572.0,5703.0,5828.0,5940.0,5987.0,5964.0,5915.0,5848.0,5742.0,5616.0,5488.0,5324.0,5237.0,5060.0,4866.0,4688.0,4536.0,4357.0,4161.0,3975.0,3816.0,3653.0,3508.0,3341.0,3188.0,3057.0,2940.0,2842.0,2745.0,2630.0,2541.0
0.0,0.0,0.0,0.0,0.0,2.0,4.0,4.0,5.0,6.0,6.0,8.0,7.0,8.0,10.0,11.0,11.0,12.0,12.0,16.0,17.0,22.0,28.0,32.0,37.0,40.0,52.0,60.0,75.0,84.0,93.0,110.0,134.0,152.0,171.0,196.0,223.0,264.0,301.0,356.0,398.0,446.0,520.0,621.0,690.0,796.0,900.0,1040.0,1213.0,1372.0,1550.0,1766.0,1976.0,2181.0,2378.0,2574.0,2728.0,2850.0,2970.0,3031.0,3069.0,3077.0,3101.0,3092.0,3052.0,2957.0,2876.0,2832.0,2743.0,2661.0,2556.0,2458.0,2347.0,2251.0,2162.0,2086.0,2001.0,1912.0,1819.0,1742.0,1668.0,1594.0,1530.0,1455.0,1380.0,1317.0,1253.0,1190.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,6.0,7.0,10.0,14.0,16.0,18.0,20.0,26.0,28.0,30.0,34.0,36.0,48.0,60.0,65.0,80.0,89.0,105.0,125.0,144.0,157.0,165.0,200.0,229.0,256.0,284.0,327.0,369.0,416.0,489.0,566.0,642.0,736.0,843.0,982.0,1129.0,1266.0,1505.0,1694.0,1946.0,2230.0,2499.0,2823.0,3121.0,3390.0,3608.0,3846.0,4051.0,4192.0,4332.0,4364.0,4358.0,4335.0,4309.0,4255.0,4193.0,4078.0,3966.0,3868.0,3756.0,3644.0,3510.0,3385.0,3253.0,3104.0,2982.0,2840.0,2696.0,2578.0,2465.0,2359.0,2263.0,2159.0,2061.0,1975.0,1885.0,1807.0,1731.0
0.0,0.0,0.0,1.0,1.0,1.0,3.0,5.0,5.0,7.0,6.0,7.0,9.0,7.0,7.0,8.0,12.0,14.0,16.0,16.0,19.0,21.0,28.0,30.0,35.0,43.0,44.0,47.0,54.0,61.0,70.0,79.0,93.0,110.0,117.0,141.0,160.0,187.0,204.0,244.0,291.0,341.0,406.0,477.0,565.0,655.0,753.0,873.0,1003.0,1135.0,1309.0,1481.0,1693.0,1881.0,2063.0,2214.0,2372.0,2483.0,2559.0,2624.0,2640.0,2682.0,2636.0,2615.0,2593.0,2541.0,2485.0,2436.0,2354.0,2284.0,2209.0,2121.0,2032.0,1945.0,1887.0,1808.0,1731.0,1652.0,1580.0,1518.0,1440.0,1374.0,1313.0,1256.0,1203.0,1131.0,1087.0,1044.0
