0.0,0.0,0.0,1.0,2.0,4.0,6.0,6.0,8.0,14.0,19.0,22.0,30.0,37.0,46.0,60.0,82.0,93.0,110.0,132.0,162.0,191.0,238.0,298.0,361.0,437.0,534.0,650.0,793.0,976.0,1197.0,1456.0,1802.0,2233.0,2733.0,3404.0,4190.0,5110.0,6264.0,7671.0,9314.0,11370.0,13915.0,16987.0,20402.0,24548.0,29551.0,35590.0,42181.0,49898.0,58443.0,67873.0,78037.0,88793.0,100244.0,111535.0,122873.0,133712.0,143555.0,152796.0,161067.0,167529.0,172332.0,175882.0,178100.0,178862.0,178306.0,176465.0,172928.0,168143.0,161753.0,154643.0,147196.0,139753.0,132517.0,125359.0,118578.0,111968.0,105579.0,99482.0,93814.0,88499.0,83476.0,78803.0,74329.0,70181.0,66240.0,62679.0,59282.0,56159.0,53240.0,50488.0,47981.0,45583.0,43459.0,41517.0,39601.0,37863.0,36209.0,34631.0,33120.0,31773.0,30579.0,29402.0
0.0,0.0,1.0,2.0,2.0,4.0,6.0,6.0,7.0,8.0,10.0,11.0,14.0,18.0,16.0,19.0,22.0,26.0,30.0,36.0,49.0,62.0,71.0,92.0,112.0,138.0,171.0,200.0,255.0,312.0,372.0,439.0,555.0,692.0,834.0,1035.0,1297.0,1606.0,1986.0,2441.0,2996.0,3647.0,4431.0,5465.0,6729.0,8185.0,10035.0,12278.0,14937.0,18264.0,22009.0,26492.0,31893.0,38191.0,45353.0,53650.0,62660.0,72355.0,83158.0,94237.0,105648.0,117258.0,128302.0,139093.0,148844.0,157268.0,164726.0,170103.0,172966.0,172393.0,169345.0,164546.0,158684.0,152212.0,145178.0,138090.0,131110.0,124262.0,117674.0,111381.0,105135.0,99404.0,93711.0,88458.0,83550.0,78843.0,74409.0,70244.0,66341.0,62661.0,59264.0,56060.0,53082.0,50246.0,47645.0,45213.0,42904.0,40786.0,38762.0,37023.0,35291.0,33706.0,32223.0,30861.0
0.0,0.0,1.0,0.0,0.0,1.0,2.0,5.0,5.0,8.0,9.0,12.0,16.0,23.0,28.0,37.0,44.0,48.0,57.0,63.0,74.0,86.0,100.0,132.0,169.0,203.0,254.0,310.0,358.0,443.0,532.0,676.0,818.0,993.0,1243.0,1531.0,1863.0,2319.0,2880.0,3515.0,4364.0,5285.0,6579.0,8026.0,9869.0,11958.0,14479.0,17697.0,21281.0,25532.0,30680.0,36449.0,43173.0,50899.0,59493.0,69045.0,79426.0,90132.0,101418.0,112916.0,123925.0,134600.0,144643.0,153201.0,160949.0,167330.0,172063.0,175344.0,175849.0,173831.0,169700.0,163859.0,157360.0,150173.0,142924.0,135695.0,128371.0,121394.0,114717.0,108492.0,102302.0,96526.0,91167.0,86046.0,81147.0,76621.0,72350.0,68293.0,64363.0,60777.0,57434.0,54322.0,51418.0,48778.0,46336.0,44010.0,41945.0,39913.0,38159.0,36483.0,34874.0,33367.0,32072.0,30741.0
0.0,0.0,0.0,1.0,2.0,5.0,6.0,8.0,10.0,10.0,14.0,19.0,27.0,36.0,49.0,63.0,74.0,99.0,126.0,166.0,208.0,250.0,302.0,385.0,483.0,596.0,711.0,860.0,1040.0,1281.0,1570.0,1949.0,2418.0,2945.0,3681.0,4447.0,5445.0,6692.0,8229.0,9997.0,12178.0,14765.0,18092.0,21741.0,26165.0,31509.0,37648.0,44726.0,52545.0,61382.0,71071.0,81351.0,92217.0,103522.0,114944.0,126240.0,137035.0,146806.0,155341.0,162844.0,169167.0,173664.0,176935.0,178484.0,179046.0,178288.0,176384.0,173278.0,168632.0,162994.0,156253.0,149133.0,141901.0,134454.0,127294.0,120259.0,113501.0,107102.0,101076.0,95345.0,89973.0,84971.0,80264.0,75736.0,71489.0,67725.0,64129.0,60784.0,57633.0,54680.0,51857.0,49312.0,46955.0,44761.0,42694.0,40701.0,38870.0,37135.0,35539.0,34031.0,32672.0,31460.0,30363.0,29226.0
0.0,0.0,0.0,0.0,3.0,4.0,6.0,7.0,11.0,10.0,16.0,21.0,24.0,28.0,38.0,43.0,59.0,76.0,81.0,105.0,136.0,174.0,206.0,241.0,305.0,376.0,468.0,552.0,690.0,841.0,1073.0,1357.0,1697.0,2023.0,2557.0,3137.0,3887.0,4857.0,5896.0,7147.0,8859.0,10800.0,13210.0,16139.0,19449.0,23587.0,28298.0,33882.0,40260.0,47755.0,56073.0,65203.0,75173.0,85871.0,97042.0,108569.0,119806.0,130750.0,140785.0,150115.0,158239.0,165362.0,170750.0,174892.0,177438.0,178657.0,178618.0,176923.0,173546.0,168934.0,162661.0,155546.0,148195.0,140865.0,133491.0,126146.0,119100.0,112461.0,106101.0,100067.0,94204.0,88978.0,84009.0,79250.0,74887.0,70699.0,66925.0,63252.0,59976.0,56662.0,53719.0,50901.0,48381.0,46029.0,43739.0,41644.0,39707.0,38004.0,36318.0,34784.0,33376.0,32074.0,30861.0,29737.0
0.0,0.0,0.0,1.0,1.0,2.0,5.0,7.0,7.0,10.0,11.0,14.0,15.0,30.0,46.0,52.0,62.0,69.0,79.0,102.0,130.0,156.0,195.0,266.0,319.0,391.0,472.0,574.0,711.0,906.0,1120.0,1358.0,1650.0,2045.0,2490.0,3043.0,3722.0,4574.0,5611.0,6932.0,8554.0,10514.0,12746.0,15591.0,18937.0,22929.0,27678.0,32940.0,39219.0,46289.0,54101.0,62981.0,73042.0,83455.0,94578.0,105843.0,117197.0,128033.0,138614.0,148294.0,156796.0,163690.0,169537.0,173700.0,176729.0,178254.0,178374.0,177054.0,173825.0,169029.0,162913.0,156008.0,148755.0,141177.0,133682.0,126386.0,119354.0,112729.0,106488.0,100458.0,94758.0,89291.0,84230.0,79556.0,75031.0,70862.0,66962.0,63309.0,59951.0,56796.0,53735.0,50924.0,48392.0,45971.0,43842.0,41771.0,39900.0,38131.0,36412.0,34879.0,33428.0,32032.0,30768.0,29569.0
0.0,0.0,0.0,2.0,3.0,5.0,6.0,6.0,8.0,9.0,11.0,15.0,15.0,17.0,17.0,22.0,25.0,35.0,45.0,48.0,62.0,71.0,81.0,97.0,122.0,154.0,184.0,202.0,226.0,274.0,341.0,437.0,516.0,645.0,814.0,976.0,1187.0,1441.0,1790.0,2166.0,2648.0,3249.0,4009.0,4942.0,6099.0,7484.0,9114.0,11227.0,13681.0,16563.0,20087.0,24403.0,29311.0,35006.0,41494.0,48943.0,57423.0,66682.0,76948.0,87857.0,98936.0,110485.0,121880.0,132876.0,143065.0,152153.0,159842.0,165922.0,169524.0,169888.0,167528.0,163111.0,157509.0,151342.0,144777.0,137929.0,131011.0,124218.0,117669.0,111315.0,105134.0,99135.0,93537.0,88269.0,83175.0,78394.0,73992.0,69853.0,66045.0,62405.0,58969.0,55800.0,52800.0,49959.0,47336.0,44875.0,42622.0,40566.0,38569.0,36779.0,35113.0,33643.0,32190.0,30799.0
0.0,0.0,0.0,0.0,3.0,4.0,5.0,4.0,6.0,7.0,6.0,9.0,12.0,16.0,25.0,38.0,41.0,50.0,63.0,70.0,81.0,102.0,119.0,160.0,192.0,236.0,292.0,355.0,424.0,506.0,603.0,781.0,965.0,1169.0,1403.0,1719.0,2166.0,2674.0,3272.0,4035.0,4854.0,6029.0,7355.0,9057.0,11144.0,13657.0,16723.0,20224.0,24535.0,29561.0,35460.0,42180.0,49819.0,58209.0,67707.0,77797.0,88716.0,100071.0,111469.0,122684.0,133398.0,143687.0,152846.0,160469.0,166997.0,172216.0,175851.0,177759.0,177117.0,174244.0,169381.0,163342.0,156296.0,149025.0,141536.0,134131.0,126898.0,119927.0,113232.0,106845.0,100881.0,95110.0,89597.0,84517.0,79780.0,75368.0,71126.0,67178.0,63528.0,60129.0,56910.0,54002.0,51108.0,48571.0,46120.0,43851.0,41710.0,39708.0,37896.0,36281.0,34685.0,33192.0,31812.0,30546.0
0.0,0.0,0.0,2.0,3.0,4.0,5.0,7.0,8.0,14.0,12.0,16.0,24.0,30.0,40.0,49.0,57.0,78.0,102.0,128.0,147.0,173.0,207.0,266.0,334.0,406.0,506.0,603.0,767.0,941.0,1151.0,1433.0,1795.0,2197.0,2710.0,3361.0,4144.0,5003.0,6137.0,7470.0,9227.0,11295.0,13824.0,16794.0,20383.0,24697.0,29818.0,35570.0,42461.0,49861.0,58395.0,67970.0,78347.0,89262.0,100627.0,111936.0,123392.0,134392.0,144468.0,153590.0,161367.0,167968.0,173136.0,176490.0,178461.0,179008.0,178236.0,176434.0,173081.0,168159.0,161769.0,154822.0,147399.0,139825.0,132301.0,124967.0,117993.0,111280.0,105080.0,99041.0,93402.0,88112.0,83128.0,78522.0,74203.0,70133.0,66314.0,62850.0,59463.0,56397.0,53477.0,50763.0,48327.0,45990.0,43842.0,41788.0,39945.0,38227.0,36544.0,35018.0,33618.0,32267.0,30967.0,29799.0
0.0,0.0,0.0,2.0,2.0,6.0,6.0,8.0,15.0,18.0,21.0,23.0,23.0,26.0,39.0,53.0,66.0,72.0,89.0,123.0,152.0,199.0,242.0,304.0,373.0,476.0,592.0,747.0,903.0,1117.0,1360.0,1635.0,2020.0,2476.0,3064.0,3783.0,4728.0,5815.0,7103.0,8546.0,10407.0,12735.0,15427.0,18512.0,22590.0,27036.0,32401.0,38507.0,45720.0,53682.0,62663.0,72619.0,82872.0,94060.0,105490.0,116693.0,127919.0,138431.0,148220.0,157016.0,164268.0,170098.0,174436.0,177232.0,178798.0,179065.0,177781.0,175575.0,171887.0,166454.0,159939.0,152990.0,145640.0,138192.0,130860.0,123720.0,116774.0,110356.0,104210.0,98332.0,92754.0,87463.0,82499.0,77872.0,73525.0,69510.0,65755.0,62149.0,58883.0,55756.0,52894.0,50186.0,47710.0,45374.0,43181.0,41215.0,39381.0,37596.0,35965.0,34512.0,33105.0,31797.0,30590.0,29443.0
